"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedTotalQuantity","EnactedType","PBtotal","PBtype","QuantActualTotal","QuantEnactedType","QuantPBtotal","QuantPBtype"
"715",2017,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","06","Other Ordnance Support Equipment","117","5543","Items Less Than $5 Million","A","Weapon System Cost","117","Add","U",2015,"Total",10759,NA,NA,NA,NA,NA,0,NA,NA,NA
"716",2017,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","07","Other Expendable Ordnance","118","5661","Submarine Training Device Mods","A","Weapon System Cost","118","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"717",2017,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","07","Other Expendable Ordnance","119","5662","Training Device Mods","A","Weapon System Cost","119","Add","U",2015,"Total",70672,NA,NA,NA,NA,NA,0,NA,NA,NA
"718",2017,"1810N","Other Procurement, Navy","NAVY","04","Ordnance Support Equipment","07","Other Expendable Ordnance","120","5664","Surface Training Equipment","A","Weapon System Cost","120","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"719",2017,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","121","6003","Passenger Carrying Vehicles","A","Weapon System Cost","121","Add","U",2015,"Total",2282,NA,NA,NA,NA,NA,0,NA,NA,NA
"720",2017,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","122","6007","General Purpose Trucks","A","Weapon System Cost","122","Add","U",2015,"Total",547,NA,NA,NA,NA,NA,0,NA,NA,NA
"721",2017,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","123","6024","Construction & Maintenance Equip","A","Weapon System Cost","123","Add","U",2015,"Total",7256,NA,NA,NA,NA,NA,0,NA,NA,NA
"722",2017,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","124","6027","Fire Fighting Equipment","A","Weapon System Cost","124","Add","U",2015,"Total",15321,NA,NA,NA,NA,NA,0,NA,NA,NA
"723",2017,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","125","6028","Tactical Vehicles","A","Weapon System Cost","125","Add","U",2015,"Total",766,NA,NA,NA,NA,NA,0,NA,NA,NA
"724",2017,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","126","6033","Amphibious Equipment","A","Weapon System Cost","126","Add","U",2015,"Total",8682,NA,NA,NA,NA,NA,0,NA,NA,NA
"725",2017,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","127","6058","Pollution Control Equipment","A","Weapon System Cost","127","Add","U",2015,"Total",2942,NA,NA,NA,NA,NA,0,NA,NA,NA
"726",2017,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","128","6060","Items Under $5 Million","A","Weapon System Cost","128","Add","U",2015,"Total",15553,NA,NA,NA,NA,NA,0,NA,NA,NA
"727",2017,"1810N","Other Procurement, Navy","NAVY","05","Civil Engineering Support Equip","01","Civil Engineering Support Equipment","129","6075","Physical Security Vehicles","A","Weapon System Cost","129","Add","U",2015,"Total",1177,NA,NA,NA,NA,NA,0,NA,NA,NA
"728",2017,"1810N","Other Procurement, Navy","NAVY","06","Supply Support Equipment","01","Supply Support Equipment","130","7015","Materials Handling Equipment","A","Weapon System Cost","130","Add","U",2015,"Total",11387,NA,NA,NA,NA,NA,0,NA,NA,NA
"729",2017,"1810N","Other Procurement, Navy","NAVY","06","Supply Support Equipment","01","Supply Support Equipment","131","7025","Supply Equipment","A","Weapon System Cost","131","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"730",2017,"1810N","Other Procurement, Navy","NAVY","06","Supply Support Equipment","01","Supply Support Equipment","132","7050","Other Supply Support Equipment","A","Weapon System Cost","132","Add","U",2015,"Total",6674,NA,NA,NA,NA,NA,0,NA,NA,NA
"731",2017,"1810N","Other Procurement, Navy","NAVY","06","Supply Support Equipment","01","Supply Support Equipment","133","7066","First Destination Transportation","A","Weapon System Cost","133","Add","U",2015,"Total",5724,NA,NA,NA,NA,NA,0,NA,NA,NA
"732",2017,"1810N","Other Procurement, Navy","NAVY","06","Supply Support Equipment","01","Supply Support Equipment","134","7069","Special Purpose Supply Systems","A","Weapon System Cost","134","Add","U",2015,"Total",69098,NA,NA,NA,NA,NA,0,NA,NA,NA
"733",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","01","Training Devices","135","8081","Training Support Equipment","A","Weapon System Cost","135","Add","U",2015,"Total",22871,NA,NA,NA,NA,NA,0,NA,NA,NA
"734",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","01","Training Devices","136","8101","Training and Education Equipment","A","Weapon System Cost","136","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"735",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","137","8106","Command Support Equipment","A","Weapon System Cost","137","Add","U",2015,"Total",26238,NA,NA,NA,NA,NA,0,NA,NA,NA
"736",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","138","8108","Education Support Equipment","A","Weapon System Cost","138","Add","U",2015,"Total",874,NA,NA,NA,NA,NA,0,NA,NA,NA
"737",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","139","8109","Medical Support Equipment","A","Weapon System Cost","139","Add","U",2015,"Total",2108,NA,NA,NA,NA,NA,0,NA,NA,NA
"738",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","141","8114","Naval MIP Support Equipment","A","Weapon System Cost","141","Add","U",2015,"Total",3573,NA,NA,NA,NA,NA,0,NA,NA,NA
"739",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","142","8118","Operating Forces Support Equipment","A","Weapon System Cost","142","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"740",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","143","8120","C4ISR Equipment","A","Weapon System Cost","143","Add","U",2015,"Total",24459,NA,NA,NA,NA,NA,0,NA,NA,NA
"741",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","144","8126","Environmental Support Equipment","A","Weapon System Cost","144","Add","U",2015,"Total",18030,NA,NA,NA,NA,NA,0,NA,NA,NA
"742",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","145","8128","Physical Security Equipment","A","Weapon System Cost","145","Add","U",2015,"Total",82132,NA,NA,NA,NA,NA,0,NA,NA,NA
"743",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","02","Command Support Equipment","146","8161","Enterprise Information Technology","A","Weapon System Cost","146","Add","U",2015,"Total",87214,NA,NA,NA,NA,NA,0,NA,NA,NA
"744",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","05","Other","149","8150","Cancelled Account Adjustments","A","Weapon System Cost","149","Add","U",2015,"Total",74,NA,NA,NA,NA,NA,0,NA,NA,NA
"745",2017,"1810N","Other Procurement, Navy","NAVY","07","Personnel & Command Support Equip","05","Other","150","8164","Next Generation Enterprise Service","A","Weapon System Cost","150","Add","U",2015,"Total",106165,NA,NA,NA,NA,NA,0,NA,NA,NA
"746",2017,"1810N","Other Procurement, Navy","","07","Personnel & Command Support Equip","99","Classified Programs","","9999999999","Classified Programs","","","","Add","U",2015,"Total",13247,NA,NA,NA,NA,NA,0,NA,NA,NA
"747",2017,"1810N","Other Procurement, Navy","NAVY","08","Spares and Repair Parts","01","Spares and Repair Parts","151","9020","Spares and Repair Parts","A","Weapon System Cost","151","Add","U",2015,"Total",302471,NA,NA,NA,NA,NA,0,NA,NA,NA
"748",2017,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","01","Tracked Combat Vehicles","1  ","2021","AAV7A1 PIP","A","Weapon System Cost","1  ","Add","U",2015,"Total",15202,NA,NA,NA,NA,NA,0,NA,NA,NA
"749",2017,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","01","Tracked Combat Vehicles","2  ","2038","LAV PIP","A","Weapon System Cost","2  ","Add","U",2015,"Total",72736,NA,NA,NA,NA,NA,0,NA,NA,NA
"750",2017,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","02","Artillery and Other Weapons","3  ","2064","Expeditionary Fire Support System","A","Weapon System Cost","3  ","Add","U",2015,"Total",514,NA,NA,NA,NA,NA,0,NA,NA,NA
"751",2017,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","02","Artillery and Other Weapons","4  ","2185","155mm Lightweight Towed Howitzer","A","Weapon System Cost","4  ","Add","U",2015,"Total",4487,NA,NA,NA,NA,NA,0,NA,NA,NA
"752",2017,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","02","Artillery and Other Weapons","5  ","2212","High Mobility Artillery Rocket System","A","Weapon System Cost","5  ","Add","U",2015,"Total",22913,NA,NA,NA,NA,NA,0,NA,NA,NA
"753",2017,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","02","Artillery and Other Weapons","6  ","2220","Weapons and Combat Vehicles Under $5 Million","A","Weapon System Cost","6  ","Add","U",2015,"Total",6248,NA,NA,NA,NA,NA,0,NA,NA,NA
"754",2017,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","04","Other Support","7  ","2061","Modification Kits","A","Weapon System Cost","7  ","Add","U",2015,"Total",23801,NA,NA,NA,NA,NA,0,NA,NA,NA
"755",2017,"1109N","Procurement, Marine Corps","NAVY","02","Weapons and combat vehicles","04","Other Support","8  ","2208","Weapons Enhancement Program","A","Weapon System Cost","8  ","Add","U",2015,"Total",1929,NA,NA,NA,NA,NA,0,NA,NA,NA
"756",2017,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","01","Guided Missiles","9  ","3006","Ground Based Air Defense","A","Weapon System Cost","9  ","Add","U",2015,"Total",30035,NA,NA,NA,NA,NA,0,NA,NA,NA
"757",2017,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","01","Guided Missiles","10 ","3011","Javelin","A","Weapon System Cost","10 ","Add","U",2015,"Total",17507,NA,NA,NA,NA,NA,88,NA,NA,NA
"758",2017,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","01","Guided Missiles","11 ","3016","Follow On To SMAW","A","Weapon System Cost","11 ","Add","U",2015,"Total",4818,NA,NA,NA,NA,NA,0,NA,NA,NA
"759",2017,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","01","Guided Missiles","12 ","3017","Anti-Armor Weapons System-Heavy (AAWS-H)","A","Weapon System Cost","12 ","Add","U",2015,"Total",1506,NA,NA,NA,NA,NA,0,NA,NA,NA
"760",2017,"1109N","Procurement, Marine Corps","NAVY","03","Guided missiles and equipment","03","Other Support","13 ","3123","Modification Kits","A","Weapon System Cost","13 ","Add","U",2015,"Total",18583,NA,NA,NA,NA,NA,0,NA,NA,NA
"761",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","04","Command and Control Systems","14 ","4190","Unit Operations Center","A","Weapon System Cost","14 ","Add","U",2015,"Total",5025,NA,NA,NA,NA,NA,0,NA,NA,NA
"762",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","04","Command and Control Systems","15 ","4644","Common Aviation Command and Control System (C","A","Weapon System Cost","15 ","Add","U",2015,"Total",13830,NA,NA,NA,NA,NA,0,NA,NA,NA
"763",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","07","Repair and Test Equipment","16 ","4181","Repair and Test Equipment","A","Weapon System Cost","16 ","Add","U",2015,"Total",28041,NA,NA,NA,NA,NA,0,NA,NA,NA
"764",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","09","Other Support (Tel)","17 ","4617","Combat Support System","A","Weapon System Cost","17 ","Add","U",2015,"Total",2071,NA,NA,NA,NA,NA,0,NA,NA,NA
"765",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","09","Other Support (Tel)","18 ","4652","Modification Kits","A","Weapon System Cost","18 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"766",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","14","Command and Control System (Non-Tel)","19 ","4620","Items Under $5 Million (Comm & Elec)","A","Weapon System Cost","19 ","Add","U",2015,"Total",6159,NA,NA,NA,NA,NA,0,NA,NA,NA
"767",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","14","Command and Control System (Non-Tel)","20 ","4640","Air Operations C2 Systems","A","Weapon System Cost","20 ","Add","U",2015,"Total",7969,NA,NA,NA,NA,NA,0,NA,NA,NA
"768",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","15","Radar + Equipment (Non-Tel)","21 ","4650","Radar Systems","A","Weapon System Cost","21 ","Add","U",2015,"Total",14228,NA,NA,NA,NA,NA,0,NA,NA,NA
"769",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","15","Radar + Equipment (Non-Tel)","22 ","4655","Ground/Air Task Oriented Radar (G/ATOR)","A","Weapon System Cost","22 ","Add","U",2015,"Total",88338,NA,NA,NA,NA,NA,2,NA,NA,NA
"770",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","15","Radar + Equipment (Non-Tel)","23 ","4737","RQ-21 UAS","A","Weapon System Cost","23 ","Add","U",2015,"Total",69315,NA,NA,NA,NA,NA,3,NA,NA,NA
"771",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","24 ","4616","GCSS-MC","A","Weapon System Cost","24 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"772",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","25 ","4733","Fire Support System","A","Weapon System Cost","25 ","Add","U",2015,"Total",12146,NA,NA,NA,NA,NA,0,NA,NA,NA
"773",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","26 ","4747","Intelligence Support Equipment","A","Weapon System Cost","26 ","Add","U",2015,"Total",39417,NA,NA,NA,NA,NA,0,NA,NA,NA
"774",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","29 ","4757","RQ-11 UAV","A","Weapon System Cost","29 ","Add","U",2015,"Total",4477,NA,NA,NA,NA,NA,0,NA,NA,NA
"775",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","31 ","4767","DCGS-MC","A","Weapon System Cost","31 ","Add","U",2015,"Total",20993,NA,NA,NA,NA,NA,0,NA,NA,NA
"776",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","16","Intell/Comm Equipment (Non-Tel)","32 ","4787","UAS Payloads","A","Weapon System Cost","32 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"777",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","18","Other Comm/Elec Equipment (Non-Tel)","33 ","4930","Night Vision Equipment","A","Weapon System Cost","33 ","Add","U",2015,"Total",7052,NA,NA,NA,NA,NA,0,NA,NA,NA
"778",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","34 ","4625","Next Generation Enterprise Network (NGEN)","A","Weapon System Cost","34 ","Add","U",2015,"Total",2052,NA,NA,NA,NA,NA,0,NA,NA,NA
"779",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","35 ","4630","Common Computer Resources","A","Weapon System Cost","35 ","Add","U",2015,"Total",37896,NA,NA,NA,NA,NA,0,NA,NA,NA
"780",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","36 ","4631","Command Post Systems","A","Weapon System Cost","36 ","Add","U",2015,"Total",34061,NA,NA,NA,NA,NA,0,NA,NA,NA
"781",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","37 ","4633","Radio Systems","A","Weapon System Cost","37 ","Add","U",2015,"Total",69251,NA,NA,NA,NA,NA,0,NA,NA,NA
"782",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","38 ","4634","Comm Switching & Control Systems","A","Weapon System Cost","38 ","Add","U",2015,"Total",62293,NA,NA,NA,NA,NA,0,NA,NA,NA
"783",2017,"1109N","Procurement, Marine Corps","NAVY","04","Communications And Electronics Equipment","19","Other Support (Non-Tel)","39 ","4635","Comm & Elec Infrastructure Support","A","Weapon System Cost","39 ","Add","U",2015,"Total",31983,NA,NA,NA,NA,NA,0,NA,NA,NA
"784",2017,"1109N","Procurement, Marine Corps","","04","Communications And Electronics Equipment","99","Classified Programs","","9999999999","Classified Programs","","","","Add","U",2015,"Total",2498,NA,NA,NA,NA,NA,0,NA,NA,NA
"785",2017,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","01","Administrative Vehicles","40 ","5003","Commercial Passenger Vehicles","A","Weapon System Cost","40 ","Add","U",2015,"Total",329,NA,NA,NA,NA,NA,0,NA,NA,NA
"786",2017,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","01","Administrative Vehicles","41 ","5006","Commercial Cargo Vehicles","A","Weapon System Cost","41 ","Add","U",2015,"Total",13124,NA,NA,NA,NA,NA,0,NA,NA,NA
"787",2017,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","42 ","5045","5/4T Truck HMMWV (MYP)","A","Weapon System Cost","42 ","Add","U",2015,"Total",45804,NA,NA,NA,NA,NA,0,NA,NA,NA
"788",2017,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","43 ","5050","Motor Transport Modifications","A","Weapon System Cost","43 ","Add","U",2015,"Total",929,NA,NA,NA,NA,NA,0,NA,NA,NA
"789",2017,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","44 ","5088","Medium Tactical Vehicle Replacement","A","Weapon System Cost","44 ","Add","U",2015,"Total",574,NA,NA,NA,NA,NA,2,NA,NA,NA
"790",2017,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","45 ","5095","Joint Light Tactical Vehicle","A","Weapon System Cost","45 ","Add","U",2015,"Total",7425,NA,NA,NA,NA,NA,6,NA,NA,NA
"791",2017,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","02","Tactical Vehicles","46 ","5097","Family of Tactical Trailers","A","Weapon System Cost","46 ","Add","U",2015,"Total",10111,NA,NA,NA,NA,NA,0,NA,NA,NA
"792",2017,"1109N","Procurement, Marine Corps","NAVY","05","Support Vehicles","03","Other Support","47 ","5230","Items Less Than $5 Million","A","Weapon System Cost","47 ","Add","U",2015,"Total",4418,NA,NA,NA,NA,NA,0,NA,NA,NA
"793",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer and Other Equipment","48 ","6054","Environmental Control Equip Assort","A","Weapon System Cost","48 ","Add","U",2015,"Total",989,NA,NA,NA,NA,NA,0,NA,NA,NA
"794",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer and Other Equipment","49 ","6274","Bulk Liquid Equipment","A","Weapon System Cost","49 ","Add","U",2015,"Total",1160,NA,NA,NA,NA,NA,0,NA,NA,NA
"795",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer and Other Equipment","50 ","6277","Tactical Fuel Systems","A","Weapon System Cost","50 ","Add","U",2015,"Total",3313,NA,NA,NA,NA,NA,0,NA,NA,NA
"796",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer and Other Equipment","51 ","6366","Power Equipment Assorted","A","Weapon System Cost","51 ","Add","U",2015,"Total",8787,NA,NA,NA,NA,NA,0,NA,NA,NA
"797",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer and Other Equipment","52 ","6518","Amphibious Support Equipment","A","Weapon System Cost","52 ","Add","U",2015,"Total",4354,NA,NA,NA,NA,NA,0,NA,NA,NA
"798",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","01","Engineer and Other Equipment","53 ","6520","EOD Systems","A","Weapon System Cost","53 ","Add","U",2015,"Total",8079,NA,NA,NA,NA,NA,0,NA,NA,NA
"799",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","02","Materials Handling Equipment","54 ","6438","Physical Security Equipment","A","Weapon System Cost","54 ","Add","U",2015,"Total",10996,NA,NA,NA,NA,NA,0,NA,NA,NA
"800",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","02","Materials Handling Equipment","55 ","6441","Garrison Mobile Engineer Equipment (GMEE)","A","Weapon System Cost","55 ","Add","U",2015,"Total",2239,NA,NA,NA,NA,NA,0,NA,NA,NA
"801",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","02","Materials Handling Equipment","56 ","6462","Material Handling Equip","A","Weapon System Cost","56 ","Add","U",2015,"Total",11746,NA,NA,NA,NA,NA,0,NA,NA,NA
"802",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","02","Materials Handling Equipment","57 ","6468","First Destination Transportation","A","Weapon System Cost","57 ","Add","U",2015,"Total",108,NA,NA,NA,NA,NA,0,NA,NA,NA
"803",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","58 ","6532","Training Devices","A","Weapon System Cost","58 ","Add","U",2015,"Total",6069,NA,NA,NA,NA,NA,0,NA,NA,NA
"804",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","59 ","6543","Container Family","A","Weapon System Cost","59 ","Add","U",2015,"Total",1856,NA,NA,NA,NA,NA,0,NA,NA,NA
"805",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","60 ","6544","Family of Construction Equipment","A","Weapon System Cost","60 ","Add","U",2015,"Total",15905,NA,NA,NA,NA,NA,0,NA,NA,NA
"806",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","03","General Property","61 ","6545","Family of Internally Transportable Veh (ITV)","A","Weapon System Cost","61 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"807",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","04","Other Support","62 ","6670","Items Less Than $5 Million","A","Weapon System Cost","62 ","Add","U",2015,"Total",4663,NA,NA,NA,NA,NA,0,NA,NA,NA
"808",2017,"1109N","Procurement, Marine Corps","NAVY","06","Engineer and Other Equipment","04","Other Support","63 ","6693","Cancelled Account Adjustment (M)","A","Weapon System Cost","63 ","Add","U",2015,"Total",53,NA,NA,NA,NA,NA,0,NA,NA,NA
"809",2017,"1109N","Procurement, Marine Corps","NAVY","07","Spares and Repair Parts","01","Spares and Repair Parts","64 ","7000","Spares and Repair Parts","A","Weapon System Cost","64 ","Add","U",2015,"Total",16185,NA,NA,NA,NA,NA,0,NA,NA,NA
"810",2017,"3010F","Aircraft Procurement, Air Force","AF","01","Combat Aircraft","03","Tactical Forces","1  ","ATA000","F-35","A","Weapon System Cost","1  ","Add","U",2015,"Total",3965374,NA,NA,NA,NA,NA,28,NA,NA,NA
"811",2017,"3010F","Aircraft Procurement, Air Force","AF","01","Combat Aircraft","03","Tactical Forces","1  ","ATA000","F-35","B","Less: Advance Procurement (PY)","1  ","Add","U",2015,"Total",-339533,NA,NA,NA,NA,NA,0,NA,NA,NA
"812",2017,"3010F","Aircraft Procurement, Air Force","AF","01","Combat Aircraft","03","Tactical Forces","2  ","ATA000","F-35","C","Advance Procurement (CY)","2  ","Add","U",2015,"Total",418880,NA,NA,NA,NA,NA,0,NA,NA,NA
"813",2017,"3010F","Aircraft Procurement, Air Force","AF","01","Combat Aircraft","03","Tactical Forces","2  ","ATA000","F-35","C","C (FY 2015 for FY 2016) (M)","2  ","Non-Add","U",2015,"Total",418880,NA,NA,NA,NA,NA,0,NA,NA,NA
"814",2017,"3010F","Aircraft Procurement, Air Force","AF","01","Combat Aircraft","03","Tactical Forces","2  ","ATA000","F-35","C","C (FY 2016 for FY 2017) (M)","2  ","Non-Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"815",2017,"3010F","Aircraft Procurement, Air Force","AF","01","Combat Aircraft","03","Tactical Forces","2  ","ATA000","F-35","C","C (FY 2017 for FY 2018) (M)","2  ","Non-Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"816",2017,"3010F","Aircraft Procurement, Air Force","AF","02","Airlift Aircraft","02","Tactical Airlift","3  ","KC046A","KC-46A Tanker","A","Weapon System Cost","3  ","Add","U",2015,"Total",1573185,NA,NA,NA,NA,NA,7,NA,NA,NA
"817",2017,"3010F","Aircraft Procurement, Air Force","AF","02","Airlift Aircraft","03","Other Airlift","4  ","C130J0","C-130J","A","Weapon System Cost","4  ","Add","U",2015,"Total",650396,NA,NA,NA,NA,NA,8,NA,NA,NA
"818",2017,"3010F","Aircraft Procurement, Air Force","AF","02","Airlift Aircraft","03","Other Airlift","4  ","C130J0","C-130J","B","Less: Advance Procurement (PY)","4  ","Add","U",2015,"Total",-98000,NA,NA,NA,NA,NA,0,NA,NA,NA
"819",2017,"3010F","Aircraft Procurement, Air Force","AF","02","Airlift Aircraft","03","Other Airlift","5  ","C130J0","C-130J","C","Advance Procurement (CY)","5  ","Add","U",2015,"Total",140000,NA,NA,NA,NA,NA,0,NA,NA,NA
"820",2017,"3010F","Aircraft Procurement, Air Force","AF","02","Airlift Aircraft","03","Other Airlift","5  ","C130J0","C-130J","C","C (FY 2015 for FY 2016) (M)","5  ","Non-Add","U",2015,"Total",140000,NA,NA,NA,NA,NA,0,NA,NA,NA
"821",2017,"3010F","Aircraft Procurement, Air Force","AF","02","Airlift Aircraft","03","Other Airlift","5  ","C130J0","C-130J","C","C (FY 2016 for FY 2017) (M)","5  ","Non-Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"822",2017,"3010F","Aircraft Procurement, Air Force","AF","02","Airlift Aircraft","03","Other Airlift","6  ","C130JH","HC-130J","A","Weapon System Cost","6  ","Add","U",2015,"Total",388024,NA,NA,NA,NA,NA,4,NA,NA,NA
