"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","Classified","FiscalYear","Project.Title","BudgetMetric","OriginType","EnactedType","PBtotal","PBtype","EnactedTotal"
"1354",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRCRAFT MAINTENANCE FACILITIES","CORPUS CHRISTI","U","2013","Aircraft Component Maintenance Shop","AuthAmount","Total",NA,13200,NA,NA
"1355",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRCRAFT MAINTENANCE FACILITIES","CORPUS CHRISTI","U","2013","Aircraft Paint Shop","AuthAmount","Total",NA,24000,NA,NA
"1356",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT BLISS","U","2013","Multipurpose Machine Gun Range","AuthAmount","Total",NA,7200,NA,NA
"1357",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT HOOD, TEXAS","U","2013","Modified Record Fire Range","AuthAmount","Total",NA,4200,NA,NA
"1358",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT HOOD, TEXAS","U","2013","Training Aids Center","AuthAmount","Total",NA,25000,NA,NA
"1359",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT HOOD, TEXAS","U","2013","Unmanned Aerial Vehicle Complex","AuthAmount","Total",NA,22000,NA,NA
"1360",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","Joint Base San Antonio","U","2013","Barracks","AuthAmount","Total",NA,21000,NA,NA
"1361",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","MUSEUMS & MEMORIALS","ARLINGTON","U","2013","Cemetery Expansion Millennium Site","AuthAmount","Total",NA,84000,NA,NA
"1362",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","AIRFIELD OPERATIONAL BUILDINGS","FORT BELVOIR","U","2013","Secure Admin/Operations Facility","AuthAmount","Total",NA,94000,NA,NA
"1363",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEE","U","2013","Adv Individual Training Barracks Cplx, Ph2","AuthAmount","Total",NA,81000,NA,NA
"1364",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","IMPACT, MANEUVER, AND TRAINING AREAS","YAKIMA","U","2013","Convoy Live Fire Range","AuthAmount","Total",NA,5100,NA,NA
"1365",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","Joint Base Lewis-McChord","U","2013","Battalion Complex","AuthAmount","Total",NA,73000,NA,NA
"1366",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","SEWAGE & INDUSTRIAL WASTE TREATMENT & DISPOSAL","Joint Base Lewis-McChord","U","2013","Waste Water Treatment Plant","AuthAmount","Total",NA,91000,NA,NA
"1367",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","CAMP EDERLE","U","2013","Barracks","AuthAmount","Total",NA,36000,NA,NA
"1368",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","SIMULATION FACILITIES","VICENZA","U","2013","Simulations Center","AuthAmount","Total",NA,32000,NA,NA
"1369",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","COMMUNICATION BUILDINGS","OKINAWA","U","2013","Satellite Communications Facility","AuthAmount","Total",NA,78000,NA,NA
"1370",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","SAGAMI","U","2013","Vehicle Maintenance Shop","AuthAmount","Total",NA,18000,NA,NA
"1371",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","AIRFIELD OPERATIONAL BUILDINGS","CAMP HUMPHREYS","U","2013","Battalion Headquarters Complex","AuthAmount","Total",NA,45000,NA,NA
"1372",2013,"2050A","2050","A","Milcon, A","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Minor Construction FY 13","AuthAmount","Total",NA,0,NA,NA
"1373",2013,"2050A","2050","A","Milcon, A","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","HOST NATION SUPPORT (P&D)","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Host Nation Support FY 13","AuthAmount","Total",NA,0,NA,NA
"1374",2013,"2050A","2050","A","Milcon, A","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Planning and Design FY13","AuthAmount","Total",NA,0,NA,NA
"1375",2013,"051001A","051001","A","BRAC, A","ARMY","02","Base Closure II","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT IV","BASE REALIGNMENT & CLOSURE, ARMY","U","2013","Base Realignment & Closure","AuthAmount","Total",NA,79893,NA,NA
"1376",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","TRAINING RANGES","FORT MC CLELLAN","U","2013","Live Fire Shoot House","AuthAmount","Total",NA,5400,NA,NA
"1377",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","SEARCY","U","2013","Field Maintenance Shop","AuthAmount","Total",NA,6800,NA,NA
"1378",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT IRWIN","U","2013","Maneuver Area Training & Equipment Site Ph3","AuthAmount","Total",NA,25000,NA,NA
"1379",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","CT","CONNECTICUT","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","CAMP HARTELL","U","2013","Combined Support Maintenance Shop","AuthAmount","Total",NA,32000,NA,NA
"1380",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","DE","DELAWARE","TRAINING BUILDINGS","BETHANY BEACH","U","2013","Regional Training Institute Ph1","AuthAmount","Total",NA,5500,NA,NA
"1381",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING FACILITIES OTHER THAN BUILDINGS","CAMP BLANDING","U","2013","Combined Arms Collective Training Fac","AuthAmount","Total",NA,9000,NA,NA
"1382",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING BUILDINGS","MIRAMAR","U","2013","Readiness Center","AuthAmount","Total",NA,20000,NA,NA
"1383",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","AIRCRAFT MAINTENANCE FACILITIES","KAPOLEI","U","2013","Army Aviation Support Facility Ph1","AuthAmount","Total",NA,28000,NA,NA
"1384",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","ID","IDAHO","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","ORCHARD TRAINIG AREA","U","2013","ORTC(Barracks)Ph2","AuthAmount","Total",NA,40000,NA,NA
"1385",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","TRAINING BUILDINGS","SOUTH BEND","U","2013","Armed Forces Reserve Center Add/Alt","AuthAmount","Total",NA,21000,NA,NA
"1386",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","TERRE HAUTE","U","2013","Field Maintenance Shop","AuthAmount","Total",NA,9000,NA,NA
"1387",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","IA","IOWA","TRAINING RANGES","CAMP DODGE","U","2013","Urban Assault Course","AuthAmount","Total",NA,3000,NA,NA
"1388",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","AIRCRAFT MAINTENANCE FACILITIES","TOPEKA","U","2013","Taxiway, Ramp & Hangar Alterations","AuthAmount","Total",NA,9500,NA,NA
"1389",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","AIRCRAFT MAINTENANCE FACILITIES","FRANKFORT","U","2013","Army Aviation Support Facility","AuthAmount","Total",NA,32000,NA,NA
"1390",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","CAMP EDWARDS","U","2013","Unit Training Equipment Site","AuthAmount","Total",NA,22000,NA,NA
"1391",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","TRAINING RANGES","CAMP RIPLEY","U","2013","Scout Reconnaisance Range","AuthAmount","Total",NA,17000,NA,NA
"1392",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","TRAINING BUILDINGS","ST PAUL","U","2013","Readiness Center","AuthAmount","Total",NA,17000,NA,NA
"1393",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TRAINING BUILDINGS","FORT LEONARD WOOD","U","2013","Regional Training Institute","AuthAmount","Total",NA,18000,NA,NA
"1394",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TRAINING BUILDINGS","KANSAS CITY","U","2013","Readiness Center Add/Alt","AuthAmount","Total",NA,1900,NA,NA
"1395",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TRAINING BUILDINGS","MONETT","U","2013","Readiness Center Add/Alt","AuthAmount","Total",NA,820,NA,NA
"1396",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TRAINING BUILDINGS","PERRYVILLE","U","2013","Readiness Center Add/Alt","AuthAmount","Total",NA,700,NA,NA
"1397",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MT","MONTANA","TRAINING BUILDINGS","MILES CITY","U","2013","Readiness Center","AuthAmount","Total",NA,11000,NA,NA
"1398",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","TRAINING BUILDINGS","SEA GIRT","U","2013","Regional Training Institute","AuthAmount","Total",NA,34000,NA,NA
"1399",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","STORMVILLE","U","2013","Combined Support Maint Shop Ph1","AuthAmount","Total",NA,24000,NA,NA
"1400",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","OH","OHIO","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","CHILLICOTHE","U","2013","Field Maintenance Shop Add/Alt","AuthAmount","Total",NA,3100,NA,NA
"1401",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","OH","OHIO","TRAINING BUILDINGS","DELAWARE","U","2013","Readiness Center","AuthAmount","Total",NA,12000,NA,NA
"1402",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","TRAINING BUILDINGS","CAMP GRUBER","U","2013","Operations Readiness Training Complex","AuthAmount","Total",NA,25000,NA,NA
"1403",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","CAMP WILLIAMS","U","2013","BEQ Facility (Regional Training Institute)","AuthAmount","Total",NA,15000,NA,NA
"1404",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","CAMP WILLIAMS","U","2013","Regional Training Institute Ph2","AuthAmount","Total",NA,21000,NA,NA
"1405",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","TRAINING BUILDINGS","FORT LEWIS","U","2013","Readiness Center","AuthAmount","Total",NA,35000,NA,NA
"1406",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","WV","WEST VIRGINIA","TRAINING BUILDINGS","LOGAN","U","2013","Readiness Center","AuthAmount","Total",NA,14200,NA,NA
"1407",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","WAUSAU","U","2013","Field Maintenance Shop","AuthAmount","Total",NA,10000,NA,NA
"1408",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","GU","GUAM","TRAINING BUILDINGS","BARRIGADA","U","2013","JFHQ Ph4","AuthAmount","Total",NA,8500,NA,NA
"1409",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","TRAINING BUILDINGS","CAMP SANTIAGO","U","2013","Readiness Center","AuthAmount","Total",NA,3800,NA,NA
"1410",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","AIRFIELD OPERATIONAL BUILDINGS","CEIBA","U","2013","Refill Station Building","AuthAmount","Total",NA,2200,NA,NA
"1411",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","TRAINING BUILDINGS","GUAYNABO","U","2013","Readiness Center (JFHQ)","AuthAmount","Total",NA,15000,NA,NA
"1412",2013,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","TRAINING BUILDINGS","GURABO","U","2013","Readiness Center","AuthAmount","Total",NA,14700,NA,NA
"1413",2013,"2085A","2085","A","MCon,Army NG","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Unspecified Minor Construction","AuthAmount","Total",NA,0,NA,NA
"1414",2013,"2085A","2085","A","MCon,Army NG","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Planning and Design","AuthAmount","Total",NA,0,NA,NA
"1415",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING BUILDINGS","FORT HUNTER LIGGETT","U","2013","ORTC","AuthAmount","Total",NA,64000,NA,NA
"1416",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT HUNTER LIGGETT","U","2013","UPH Barracks","AuthAmount","Total",NA,4300,NA,NA
"1417",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING BUILDINGS","TUSTIN","U","2013","Army Reserve Center","AuthAmount","Total",NA,27000,NA,NA
"1418",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","TRAINING BUILDINGS","FORT SHERIDAN","U","2013","Army Reserve Center","AuthAmount","Total",NA,28000,NA,NA
"1419",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","TRAINING BUILDINGS","ABERDEEN PROVING GROUND","U","2013","Army Reserve Center","AuthAmount","Total",NA,21000,NA,NA
"1420",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","TRAINING BUILDINGS","BALTIMORE","U","2013","Add/Alt Army Reserve Center","AuthAmount","Total",NA,10000,NA,NA
"1421",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","TRAINING RANGES","DEVENS RESERVE FORCES TRAINING AREA","U","2013","Automatic Record Fire Range","AuthAmount","Total",NA,4800,NA,NA
"1422",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","TRAINING RANGES","DEVENS RESERVE FORCES TRAINING AREA","U","2013","Combat Pistol/MP Firearms Qualification","AuthAmount","Total",NA,3700,NA,NA
"1423",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","NV","NEVADA","TRAINING BUILDINGS","LAS VEGAS","U","2013","Army Reserve Center/AMSA","AuthAmount","Total",NA,21000,NA,NA
"1424",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","TRAINING RANGES","Joint Base McGuire-Dix-Lakehurst","U","2013","Automated Infantry Squad Battle Course","AuthAmount","Total",NA,7400,NA,NA
"1425",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","TRAINING BUILDINGS","Joint Base Lewis-McChord","U","2013","Army Reserve Center","AuthAmount","Total",NA,40000,NA,NA
"1426",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","INSTALL & ORG COVERED STORAGE","FORT MCCOY","U","2013","Central Issue Facility","AuthAmount","Total",NA,12200,NA,NA
"1427",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","UNACCOM PERSONNEL HOUSING MESS FAC","FORT MCCOY","U","2013","Dining Facility","AuthAmount","Total",NA,8600,NA,NA
"1428",2013,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT MCCOY","U","2013","ECS Tactical Equip. Maint. Facilty (TEMF)","AuthAmount","Total",NA,27000,NA,NA
"1429",2013,"2086A","2086","A","MCon,A Res","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Unspecified Minor Construction","AuthAmount","Total",NA,0,NA,NA
"1430",2013,"2086A","2086","A","MCon,A Res","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Planning and Design","AuthAmount","Total",NA,0,NA,NA
"1431",2013,"0720A","0720","A","Fam Hsg Const,A","ARMY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","FAM HSG DEWELLINGS","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Family Housing P&D","AuthAmount","Total",NA,0,NA,NA
"1432",2013,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH UTILITIES ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Utilities Account","AuthAmount","Total",NA,0,NA,NA
"1433",2013,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","06","OPERATING EXPENSES","ZU","WORLDWIDE UNSPECIFIED","FH SERVICES ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Services Account","AuthAmount","Total",NA,0,NA,NA
"1434",2013,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","06","OPERATING EXPENSES","ZU","WORLDWIDE UNSPECIFIED","FH MANAGEMENT ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Management Account","AuthAmount","Total",NA,0,NA,NA
"1435",2013,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","06","OPERATING EXPENSES","ZU","WORLDWIDE UNSPECIFIED","FH MISCELLANEOUS ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Miscellaneous Account","AuthAmount","Total",NA,0,NA,NA
"1436",2013,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","06","OPERATING EXPENSES","ZU","WORLDWIDE UNSPECIFIED","FH FURNISHINGS ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Furnishings Account","AuthAmount","Total",NA,0,NA,NA
"1437",2013,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH LEASING ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Leasing","AuthAmount","Total",NA,0,NA,NA
"1438",2013,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","08","MAINTENANCE OF REAL PROPE","ZU","WORLDWIDE UNSPECIFIED","FH MAINTENANCE OF REAL PROPERTY","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Maintenance of Real Property","AuthAmount","Total",NA,0,NA,NA
"1439",2013,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","12","HOUSING PVT  SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH PRIVATIZATION SUPPORT","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","Privatization Support Costs","AuthAmount","Total",NA,0,NA,NA
"1440",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-121: FORT GILLEM, GA","AuthAmount","Total",NA,4976,NA,NA
"1441",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-222: FORT MCPHERSON, GA","AuthAmount","Total",NA,6772,NA,NA
"1442",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","PROGRAM MANAGEMENT VARIOUS LOCATIONS","AuthAmount","Total",NA,20453,NA,NA
"1443",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-223: FORT MONMOUTH, NJ","AuthAmount","Total",NA,9989,NA,NA
"1444",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-36: RED RIVER ARMY DEPOT","AuthAmount","Total",NA,1385,NA,NA
"1445",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-113: FORT MONROE, VA","AuthAmount","Total",NA,12184,NA,NA
"1446",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-236: RC TRANSFORMATION IN CT","AuthAmount","Total",NA,557,NA,NA
"1447",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-242: RC TRANSFORMATION IN NY","AuthAmount","Total",NA,172,NA,NA
"1448",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-253: RC TRANSFORMATION IN PA","AuthAmount","Total",NA,100,NA,NA
"1449",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-212: USAR CMD & CNTRL - NEW ENGLAND","AuthAmount","Total",NA,222,NA,NA
"1450",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","USA-167: USAR COMMAND AND CONTROL - NE","AuthAmount","Total",NA,175,NA,NA
"1451",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","IND-112: RIVER BANK ARMY AMMO PLANT, CA","AuthAmount","Total",NA,22431,NA,NA
"1452",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","IND-119: NEWPORT CHEMICAL DEPOT, IN","AuthAmount","Total",NA,197,NA,NA
"1453",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","IND-106: KANSAS ARMY AMMUNITION PLANT, KS","AuthAmount","Total",NA,7280,NA,NA
"1454",2013,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","U","2013","IND-110: MISSISSIPPI ARMY AMMO PLANT, MS","AuthAmount","Total",NA,160,NA,NA
