"","FY","VendorSize","Place","Area","CrisisFunding","Amount","Actions"
"402",2006,"Medium","Iraq","Products","Disaster",0.000196797976697633,1
"403",2006,"Medium","Iraq","Products","Residual",0.194120223226136,164
"404",2006,"Medium","Iraq","Services","Disaster",0,1
"405",2006,"Medium","Iraq","Services","Residual",2.11897529558454,634
"406",2006,"Medium","Iraq","R&D","Residual",0.02843436534819,19
"407",2006,"Medium","Regional Support","Products","Disaster",0.000221816663220498,1
"408",2006,"Medium","Regional Support","Products","Residual",0.326671574552354,2481
"409",2006,"Medium","Regional Support","Services","Disaster",1.80296940835751e-05,1
"410",2006,"Medium","Regional Support","Services","Residual",1.23049613093686,2446
"411",2006,"Medium","Regional Support","R&D","Residual",0.00223484536428816,37
"412",2006,"Medium","Rest of World","Products","Disaster",0.00056352531999459,15
"413",2006,"Medium","Rest of World","Products","Residual",7.7603955727975,44673
"414",2006,"Medium","Rest of World","Services","Disaster",0.010557270740154,45
"415",2006,"Medium","Rest of World","Services","Residual",6.3076614088182,40552
"416",2006,"Medium","Rest of World","R&D","Residual",0.313067304870255,745
"417",2006,"Small","Afghanistan","Products","Residual",0.00270458240673678,60
"418",2006,"Small","Afghanistan","Services","Disaster",0.00141215540110242,1
"419",2006,"Small","Afghanistan","Services","Residual",0.0515290617070887,33
"420",2006,"Small","Afghanistan","R&D","Residual",0.000153849680369334,10
"421",2006,"Small","Domestic","Products","Disaster",0.939171905078388,2981
"422",2006,"Small","Domestic","Products","Residual",29.4606735651846,2844980
"423",2006,"Small","Domestic","Services","Disaster",2.78769355843007,7303
"424",2006,"Small","Domestic","Services","Residual",48.1615658433321,1130832
"425",2006,"Small","Domestic","R&D","Disaster",0.147043237682039,217
"426",2006,"Small","Domestic","R&D","Residual",6.13499376580756,32434
"427",2006,"Small","Iraq","Products","Residual",0.0335101511304715,70
"428",2006,"Small","Iraq","Services","Disaster",0.000348508185030401,1
"429",2006,"Small","Iraq","Services","Residual",0.876199369572876,280
"430",2006,"Small","Iraq","R&D","Residual",0.00480996693021542,5
"431",2006,"Small","Regional Support","Products","Residual",0.00522901185882682,144
"432",2006,"Small","Regional Support","Services","Residual",0.0377769093035921,124
"433",2006,"Small","Regional Support","R&D","Residual",0.000937930504429417,18
"434",2006,"Small","Rest of World","Products","Disaster",3.64749385475276e-05,5
"435",2006,"Small","Rest of World","Products","Residual",0.210540976577762,3311
"436",2006,"Small","Rest of World","Services","Disaster",0.000253254729178402,7
"437",2006,"Small","Rest of World","Services","Residual",0.244517546554886,2075
"438",2006,"Small","Rest of World","R&D","Residual",0.014148675678782,125
"439",2007,"Big Five","Afghanistan","Products","Residual",1.30355481621173,13249
"440",2007,"Big Five","Afghanistan","Services","Residual",0.38637306361839,317
"441",2007,"Big Five","Afghanistan","R&D","Residual",0.000163389862834435,9
"442",2007,"Big Five","Domestic","Products","Disaster",0.734631920292379,121
"443",2007,"Big Five","Domestic","Products","Residual",68.64483668566,73684
"444",2007,"Big Five","Domestic","Services","Disaster",0.1403389864748,104
"445",2007,"Big Five","Domestic","Services","Residual",27.6900619135386,341274
"446",2007,"Big Five","Domestic","R&D","Disaster",0.0039731041537697,15
"447",2007,"Big Five","Domestic","R&D","Residual",31.3315970108408,9345
"448",2007,"Big Five","Iraq","Products","Residual",5.51169426179957,28275
"449",2007,"Big Five","Iraq","Services","Disaster",-1.33914839721714e-05,1
"450",2007,"Big Five","Iraq","Services","Residual",0.384540256380626,804
"451",2007,"Big Five","Iraq","R&D","Residual",0.0218114808739461,29
"452",2007,"Big Five","Regional Support","Products","Residual",0.0417864314990689,4736
"453",2007,"Big Five","Regional Support","Services","Residual",0.167261496211495,822
"454",2007,"Big Five","Regional Support","R&D","Residual",-0.00387295360196024,2
"455",2007,"Big Five","Rest of World","Products","Disaster",4.76177207549128e-05,5
"456",2007,"Big Five","Rest of World","Products","Residual",0.507971689615216,153500
"457",2007,"Big Five","Rest of World","Services","Disaster",0.0230225955969743,28
"458",2007,"Big Five","Rest of World","Services","Residual",1.52510655030336,16486
"459",2007,"Big Five","Rest of World","R&D","Residual",0.304401108426313,321
"460",2007,"Large","Afghanistan","Products","Residual",0.0506346480501834,24
"461",2007,"Large","Afghanistan","Services","Disaster",0.00974551487700828,1
"462",2007,"Large","Afghanistan","Services","Residual",1.6376228841189,350
"463",2007,"Large","Afghanistan","R&D","Residual",0,1
"464",2007,"Large","Domestic","Products","Disaster",0.572632751778905,407
"465",2007,"Large","Domestic","Products","Residual",64.6372058816646,601210
"466",2007,"Large","Domestic","Services","Disaster",0.500224975062575,929
"467",2007,"Large","Domestic","Services","Residual",68.7152485285902,184424
"468",2007,"Large","Domestic","R&D","Disaster",0.00691174593211575,50
"469",2007,"Large","Domestic","R&D","Residual",21.0647209042574,16020
"470",2007,"Large","Iraq","Products","Residual",0.00418628153806692,29
"471",2007,"Large","Iraq","Services","Disaster",1.2919113133427e-05,3
"472",2007,"Large","Iraq","Services","Residual",6.28610148995038,724
"473",2007,"Large","Iraq","R&D","Residual",0.0836436457185552,9
"474",2007,"Large","Regional Support","Products","Disaster",2.80395660978958e-05,1
"475",2007,"Large","Regional Support","Products","Residual",3.02145691570875,4381
"476",2007,"Large","Regional Support","Services","Disaster",-0.00624725683103926,1
"477",2007,"Large","Regional Support","Services","Residual",1.13207465301005,535
"478",2007,"Large","Regional Support","R&D","Residual",0.018941848322634,62
"479",2007,"Large","Rest of World","Products","Disaster",0.0190047364036977,7
"480",2007,"Large","Rest of World","Products","Residual",3.70776675083524,4463
"481",2007,"Large","Rest of World","Services","Disaster",0.0012245611842015,7
"482",2007,"Large","Rest of World","Services","Residual",2.60996881270403,14025
"483",2007,"Large","Rest of World","R&D","Residual",0.236449544081482,191
"484",2007,"Medium","Afghanistan","Products","Residual",0.264529222102466,124
"485",2007,"Medium","Afghanistan","Services","Disaster",2.03291440334393e-05,1
"486",2007,"Medium","Afghanistan","Services","Residual",1.0191332414501,631
"487",2007,"Medium","Afghanistan","R&D","Residual",0.000123571982109303,5
"488",2007,"Medium","Domestic","Products","Disaster",0.133273453887393,1513
"489",2007,"Medium","Domestic","Products","Residual",35.6590109923728,1944680
"490",2007,"Medium","Domestic","Services","Disaster",1.1704828822878,1632
"491",2007,"Medium","Domestic","Services","Residual",62.458291054796,808043
"492",2007,"Medium","Domestic","R&D","Disaster",0.00503029210118234,46
"493",2007,"Medium","Domestic","R&D","Residual",11.6100393419406,23424
"494",2007,"Medium","Iraq","Products","Residual",0.59061694790864,213
"495",2007,"Medium","Iraq","Services","Disaster",0.0105058943436473,2
"496",2007,"Medium","Iraq","Services","Residual",3.05290533383781,717
"497",2007,"Medium","Iraq","R&D","Residual",0.00230251461124121,13
"498",2007,"Medium","Regional Support","Products","Disaster",3.78630450939202e-05,6
"499",2007,"Medium","Regional Support","Products","Residual",0.610609455198053,3034
"500",2007,"Medium","Regional Support","Services","Disaster",0.0046646705420406,6
"501",2007,"Medium","Regional Support","Services","Residual",1.4151430534788,3760
"502",2007,"Medium","Regional Support","R&D","Disaster",0,1
"503",2007,"Medium","Regional Support","R&D","Residual",0.0049838757389389,41
"504",2007,"Medium","Rest of World","Products","Disaster",0.0091981200340002,1161
"505",2007,"Medium","Rest of World","Products","Residual",4.64514236678724,101331
"506",2007,"Medium","Rest of World","Services","Disaster",0.0116333408815212,53
"507",2007,"Medium","Rest of World","Services","Residual",7.19044416991833,43583
"508",2007,"Medium","Rest of World","R&D","Disaster",-0.000119953529762028,1
"509",2007,"Medium","Rest of World","R&D","Residual",0.301391094155474,635
"510",2007,"Small","Afghanistan","Products","Residual",0.053757428358258,107
"511",2007,"Small","Afghanistan","Services","Residual",0.136325389110405,113
"512",2007,"Small","Afghanistan","R&D","Residual",0.00242170168721451,4
"513",2007,"Small","Domestic","Products","Disaster",0.148990067185843,3025
"514",2007,"Small","Domestic","Products","Residual",32.2237017414713,2476799
"515",2007,"Small","Domestic","Services","Disaster",0.812815994945416,5230
"516",2007,"Small","Domestic","Services","Residual",52.2669384213945,2080191
"517",2007,"Small","Domestic","R&D","Disaster",0.0239300088803539,165
"518",2007,"Small","Domestic","R&D","Residual",6.56508879635098,33589
"519",2007,"Small","Iraq","Products","Residual",0.0350447819484786,90
"520",2007,"Small","Iraq","Services","Residual",0.412278500642401,502
"521",2007,"Small","Iraq","R&D","Residual",0.0185961174673595,13
"522",2007,"Small","Regional Support","Products","Residual",0.013638981196858,268
"523",2007,"Small","Regional Support","Services","Residual",0.091903677533442,165
"524",2007,"Small","Regional Support","R&D","Residual",0.000540227801960585,17
"525",2007,"Small","Rest of World","Products","Disaster",0.00108601657127579,16
"526",2007,"Small","Rest of World","Products","Residual",0.339850474114311,9242
"527",2007,"Small","Rest of World","Services","Disaster",0.000621515656456856,8
"528",2007,"Small","Rest of World","Services","Residual",0.422700693484991,5605
"529",2007,"Small","Rest of World","R&D","Residual",0.00716089355630718,118
"530",2008,"Big Five","Afghanistan","Products","Residual",1.58768888799837,13491
"531",2008,"Big Five","Afghanistan","Services","Residual",0.525799082136086,463
"532",2008,"Big Five","Afghanistan","R&D","Residual",0.000486397531226661,4
"533",2008,"Big Five","Domestic","Products","Disaster",0.329085550017926,102
"534",2008,"Big Five","Domestic","Products","Residual",72.8761371361405,86177
"535",2008,"Big Five","Domestic","Services","Disaster",0.054880805326662,147
"536",2008,"Big Five","Domestic","Services","Residual",28.1702151449689,83029
"537",2008,"Big Five","Domestic","R&D","Disaster",0.0152996395514681,10
"538",2008,"Big Five","Domestic","R&D","Residual",30.3452846770727,10010
"539",2008,"Big Five","Iraq","Products","Residual",6.7893042353327,24591
"540",2008,"Big Five","Iraq","Services","Residual",0.588929238080113,903
"541",2008,"Big Five","Iraq","R&D","Residual",0.0844901709259705,24
"542",2008,"Big Five","Regional Support","Products","Residual",0.017347859659709,7693
"543",2008,"Big Five","Regional Support","Services","Disaster",4.67332024206184e-05,1
"544",2008,"Big Five","Regional Support","Services","Residual",0.16398279741336,943
"545",2008,"Big Five","Regional Support","R&D","Residual",0.0353974228369827,2
"546",2008,"Big Five","Rest of World","Products","Disaster",3.87642635015299e-05,7
"547",2008,"Big Five","Rest of World","Products","Residual",0.512364669694317,148981
"548",2008,"Big Five","Rest of World","Services","Disaster",0.000399418415737038,16
"549",2008,"Big Five","Rest of World","Services","Residual",2.05216694062497,18663
"550",2008,"Big Five","Rest of World","R&D","Disaster",1.22362777450611e-05,2
"551",2008,"Big Five","Rest of World","R&D","Residual",0.0688679272649556,682
"552",2008,"Large","Afghanistan","Products","Residual",0.0606442499666595,22
"553",2008,"Large","Afghanistan","Services","Residual",2.77626480534922,415
"554",2008,"Large","Afghanistan","R&D","Residual",0,2
"555",2008,"Large","Domestic","Products","Disaster",0.10276928579699,306
"556",2008,"Large","Domestic","Products","Residual",83.354322002744,634949
"557",2008,"Large","Domestic","Services","Disaster",0.4295190987005,722
"558",2008,"Large","Domestic","Services","Residual",74.057277423024,192569
"559",2008,"Large","Domestic","R&D","Disaster",0.0104587857040766,31
"560",2008,"Large","Domestic","R&D","Residual",20.5377056399491,16843
"561",2008,"Large","Iraq","Products","Residual",0.0476957216622265,18
"562",2008,"Large","Iraq","Services","Disaster",-3.08648188540481e-05,1
"563",2008,"Large","Iraq","Services","Residual",7.61581237515927,936
"564",2008,"Large","Iraq","R&D","Residual",-0.00368610585134712,14
"565",2008,"Large","Regional Support","Products","Residual",3.81050848566767,9782
"566",2008,"Large","Regional Support","Services","Disaster",-9.41643286891682e-05,1
"567",2008,"Large","Regional Support","Services","Residual",1.00540074703121,442
"568",2008,"Large","Regional Support","R&D","Residual",0.104210142465323,34
"569",2008,"Large","Rest of World","Products","Disaster",8.38506865752184e-05,13
"570",2008,"Large","Rest of World","Products","Residual",5.0469445821845,4206
"571",2008,"Large","Rest of World","Services","Disaster",0.000702960931732945,8
"572",2008,"Large","Rest of World","Services","Residual",2.50257563958226,12926
"573",2008,"Large","Rest of World","R&D","Residual",0.340140181820285,198
"574",2008,"Medium","Afghanistan","Products","Residual",1.62859188294591,155
"575",2008,"Medium","Afghanistan","Services","Disaster",0.00112661851711458,2
"576",2008,"Medium","Afghanistan","Services","Residual",1.58841643020451,666
"577",2008,"Medium","Afghanistan","R&D","Residual",-0.0111696220061832,5
"578",2008,"Medium","Domestic","Products","Disaster",0.0916981495291408,2840
"579",2008,"Medium","Domestic","Products","Residual",36.2881622942697,2138028
"580",2008,"Medium","Domestic","Services","Disaster",0.711385798152121,1691
"581",2008,"Medium","Domestic","Services","Residual",85.5432412846573,566265
"582",2008,"Medium","Domestic","R&D","Disaster",0.00927441494780329,49
"583",2008,"Medium","Domestic","R&D","Residual",11.7162897296489,22771
"584",2008,"Medium","Iraq","Products","Disaster",7.79547703670516e-05,2
"585",2008,"Medium","Iraq","Products","Residual",0.573141161917292,153
"586",2008,"Medium","Iraq","Services","Disaster",0,1
"587",2008,"Medium","Iraq","Services","Residual",1.74418855452813,688
"588",2008,"Medium","Iraq","R&D","Residual",0.130740455726149,18
"589",2008,"Medium","Regional Support","Products","Disaster",9.41176441198538e-05,3
"590",2008,"Medium","Regional Support","Products","Residual",0.44419414296668,3139
"591",2008,"Medium","Regional Support","Services","Disaster",5.27702437052257e-06,3
"592",2008,"Medium","Regional Support","Services","Residual",1.11433505565226,3517
"593",2008,"Medium","Regional Support","R&D","Residual",0.0243433013142231,63
"594",2008,"Medium","Rest of World","Products","Disaster",0.0913897659204292,50
"595",2008,"Medium","Rest of World","Products","Residual",4.12407400315678,110865
"596",2008,"Medium","Rest of World","Services","Disaster",0.00706753140166276,56
"597",2008,"Medium","Rest of World","Services","Residual",6.64981953044572,43820
"598",2008,"Medium","Rest of World","R&D","Disaster",8.00191847966077e-05,2
"599",2008,"Medium","Rest of World","R&D","Residual",0.271343126765574,753
"600",2008,"Small","Afghanistan","Products","Residual",0.0393818684198874,85
"601",2008,"Small","Afghanistan","Services","Residual",0.0324522419827075,109
"602",2008,"Small","Afghanistan","R&D","Disaster",0.000180852823260216,1
"603",2008,"Small","Afghanistan","R&D","Residual",0.00480712332186662,15
"604",2008,"Small","Domestic","Products","Disaster",0.14529570558051,2556
"605",2008,"Small","Domestic","Products","Residual",33.8580313711202,2474588
"606",2008,"Small","Domestic","Services","Disaster",0.581375559439555,5180
"607",2008,"Small","Domestic","Services","Residual",57.1547422013311,1546927
"608",2008,"Small","Domestic","R&D","Disaster",0.0113813926906207,132
"609",2008,"Small","Domestic","R&D","Residual",6.10980039507696,33526
"610",2008,"Small","Iraq","Products","Residual",0.0600833225312631,55
"611",2008,"Small","Iraq","Services","Disaster",0.0021934749506418,1
"612",2008,"Small","Iraq","Services","Residual",0.355384221621247,396
"613",2008,"Small","Iraq","R&D","Residual",0.0346308806877591,26
"614",2008,"Small","Regional Support","Products","Disaster",7.85660509573987e-05,3
"615",2008,"Small","Regional Support","Products","Residual",0.0314025034683519,518
"616",2008,"Small","Regional Support","Services","Disaster",0.000161273584022491,1
"617",2008,"Small","Regional Support","Services","Residual",0.0752053331916201,252
"618",2008,"Small","Regional Support","R&D","Residual",0.00130887462572324,10
"619",2008,"Small","Rest of World","Products","Disaster",0.000864626225404306,21
"620",2008,"Small","Rest of World","Products","Residual",0.376523633943045,8299
"621",2008,"Small","Rest of World","Services","Disaster",0.000213722716399512,9
"622",2008,"Small","Rest of World","Services","Residual",0.585908645646879,5442
"623",2008,"Small","Rest of World","R&D","Disaster",7.59546092441305e-05,1
"624",2008,"Small","Rest of World","R&D","Residual",0.0245895885886145,259
"625",2009,"Big Five","Afghanistan","Products","Disaster",0.00168397096344147,20
"626",2009,"Big Five","Afghanistan","Products","Residual",1.44859264459489,10991
"627",2009,"Big Five","Afghanistan","Services","Disaster",0.000137315519970999,1
"628",2009,"Big Five","Afghanistan","Services","Residual",1.27994210837646,4102
"629",2009,"Big Five","Afghanistan","R&D","Residual",0.275569275955341,38
"630",2009,"Big Five","Domestic","Products","ARRA",0.00116133547246001,3
"631",2009,"Big Five","Domestic","Products","Disaster",0.439427663245013,132
"632",2009,"Big Five","Domestic","Products","Residual",70.7531249113807,74285
"633",2009,"Big Five","Domestic","Services","ARRA",0.0749641277439781,24
"634",2009,"Big Five","Domestic","Services","Disaster",0.0593386628378515,102
"635",2009,"Big Five","Domestic","Services","Residual",30.5577858682384,37558
"636",2009,"Big Five","Domestic","R&D","ARRA",0.365184797745273,27
"637",2009,"Big Five","Domestic","R&D","Disaster",0.00383621574371923,11
"638",2009,"Big Five","Domestic","R&D","Residual",31.4815091920402,10057
"639",2009,"Big Five","Iraq","Products","Disaster",2.87148751488154e-05,2
"640",2009,"Big Five","Iraq","Products","Residual",0.985825724454903,7003
"641",2009,"Big Five","Iraq","Services","Disaster",0.00143147559969767,1
"642",2009,"Big Five","Iraq","Services","Residual",1.20147155208148,4236
"643",2009,"Big Five","Iraq","R&D","Residual",0.170788839351203,151
"644",2009,"Big Five","Regional Support","Products","Residual",0.0329950505504201,8384
"645",2009,"Big Five","Regional Support","Services","Residual",0.148330904426284,1173
"646",2009,"Big Five","Regional Support","R&D","Residual",0.0753873736869137,9
"647",2009,"Big Five","Rest of World","Products","Disaster",0.000271336607889094,12
"648",2009,"Big Five","Rest of World","Products","Residual",0.758165029192948,144621
"649",2009,"Big Five","Rest of World","Services","Disaster",0.000854447617297781,24
"650",2009,"Big Five","Rest of World","Services","Residual",1.79375908872698,23340
"651",2009,"Big Five","Rest of World","R&D","Disaster",1.20279767392197e-05,1
"652",2009,"Big Five","Rest of World","R&D","Residual",0.102087967356302,903
"653",2009,"Large","Afghanistan","Products","Residual",0.172062968599439,446
"654",2009,"Large","Afghanistan","Services","Disaster",0,1
"655",2009,"Large","Afghanistan","Services","Residual",2.42670754498389,471
"656",2009,"Large","Domestic","Products","ARRA",0.39163869938545,16213
"657",2009,"Large","Domestic","Products","Disaster",0.0232669029063363,349
"658",2009,"Large","Domestic","Products","Residual",76.3567190626598,531185
"659",2009,"Large","Domestic","Services","ARRA",5.80068316672756,415
"660",2009,"Large","Domestic","Services","Disaster",0.344652674407482,560
"661",2009,"Large","Domestic","Services","Residual",81.3565160519867,180546
"662",2009,"Large","Domestic","R&D","ARRA",1.80466215035406,238
"663",2009,"Large","Domestic","R&D","Disaster",0.0163026526795678,41
"664",2009,"Large","Domestic","R&D","Residual",20.6792374880845,16734
"665",2009,"Large","Iraq","Products","Residual",0.0212448527276233,311
"666",2009,"Large","Iraq","Services","Residual",6.08533302858372,875
"667",2009,"Large","Iraq","R&D","Residual",0.0527401496783613,23
"668",2009,"Large","Regional Support","Products","Disaster",0.000474729404400057,2
"669",2009,"Large","Regional Support","Products","Residual",5.93433512309881,24282
"670",2009,"Large","Regional Support","Services","Residual",1.21768543409757,579
"671",2009,"Large","Regional Support","R&D","Residual",0.0238173486096282,18
"672",2009,"Large","Rest of World","Products","Disaster",0.00219513338750007,14
"673",2009,"Large","Rest of World","Products","Residual",5.86982488947018,4421
"674",2009,"Large","Rest of World","Services","Disaster",0.172383617463983,33
"675",2009,"Large","Rest of World","Services","Residual",3.69319129025811,14811
"676",2009,"Large","Rest of World","R&D","Disaster",0,1
"677",2009,"Large","Rest of World","R&D","Residual",0.574293125925036,180
"678",2009,"Medium","Afghanistan","Products","Disaster",2.75294399941858e-06,1
"679",2009,"Medium","Afghanistan","Products","Residual",0.699890563833357,2191
"680",2009,"Medium","Afghanistan","Services","Disaster",0.000552247199883365,1
"681",2009,"Medium","Afghanistan","Services","Residual",2.64901075360027,1042
"682",2009,"Medium","Afghanistan","R&D","Residual",0.0421538032226498,11
"683",2009,"Medium","Domestic","Products","ARRA",0.328546114000636,429
"684",2009,"Medium","Domestic","Products","Disaster",0.0465641244384553,515
"685",2009,"Medium","Domestic","Products","Residual",35.1891555856235,1611801
"686",2009,"Medium","Domestic","Services","ARRA",4.64226015820681,2079
"687",2009,"Medium","Domestic","Services","Disaster",0.417641544705093,1498
"688",2009,"Medium","Domestic","Services","Residual",58.9200372497437,329794
"689",2009,"Medium","Domestic","R&D","ARRA",0.153062176692985,65
"690",2009,"Medium","Domestic","R&D","Disaster",0.00705155751499471,41
"691",2009,"Medium","Domestic","R&D","Residual",13.9334266850613,22855
"692",2009,"Medium","Iraq","Products","Residual",1.5016101751048,1556
"693",2009,"Medium","Iraq","Services","Residual",1.84504250310872,978
"694",2009,"Medium","Iraq","R&D","Residual",0.19737430628332,35
"695",2009,"Medium","Regional Support","Products","Disaster",0.000173464515522564,5
"696",2009,"Medium","Regional Support","Products","Residual",0.74489448171336,3642
"697",2009,"Medium","Regional Support","Services","Disaster",-2.43643492106942e-05,5
"698",2009,"Medium","Regional Support","Services","Residual",1.29847593303795,3328
"699",2009,"Medium","Regional Support","R&D","Residual",0.0228832787437437,39
"700",2009,"Medium","Rest of World","Products","ARRA",0.00307729276575008,2
"701",2009,"Medium","Rest of World","Products","Disaster",0.000573310504779237,32
"702",2009,"Medium","Rest of World","Products","Residual",4.23694785746462,118611
"703",2009,"Medium","Rest of World","Services","Disaster",0.0038011449277396,38
"704",2009,"Medium","Rest of World","Services","Residual",7.58192886316994,46584
"705",2009,"Medium","Rest of World","R&D","Disaster",-5.52799999883249e-07,1
"706",2009,"Medium","Rest of World","R&D","Residual",0.283043808378527,814
"707",2009,"Small","Afghanistan","Products","Disaster",0.00158223521566583,2
"708",2009,"Small","Afghanistan","Products","Residual",0.274662072235566,2513
"709",2009,"Small","Afghanistan","Services","Disaster",5.52711551883267e-05,1
"710",2009,"Small","Afghanistan","Services","Residual",0.338074453885563,813
"711",2009,"Small","Afghanistan","R&D","Residual",0.04595397309223,25
"712",2009,"Small","Domestic","Products","ARRA",0.352767967359553,1709
"713",2009,"Small","Domestic","Products","Disaster",0.0724862381649555,1891
"714",2009,"Small","Domestic","Products","Residual",32.3802610275276,1672242
"715",2009,"Small","Domestic","Services","ARRA",4.39824199323795,5963
"716",2009,"Small","Domestic","Services","Disaster",0.425178385072126,3538
"717",2009,"Small","Domestic","Services","Residual",60.3641632791107,541816
"718",2009,"Small","Domestic","R&D","ARRA",0.072783354092816,139
"719",2009,"Small","Domestic","R&D","Disaster",0.00834635423446989,114
"720",2009,"Small","Domestic","R&D","Residual",6.41609509651817,31885
"721",2009,"Small","Iraq","Products","Disaster",2.01265635157493e-06,1
"722",2009,"Small","Iraq","Products","Residual",0.144105414761351,1924
"723",2009,"Small","Iraq","Services","Residual",0.146715378841159,810
"724",2009,"Small","Iraq","R&D","Residual",0.00946256923891863,35
"725",2009,"Small","Regional Support","Products","ARRA",5.82944399468882e-05,1
"726",2009,"Small","Regional Support","Products","Disaster",1.03811748152475e-05,1
"727",2009,"Small","Regional Support","Products","Residual",0.0216036862187707,310
"728",2009,"Small","Regional Support","Services","Disaster",9.3262337391503e-06,1
"729",2009,"Small","Regional Support","Services","Residual",0.074981432117887,249
"730",2009,"Small","Regional Support","R&D","Residual",0.0010719791150568,47
"731",2009,"Small","Rest of World","Products","ARRA",0.000567193806280209,1
"732",2009,"Small","Rest of World","Products","Disaster",4.14574461658042e-05,5
"733",2009,"Small","Rest of World","Products","Residual",0.521091821573757,7403
"734",2009,"Small","Rest of World","Services","Disaster",0.000239991145161154,6
"735",2009,"Small","Rest of World","Services","Residual",0.559380476678047,4619
"736",2009,"Small","Rest of World","R&D","Disaster",3.47322923157045e-05,1
"737",2009,"Small","Rest of World","R&D","Residual",0.048398677454967,1533
"738",2010,"Big Five","Afghanistan","Products","Disaster",0.000544255193440346,2
"739",2010,"Big Five","Afghanistan","Products","Residual",1.2495745237428,16291
"740",2010,"Big Five","Afghanistan","Services","Residual",1.80834649807312,8064
"741",2010,"Big Five","Afghanistan","R&D","Residual",0.526810893415625,185
"742",2010,"Big Five","Domestic","Products","ARRA",0.131995210510648,18
"743",2010,"Big Five","Domestic","Products","Disaster",0.0112875864439163,13
"744",2010,"Big Five","Domestic","Products","Residual",64.6295095289141,98822
"745",2010,"Big Five","Domestic","Services","ARRA",0.167291828658547,101
"746",2010,"Big Five","Domestic","Services","Disaster",0.0173437459795733,49
"747",2010,"Big Five","Domestic","Services","Residual",26.1182171863674,38138
"748",2010,"Big Five","Domestic","R&D","ARRA",0.11040195321531,45
"749",2010,"Big Five","Domestic","R&D","Disaster",0.00258379492831792,7
"750",2010,"Big Five","Domestic","R&D","Residual",28.6440903612153,9884
"751",2010,"Big Five","Iraq","Products","Residual",0.516082482391608,6817
"752",2010,"Big Five","Iraq","Services","Residual",0.797884297277494,5271
"753",2010,"Big Five","Iraq","R&D","Residual",0.3790817264292,287
"754",2010,"Big Five","Regional Support","Products","Residual",0.0369278753258214,7027
"755",2010,"Big Five","Regional Support","Services","Residual",0.206840928994698,1207
"756",2010,"Big Five","Regional Support","R&D","Residual",0.0611348027880313,29
"757",2010,"Big Five","Rest of World","Products","Disaster",0.00150098469947784,84
"758",2010,"Big Five","Rest of World","Products","Residual",0.775448586466181,147160
"759",2010,"Big Five","Rest of World","Services","ARRA",0.000344575582539791,3
"760",2010,"Big Five","Rest of World","Services","Disaster",0.0100110590099485,268
"761",2010,"Big Five","Rest of World","Services","Residual",1.72608667351494,26768
"762",2010,"Big Five","Rest of World","R&D","ARRA",0,1
"763",2010,"Big Five","Rest of World","R&D","Disaster",3.77958778864898e-05,4
"764",2010,"Big Five","Rest of World","R&D","Residual",0.139316845482509,1346
"765",2010,"Large","Afghanistan","Products","Residual",0.22916382270288,552
"766",2010,"Large","Afghanistan","Services","Residual",4.8534037864746,608
"767",2010,"Large","Afghanistan","R&D","Residual",0.0466391182684452,3
"768",2010,"Large","Domestic","Products","ARRA",0.201572937056584,424
"769",2010,"Large","Domestic","Products","Disaster",0.00451206019350105,145
"770",2010,"Large","Domestic","Products","Residual",69.1456164563598,565623
"771",2010,"Large","Domestic","Services","ARRA",3.25542366936838,1597
"772",2010,"Large","Domestic","Services","Disaster",-0.0190498651710078,264
"773",2010,"Large","Domestic","Services","Residual",79.6897141464407,186984
"774",2010,"Large","Domestic","R&D","ARRA",0.784494865343569,377
"775",2010,"Large","Domestic","R&D","Disaster",0.00375676430462605,11
"776",2010,"Large","Domestic","R&D","Residual",21.2820578752391,17452
"777",2010,"Large","Iraq","Products","Residual",0.103300062352052,174
"778",2010,"Large","Iraq","Services","Residual",4.66552052265347,918
"779",2010,"Large","Iraq","R&D","Residual",0.0782187388009017,30
"780",2010,"Large","Regional Support","Products","Disaster",9.71060116136265e-06,1
"781",2010,"Large","Regional Support","Products","Residual",2.87777618492166,16509
"782",2010,"Large","Regional Support","Services","Residual",1.1620720572033,585
"783",2010,"Large","Regional Support","R&D","Residual",0.0299607032675556,23
"784",2010,"Large","Rest of World","Products","Disaster",0.00160972159751099,10
"785",2010,"Large","Rest of World","Products","Residual",8.85523706512005,4084
"786",2010,"Large","Rest of World","Services","Disaster",0.00237189896534541,4
"787",2010,"Large","Rest of World","Services","Residual",2.32344029677415,12427
"788",2010,"Large","Rest of World","R&D","Residual",0.478633834000398,151
"789",2010,"Medium","Afghanistan","Products","Residual",0.931352266211138,3657
"790",2010,"Medium","Afghanistan","Services","Residual",4.8026452242286,2212
"791",2010,"Medium","Afghanistan","R&D","Residual",0.143025425592268,42
"792",2010,"Medium","Domestic","Products","ARRA",0.399455348715917,1049
"793",2010,"Medium","Domestic","Products","Disaster",-0.0231626175023288,488
"794",2010,"Medium","Domestic","Products","Residual",32.5352807467825,1728255
"795",2010,"Medium","Domestic","Services","ARRA",5.57854166130552,6093
"796",2010,"Medium","Domestic","Services","Disaster",0.168522216419385,833
"797",2010,"Medium","Domestic","Services","Residual",74.5906353180374,423290
"798",2010,"Medium","Domestic","R&D","ARRA",0.285423973734066,251
"799",2010,"Medium","Domestic","R&D","Disaster",-0.00170170335613202,22
