,SourceFiscalYear,AccountDSI,AccountTitle,Organization,BudgetActivity,BudgetActivityTitle,BudgetSubActivity,BudgetSubActivityTitle,Classified,FiscalYear,OriginType,ActualTotal,EnactedTotal,PBtotal,PBtype
183,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,85,Incentive Pays     ,U,2009,Total,37985,NA,NA,NA
184,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,90,Special Pays       ,U,2009,Total,421897,NA,NA,NA
185,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,95,Allowances         ,U,2009,Total,583789,NA,NA,NA
186,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,100,Separation Pay     ,U,2009,Total,112870,NA,NA,NA
187,2011,3500F,"Military Personnel, Air Force",AF,2,Pay And Allowances Of Enlisted,105,Social Security Tax   ,U,2009,Total,638721,NA,NA,NA
188,2011,3500F,"Military Personnel, Air Force",AF,3,Pay And Allowances Of Cadets/Midshipmen,110,Academy Cadets ,U,2009,Total,69057,NA,NA,NA
189,2011,3500F,"Military Personnel, Air Force",AF,4,Subsistence Of Enlisted Personnel,115,Basic Allowance For Subsistence ,U,2009,Total,897463,NA,NA,NA
190,2011,3500F,"Military Personnel, Air Force",AF,4,Subsistence Of Enlisted Personnel,120,Subsistence-In-Kind ,U,2009,Total,219559,NA,NA,NA
191,2011,3500F,"Military Personnel, Air Force",AF,4,Subsistence Of Enlisted Personnel,121,Family Subsistence Supplemental Allowance ,U,2009,Total,16,NA,NA,NA
192,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,125,Accession Travel ,U,2009,Total,85903,NA,NA,NA
193,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,130,Training Travel ,U,2009,Total,72223,NA,NA,NA
194,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,135,Operational Travel  ,U,2009,Total,309311,NA,NA,NA
195,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,140,Rotational Travel  ,U,2009,Total,545904,NA,NA,NA
196,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,145,Separation Travel ,U,2009,Total,194204,NA,NA,NA
197,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,150,Travel Of Organized Units ,U,2009,Total,35459,NA,NA,NA
198,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,155,Non-Temporary Storage ,U,2009,Total,44131,NA,NA,NA
199,2011,3500F,"Military Personnel, Air Force",AF,5,Permanent Change Of Station Travel,160,Temporary Lodging Expense ,U,2009,Total,30945,NA,NA,NA
200,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,170,Apprehension Of Military Deserters ,U,2009,Total,129,NA,NA,NA
201,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,175,Interest On Uniformed Services Savings ,U,2009,Total,2132,NA,NA,NA
202,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,180,Death Gratuities ,U,2009,Total,21900,NA,NA,NA
203,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,185,Unemployment Benefits ,U,2009,Total,67498,NA,NA,NA
204,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,190,Survivor Benefits ,U,2009,Total,1629,NA,NA,NA
205,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,195,Education Benefits ,U,2009,Total,335,NA,NA,NA
206,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,200,Adoption Expenses ,U,2009,Total,353,NA,NA,NA
207,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,210,Transportation Subsidy ,U,2009,Total,5106,NA,NA,NA
208,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,215,Partial Dislocation Allowance ,U,2009,Total,2297,NA,NA,NA
209,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,216,SGLI Extra Hazard Payments,U,2009,Total,84812,NA,NA,NA
210,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,217,Reserve Officers Training Corps (ROTC),U,2009,Total,40896,NA,NA,NA
211,2011,3500F,"Military Personnel, Air Force",AF,6,Other Military Personnel Costs,218,Junior ROTC,U,2009,Total,17714,NA,NA,NA
212,2011,3500F,"Military Personnel, Air Force",,,Less Reimbursables,,Less Reimbursables,U,2009,Total,-364177,NA,NA,NA
213,2011,1007F,"MEDICARE - Retiree Health Care Contribution , AF",AF,1,Pay And Allowances Of Officers,300,Air Force,U,2009,Total,359259,NA,NA,NA
214,2011,1007F,"MEDICARE - Retiree Health Care Contribution , AF",AF,2,Pay And Allowances Of Enlisted,300,Air Force,U,2009,Total,1418705,NA,NA,NA
215,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2009,Total,599402,NA,NA,NA
216,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,20,Pay Group B Training  (Backfill For Act Duty),U,2009,Total,88711,NA,NA,NA
217,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,30,Pay Group F Training  (Recruits),U,2009,Total,39890,NA,NA,NA
218,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,40,Pay Group P Training  (Pipeline Recruits),U,2009,Total,43,NA,NA,NA
219,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,60,Mobilization Training,U,2009,Total,408,NA,NA,NA
220,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,70,School Training,U,2009,Total,116906,NA,NA,NA
221,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,80,Special Training,U,2009,Total,213678,NA,NA,NA
222,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,90,Administration And Support,U,2009,Total,313545,NA,NA,NA
223,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,100,Education Benefits,U,2009,Total,13627,NA,NA,NA
224,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,120,Health Profession Scholarship,U,2009,Total,43837,NA,NA,NA
225,2011,3700F,"Reserve Personnel, Air Force",AF,1,Unit And Individual Training,130,Other Programs (Admin & Support),U,2009,Total,4041,NA,NA,NA
226,2011,1008F,"MEDICARE - Retiree Health Care Contribution , AF RES",AF,1,Unit & Individual Training,300,"Reserve Personnel, Air Force",U,2009,Total,223576,NA,NA,NA
227,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2009,Total,847771,NA,NA,NA
228,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,30,Pay Group F Training  (Recruits),U,2009,Total,75890,NA,NA,NA
229,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,40,Pay Group P Training  (Pipeline Recruits),U,2009,Total,6613,NA,NA,NA
230,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,70,School Training,U,2009,Total,211692,NA,NA,NA
231,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,80,Special Training,U,2009,Total,211133,NA,NA,NA
232,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,90,Administration And Support,U,2009,Total,1435878,NA,NA,NA
233,2011,3850F,"National Guard Personnel, Air Force",AF,1,Unit And Individual Training,100,Education Benefits,U,2009,Total,70100,NA,NA,NA
234,2011,1009F,"MEDICARE - Retiree Health Care Contribution , AF GUARD",AF,1,Unit & Individual Training,300,"National Guard Personnel, Air Force",U,2009,Total,376048,NA,NA,NA
235,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,5,Basic Pay,U,2010,Total,NA,7422151,7422151,NA
236,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,10,Retired Pay Accrual,U,2010,Total,NA,2391234,2391234,NA
237,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,25,Basic Allowance For Housing,U,2010,Total,NA,2142924,2142924,NA
238,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,30,Basic Allowance For Subsistence,U,2010,Total,NA,285584,285584,NA
239,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,35,Incentive Pays     ,U,2010,Total,NA,115059,115059,NA
240,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,40,Special Pays       ,U,2010,Total,NA,486590,486590,NA
241,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,45,Allowances          ,U,2010,Total,NA,270776,270776,NA
242,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,50,Separation Pay      ,U,2010,Total,NA,76180,76180,NA
243,2011,2010A,"Military Personnel, Army",ARMY,1,Pay And Allowances Of Officers,55,Social Security Tax  ,U,2010,Total,NA,561273,561273,NA
244,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,60,Basic Pay ,U,2010,Total,NA,16053503,16053503,NA
245,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,65,Retired Pay Accrual ,U,2010,Total,NA,5171629,5171629,NA
246,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,80,Basic Allowance For Housing ,U,2010,Total,NA,5815573,5815573,NA
247,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,85,Incentive Pays     ,U,2010,Total,NA,121187,121187,NA
248,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,90,Special Pays       ,U,2010,Total,NA,1935602,1935602,NA
249,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,95,Allowances         ,U,2010,Total,NA,1229312,1229312,NA
250,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,100,Separation Pay     ,U,2010,Total,NA,277917,277917,NA
251,2011,2010A,"Military Personnel, Army",ARMY,2,Pay And Allowances Of Enlisted,105,Social Security Tax   ,U,2010,Total,NA,1216112,1216112,NA
252,2011,2010A,"Military Personnel, Army",ARMY,3,Pay And Allowances Of Cadets/Midshipmen,110,Academy Cadets ,U,2010,Total,NA,73317,73317,NA
253,2011,2010A,"Military Personnel, Army",ARMY,4,Subsistence Of Enlisted Personnel,115,Basic Allowance For Subsistence ,U,2010,Total,NA,1734109,1734109,NA
254,2011,2010A,"Military Personnel, Army",ARMY,4,Subsistence Of Enlisted Personnel,120,Subsistence-In-Kind ,U,2010,Total,NA,2624209,2624209,NA
255,2011,2010A,"Military Personnel, Army",ARMY,4,Subsistence Of Enlisted Personnel,121,Family Subsistence Supplemental Allowance ,U,2010,Total,NA,721,721,NA
256,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,125,Accession Travel ,U,2010,Total,NA,193287,193287,NA
257,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,130,Training Travel ,U,2010,Total,NA,127075,127075,NA
258,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,135,Operational Travel  ,U,2010,Total,NA,481080,481080,NA
259,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,140,Rotational Travel  ,U,2010,Total,NA,744840,744840,NA
260,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,145,Separation Travel ,U,2010,Total,NA,206744,206744,NA
261,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,150,Travel Of Organized Units ,U,2010,Total,NA,12669,12669,NA
262,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,155,Non-Temporary Storage ,U,2010,Total,NA,12035,12035,NA
263,2011,2010A,"Military Personnel, Army",ARMY,5,Permanent Change Of Station Travel,160,Temporary Lodging Expense ,U,2010,Total,NA,34883,34883,NA
264,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,170,Apprehension Of Military Deserters ,U,2010,Total,NA,2168,2168,NA
265,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,175,Interest On Uniformed Services Savings ,U,2010,Total,NA,17048,17048,NA
266,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,180,Death Gratuities ,U,2010,Total,NA,161588,161588,NA
267,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,185,Unemployment Benefits ,U,2010,Total,NA,390281,390281,NA
268,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,195,Education Benefits ,U,2010,Total,NA,45288,45288,NA
269,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,200,Adoption Expenses ,U,2010,Total,NA,610,610,NA
270,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,210,Transportation Subsidy ,U,2010,Total,NA,11782,11782,NA
271,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,212,Reserve Income Replacement Program,U,2010,Total,NA,800,800,NA
272,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,215,Partial Dislocation Allowance ,U,2010,Total,NA,326,326,NA
273,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,216,SGLI Extra Hazard Payments,U,2010,Total,NA,170739,170739,NA
274,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,217,Reserve Officers Training Corps (ROTC),U,2010,Total,NA,143586,143586,NA
275,2011,2010A,"Military Personnel, Army",ARMY,6,Other Military Personnel Costs,218,Junior ROTC,U,2010,Total,NA,63721,63721,NA
276,2011,2010A,"Military Personnel, Army",,,Less Reimbursables,,Less Reimbursables,U,2010,Total,NA,-245251,-245251,NA
277,2011,1004A,"MEDICARE - Retiree Health Care Contribution , A",ARMY,1,Pay And Allowances Of Officers,300,"Military Personnel, Army",U,2010,Total,NA,520994,520994,NA
278,2011,1004A,"MEDICARE - Retiree Health Care Contribution , A",ARMY,2,Pay And Allowances Of Enlisted,300,"Military Personnel, Army",U,2010,Total,NA,2602626,2602626,NA
279,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2010,Total,NA,1374256,1374256,NA
280,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,20,Pay Group B Training  (Backfill For Act Duty),U,2010,Total,NA,43770,43770,NA
281,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,30,Pay Group F Training  (Recruits),U,2010,Total,NA,247065,247065,NA
282,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,40,Pay Group P Training  (Pipeline Recruits),U,2010,Total,NA,8621,8621,NA
283,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,60,Mobilization Training,U,2010,Total,NA,17160,17160,NA
284,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,70,School Training,U,2010,Total,NA,199766,199766,NA
285,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,80,Special Training,U,2010,Total,NA,419468,419468,NA
286,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,90,Administration And Support,U,2010,Total,NA,2104087,2104087,NA
287,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,100,Education Benefits,U,2010,Total,NA,65457,65457,NA
288,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,120,Health Profession Scholarship,U,2010,Total,NA,62521,62521,NA
289,2011,2070A,"Reserve Personnel, Army",ARMY,1,Unit And Individual Training,130,Other Programs,U,2010,Total,NA,77797,77797,NA
290,2011,1005A,"MEDICARE - Retiree Health Care Contribution , A RES",ARMY,1,Unit & Individual Training,300,"Reserve Personnel, Army",U,2010,Total,NA,694313,694313,NA
291,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,10,Pay Group A Training  (15 Days & Drills 24/48),U,2010,Total,NA,2519572,2519572,NA
292,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,30,Pay Group F Training  (Recruits),U,2010,Total,NA,462491,462491,NA
293,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,40,Pay Group P Training  (Pipeline Recruits),U,2010,Total,NA,68338,68338,NA
294,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,70,School Training,U,2010,Total,NA,551893,551893,NA
295,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,80,Special Training,U,2010,Total,NA,869749,869749,NA
296,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,90,Administration And Support,U,2010,Total,NA,3770229,3770229,NA
297,2011,2060A,"National Guard Personnel, Army",ARMY,1,Unit And Individual Training,100,Education Benefits,U,2010,Total,NA,162783,162783,NA
298,2011,1006A,"MEDICARE - Retiree Health Care Contribution , A GUARD",ARMY,1,Unit & Individual Training,300,"National Guard Personnel, Army",U,2010,Total,NA,1216585,1216585,NA
299,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,5,Basic Pay ,U,2010,Total,NA,3777437,3777437,NA
300,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,10,Retired Pay Accrual ,U,2010,Total,NA,1208212,1208212,NA
301,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,25,Basic Allowance For Housing,U,2010,Total,NA,1268635,1268635,NA
302,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,30,Basic Allowance For Subsistence ,U,2010,Total,NA,145167,145167,NA
303,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,35,Incentive Pays     ,U,2010,Total,NA,164900,164900,NA
304,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,40,Special Pays       ,U,2010,Total,NA,400359,400359,NA
305,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,45,Allowances          ,U,2010,Total,NA,118260,118260,NA
306,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,50,Separation Pay      ,U,2010,Total,NA,26078,26078,NA
307,2011,1453N,"Military Personnel, Navy",NAVY,1,Pay And Allowances Of Officers,55,Social Security Tax  ,U,2010,Total,NA,286597,286597,NA
308,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,60,Basic Pay ,U,2010,Total,NA,8376061,8376061,NA
309,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,65,Retired Pay Accrual ,U,2010,Total,NA,2693605,2693605,NA
310,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,80,Basic Allowance For Housing ,U,2010,Total,NA,3689755,3689755,NA
311,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,85,Incentive Pays     ,U,2010,Total,NA,102956,102956,NA
312,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,90,Special Pays       ,U,2010,Total,NA,985417,985417,NA
313,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,95,Allowances         ,U,2010,Total,NA,528951,528951,NA
314,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,100,Separation Pay     ,U,2010,Total,NA,148395,148395,NA
315,2011,1453N,"Military Personnel, Navy",NAVY,2,Pay And Allowances Of Enlisted,105,Social Security Tax   ,U,2010,Total,NA,640770,640770,NA
316,2011,1453N,"Military Personnel, Navy",NAVY,3,Pay And Allowances Of Cadets/Midshipmen,110,Midshipmen ,U,2010,Total,NA,73432,73432,NA
317,2011,1453N,"Military Personnel, Navy",NAVY,4,Subsistence Of Enlisted Personnel,115,Basic Allowance For Subsistence ,U,2010,Total,NA,703850,703850,NA
318,2011,1453N,"Military Personnel, Navy",NAVY,4,Subsistence Of Enlisted Personnel,120,Subsistence-In-Kind ,U,2010,Total,NA,421387,421387,NA
319,2011,1453N,"Military Personnel, Navy",NAVY,4,Subsistence Of Enlisted Personnel,121,Family Subsistence Supplemental Allowance ,U,2010,Total,NA,12,12,NA
320,2011,1453N,"Military Personnel, Navy",NAVY,5,Permanent Change Of Station Travel,125,Accession Travel ,U,2010,Total,NA,80680,80680,NA
321,2011,1453N,"Military Personnel, Navy",NAVY,5,Permanent Change Of Station Travel,130,Training Travel ,U,2010,Total,NA,78431,78431,NA
322,2011,1453N,"Military Personnel, Navy",NAVY,5,Permanent Change Of Station Travel,135,Operational Travel  ,U,2010,Total,NA,238815,238815,NA
323,2011,1453N,"Military Personnel, Navy",NAVY,5,Permanent Change Of Station Travel,140,Rotational Travel  ,U,2010,Total,NA,451822,451822,NA
324,2011,1453N,"Military Personnel, Navy",NAVY,5,Permanent Change Of Station Travel,145,Separation Travel ,U,2010,Total,NA,110875,110875,NA
325,2011,1453N,"Military Personnel, Navy",NAVY,5,Permanent Change Of Station Travel,150,Travel Of Organized Units ,U,2010,Total,NA,37943,37943,NA
326,2011,1453N,"Military Personnel, Navy",NAVY,5,Permanent Change Of Station Travel,155,Non-Temporary Storage ,U,2010,Total,NA,6024,6024,NA
327,2011,1453N,"Military Personnel, Navy",NAVY,5,Permanent Change Of Station Travel,160,Temporary Lodging Expense ,U,2010,Total,NA,6643,6643,NA
328,2011,1453N,"Military Personnel, Navy",NAVY,5,Permanent Change Of Station Travel,165,Other ,U,2010,Total,NA,8579,8579,NA
329,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,170,Apprehension Of Military Deserters ,U,2010,Total,NA,258,258,NA
330,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,175,Interest On Uniformed Services Savings ,U,2010,Total,NA,1411,1411,NA
331,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,180,Death Gratuities ,U,2010,Total,NA,21574,21574,NA
332,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,185,Unemployment Benefits ,U,2010,Total,NA,121341,121341,NA
333,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,195,Education Benefits ,U,2010,Total,NA,24635,24635,NA
334,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,200,Adoption Expenses ,U,2010,Total,NA,271,271,NA
335,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,210,Transportation Subsidy ,U,2010,Total,NA,12522,12522,NA
336,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,215,Partial Dislocation Allowance ,U,2010,Total,NA,186,186,NA
337,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,216,SGLI Extra Hazard Payments,U,2010,Total,NA,54254,54254,NA
338,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,217,Reserve Officers Training Corps (ROTC),U,2010,Total,NA,22960,22960,NA
339,2011,1453N,"Military Personnel, Navy",NAVY,6,Other Military Personnel Costs,218,Junior R.O.T.C,U,2010,Total,NA,13578,13578,NA
340,2011,1453N,"Military Personnel, Navy",,,Less Reimbursables,,Less Reimbursables,U,2010,Total,NA,-334910,-334910,NA
341,2011,1000N,"MEDICARE - Retiree Health Care Contribution , N",NAVY,1,Pay And Allowances Of Officers,300,Navy,U,2010,Total,NA,292617,292617,NA
342,2011,1000N,"MEDICARE - Retiree Health Care Contribution , N",NAVY,2,Pay And Allowances Of Enlisted,300,Navy,U,2010,Total,NA,1533044,1533044,NA
343,2011,1105N,"Military Personnel, Marine Corps",NAVY,1,Pay And Allowances Of Officers,5,Basic Pay ,U,2010,Total,NA,1438112,1438112,NA
344,2011,1105N,"Military Personnel, Marine Corps",NAVY,1,Pay And Allowances Of Officers,10,Retired Pay Accrual ,U,2010,Total,NA,458731,458731,NA
345,2011,1105N,"Military Personnel, Marine Corps",NAVY,1,Pay And Allowances Of Officers,25,Basic Allowance For Housing ,U,2010,Total,NA,452916,452916,NA
346,2011,1105N,"Military Personnel, Marine Corps",NAVY,1,Pay And Allowances Of Officers,30,Basic Allowance For Subsistence ,U,2010,Total,NA,61684,61684,NA
347,2011,1105N,"Military Personnel, Marine Corps",NAVY,1,Pay And Allowances Of Officers,35,Incentive Pays     ,U,2010,Total,NA,46302,46302,NA
348,2011,1105N,"Military Personnel, Marine Corps",NAVY,1,Pay And Allowances Of Officers,40,Special Pays       ,U,2010,Total,NA,43848,43848,NA
349,2011,1105N,"Military Personnel, Marine Corps",NAVY,1,Pay And Allowances Of Officers,45,Allowances          ,U,2010,Total,NA,40558,40558,NA
350,2011,1105N,"Military Personnel, Marine Corps",NAVY,1,Pay And Allowances Of Officers,50,Separation Pay      ,U,2010,Total,NA,14051,14051,NA
351,2011,1105N,"Military Personnel, Marine Corps",NAVY,1,Pay And Allowances Of Officers,55,Social Security Tax  ,U,2010,Total,NA,109135,109135,NA
352,2011,1105N,"Military Personnel, Marine Corps",NAVY,2,Pay And Allowances Of Enlisted,60,Basic Pay ,U,2010,Total,NA,5049168,5049168,NA
353,2011,1105N,"Military Personnel, Marine Corps",NAVY,2,Pay And Allowances Of Enlisted,65,Retired Pay Accrual ,U,2010,Total,NA,1613805,1613805,NA
354,2011,1105N,"Military Personnel, Marine Corps",NAVY,2,Pay And Allowances Of Enlisted,80,Basic Allowance For Housing ,U,2010,Total,NA,1558699,1558699,NA
355,2011,1105N,"Military Personnel, Marine Corps",NAVY,2,Pay And Allowances Of Enlisted,85,Incentive Pays     ,U,2010,Total,NA,8850,8850,NA
356,2011,1105N,"Military Personnel, Marine Corps",NAVY,2,Pay And Allowances Of Enlisted,90,Special Pays       ,U,2010,Total,NA,604027,604027,NA
357,2011,1105N,"Military Personnel, Marine Corps",NAVY,2,Pay And Allowances Of Enlisted,95,Allowances         ,U,2010,Total,NA,316934,316934,NA
358,2011,1105N,"Military Personnel, Marine Corps",NAVY,2,Pay And Allowances Of Enlisted,100,Separation Pay     ,U,2010,Total,NA,63388,63388,NA
359,2011,1105N,"Military Personnel, Marine Corps",NAVY,2,Pay And Allowances Of Enlisted,105,Social Security Tax   ,U,2010,Total,NA,386260,386260,NA
360,2011,1105N,"Military Personnel, Marine Corps",NAVY,4,Subsistence Of Enlisted Personnel,115,Basic Allowance For Subsistence ,U,2010,Total,NA,510034,510034,NA
361,2011,1105N,"Military Personnel, Marine Corps",NAVY,4,Subsistence Of Enlisted Personnel,120,Subsistence-In-Kind ,U,2010,Total,NA,268477,268477,NA
362,2011,1105N,"Military Personnel, Marine Corps",NAVY,4,Subsistence Of Enlisted Personnel,121,Family Subsistence Supplemental Allowance ,U,2010,Total,NA,750,750,NA
363,2011,1105N,"Military Personnel, Marine Corps",NAVY,5,Permanent Change Of Station Travel,125,Accession Travel ,U,2010,Total,NA,61621,61621,NA
364,2011,1105N,"Military Personnel, Marine Corps",NAVY,5,Permanent Change Of Station Travel,130,Training Travel ,U,2010,Total,NA,10948,10948,NA
365,2011,1105N,"Military Personnel, Marine Corps",NAVY,5,Permanent Change Of Station Travel,135,Operational Travel  ,U,2010,Total,NA,125477,125477,NA
366,2011,1105N,"Military Personnel, Marine Corps",NAVY,5,Permanent Change Of Station Travel,140,Rotational Travel  ,U,2010,Total,NA,145384,145384,NA
