fiscal_year,ContractingCustomer,ContractingSubCustomer,MajorCommandID,ContractingOfficeID,ContractingOfficeName,IsOCOcrisisFunding,obligatedAmount,numberOfActions
2014,Defense,DLA,ORG-2791,SP4701,DES DSCP CONTRACTING SERVICES OFC,NULL,567595281.5200,1121
2014,Defense,DLA,ORG-2791,SP4706,DLA CONTRACTING SERVICES OFFICE,NULL,31965868.0100,75
2014,Defense,DLA,ORG-2791,SP4707,DLA CONTRACTING SERVICES OFFICE,NULL,-20615.4700,1
2014,Defense,MDA,NULL,NULL,NULL,NULL,1551355474.1100,1298
2014,Defense,MilitaryHealth,NULL,NULL,NULL,1,0.0000,2
2014,Defense,Navy,NULL,NULL,NULL,NULL,14772072.4900,493
2014,Defense,Navy,ORG-2936,N00421,NAVAL AIR WARFARE CENTER AIR DIV,0,476068582.3500,541
2014,Defense,Navy,ORG-2936,N68335,NAVAIR WARFARE CTR AIRCRAFT DIV LKE,0,539831613.9100,866
2014,Defense,Navy,ORG-2937,N00015,OFFICE OF NAVAL INTELLIGENCE,0,2159318.2300,2
2014,Defense,Navy,ORG-2937,N00166,NAVAL AIR FACILITY  CODE 70,1,0.0000,NULL
2014,Defense,Navy,ORG-2937,N00168,WALTER REED NATIONAL,NULL,60125220.5700,3035
2014,Defense,Navy,ORG-2937,N00207,NAVAL AIR STATION,NULL,474193.2300,32
2014,Defense,Navy,ORG-2937,N00242,NAVY REGION SOUTHWEST,NULL,4847157.6600,205
2014,Defense,Navy,ORG-2937,N00406,NAVSUP FLT LOG CTR PUGET SOUND,0,0.0000,3
2014,Defense,Navy,ORG-2937,N09679,STRIKE FIGHTER SQUADRON 106,NULL,4317.3000,1
2014,Defense,Navy,ORG-2937,N09963,CARRIER AIRBORNE EARLY WARNING,NULL,8413.5400,1
2014,Defense,Navy,ORG-2937,N32185,NAVAL HEALTH CLINIC NEW ENGLAND,NULL,265727.9900,30
2014,Defense,Navy,ORG-2937,N3426B,NROTCU UNIVERSITY OF SOUTH FLORIDA,NULL,843176.1200,8
2014,Defense,Navy,ORG-2937,N39163,NAVAL HOSPITAL SIGONELLA ITALY,NULL,563184.5600,63
2014,Defense,Navy,ORG-2937,N40628,NMC CONUS WEST DIVISION,NULL,389558.2600,24
2014,Defense,Navy,ORG-2937,N55218,HELICOPTER SEA COMBAT SQUAD HSC 28,NULL,40917.0500,6
2014,Defense,Navy,ORG-2937,N57007,CDR US NAVAL FORCES CENTRAL COMMAND,NULL,48260.5900,5
2014,Defense,Navy,ORG-2937,N61017,NAVAL SUPPORT ACTIVITY KEYPORT,NULL,650569.1500,41
2014,Defense,Navy,ORG-2937,N61337,NAVAL HOSPITAL BEAUFORT,NULL,1838836.4300,79
2014,Defense,Navy,ORG-2937,N61842,NAVOPSPTCEN BUFFALO,NULL,3300.0000,1
2014,Defense,Navy,ORG-2937,N61863,NAVOPSPTCEN SYRACUSE,NULL,103666.7200,17
2014,Defense,Navy,ORG-2937,N61992,NAVOPSPTCEN ST LOUIS,NULL,133800.9500,17
2014,Defense,Navy,ORG-2937,N62031,NAVOPSPTCEN INDIANAPOLIS,NULL,39197.0000,46
2014,Defense,Navy,ORG-2937,N62054,NAVOPSPTCEN KANSAS CITY,1,-790.0000,1
2014,Defense,Navy,ORG-2937,N62095,NAVOPSPTCEN COLUMBUS OH,NULL,98127.5000,24
2014,Defense,Navy,ORG-2937,N62105,NAVOPSPTCEN VENTURA COUNTY,NULL,169134.8200,29
2014,Defense,Navy,ORG-2937,N62306,NAVAL OCEANOGRAPHIC OFFICE,0,52779.0000,1
2014,Defense,Navy,ORG-2937,N62649,NAVSUP FLT LOG CTR  YOKOSUKA,1,1322543.5700,231
2014,Defense,Navy,ORG-2937,N63082,CENTER FOR INFORMATION DOMINANCE,NULL,5864783.1900,167
2010,Defense,Navy,ORG-2937,N00604,NAVSUP FLT LOG CTR PEARL HARBOR,1,1369.0000,5
2010,Defense,Navy,ORG-2937,N00621,NAVOPSPTCEN WHDBY ISLAND,NULL,6535.1799,2
2010,Defense,Navy,ORG-2937,N32185,NAVAL HEALTH CLINIC NEW ENGLAND,NULL,355267.1192,31
2010,Defense,Navy,ORG-2937,N32416,NAVAL STATION BREMERTON,NULL,334474.6375,25
2010,Defense,Navy,ORG-2937,N3478B,CENTER FOR INFORMATION DOMINANCE,NULL,11192.3398,1
2010,Defense,Navy,ORG-2937,N3761A,CENTER FOR SECURITY FORCES,NULL,782657.0634,38
2010,Defense,Navy,ORG-2937,N40628,NMC CONUS WEST DIVISION,NULL,219823.6000,24
2010,Defense,Navy,ORG-2937,N61017,NAVAL SUPPORT ACTIVITY KEYPORT,NULL,725734.4126,41
2010,Defense,Navy,ORG-2937,N61337,NAVAL HOSPITAL BEAUFORT,NULL,394275.4175,24
2010,Defense,Navy,ORG-2937,N61842,NAVOPSPTCEN BUFFALO,NULL,79958.9707,9
2010,Defense,Navy,ORG-2937,N61929,NAVOPSPTCEN ORLANDO,NULL,98623.7000,21
2010,Defense,Navy,ORG-2937,N61948,NAVOPSPTCEN KNOXVILLE,NULL,51450.0000,13
2010,Defense,Navy,ORG-2937,N61996,NAVOPSPTCEN ROCK ISLAND,NULL,6895.0000,1
2010,Defense,Navy,ORG-2937,N61998,NAVOPSPTCEN OMAHA,NULL,65334.0000,9
2010,Defense,Navy,ORG-2937,N62031,NAVOPSPTCEN INDIANAPOLIS,NULL,38361.0000,9
2010,Defense,Navy,ORG-2937,N62082,NAVAL AND MARCORP RESERVE CENTER,NULL,13245.0000,1
2010,Defense,Navy,ORG-2937,N62105,NAVOPSPTCEN VENTURA COUNTY,NULL,108591.2700,18
2010,Defense,Navy,ORG-2937,N62119,NAVOPSPTCEN SACRAMENTO,NULL,65816.9502,9
2010,Defense,Navy,ORG-2937,N62128,NAVOPSPTCEN SAN JOSE,NULL,35360.6802,7
2010,Defense,Navy,ORG-2937,N62285,NAVAL OBSERVATORY,NULL,985721.1810,65
2010,Defense,Navy,ORG-2937,N62649,NAVSUP FLT LOG CTR  YOKOSUKA,1,1173317.0829,66
2010,Defense,Navy,ORG-2937,N62748,NAVOPSPTCEN WACO,NULL,0.0000,0
2010,Defense,Navy,ORG-2937,N62853,UNDERSEA SURVEILLANCE,1,277083.6460,12
2010,Defense,Navy,ORG-2937,N62894,COMMANDER US NAVAL FORCES KOREA,NULL,0.0000,3
2010,Defense,Navy,ORG-2937,N63082,CENTER FOR INFORMATION DOMINANCE,NULL,2370319.6318,122
2010,Defense,Navy,ORG-2937,N63212,THE UNIVERSITY OF TEXAS AT AUSTIN,NULL,205431.0000,1
2010,Defense,Navy,ORG-2937,N63216,NROTCU UNIV OF MISSOURI,NULL,1231845.0000,4
2010,Defense,Navy,ORG-2937,N63234,NROTCU UNIVERSITY OF ILLINOIS,NULL,1004283.7998,6
2010,Defense,Navy,ORG-2937,N63310,NROTCU PENNSYLVANIA STATE UNIV,NULL,2559836.5000,3
2010,Defense,Navy,ORG-2937,N63482,NAVOPSPTCEN TALLAHASSEE,NULL,87617.6494,16
2010,Defense,Navy,ORG-2937,N68095,NAVAL HOSPITAL,NULL,3199723.8825,362
2010,Defense,Navy,ORG-2937,N68096,U S NAVAL HOSPITAL   GUAM,1,22823.9805,1
2010,Defense,Navy,ORG-2937,N68306,NAVY REGION MID ATLANTIC RESERVE,NULL,175016.0802,24
2010,Defense,Navy,ORG-2937,N68323,NAVAL LEGAL SERVICE COMMAND,NULL,632022.3527,23
2010,Defense,Navy,ORG-2937,N68546,NAVY-MARINE CORPS PUBLIC HEALTH CTR,NULL,781266.6882,63
2010,Defense,Navy,ORG-2937,N68836,NAVSUP FLT LOG CTR JACKSONVILLE,1,3447297.7562,245
2010,Defense,Navy,ORG-2937,N68858,NAVOPSPTCEN LONG ISLAND,NULL,9527.8701,2
2010,Defense,Navy,ORG-2937,N68967,NAVAL STATION EVERETT,NULL,16440.7099,2
2010,Defense,Navy,ORG-2937,N69190,NAVAL STRIKE AND AIR WARFARE CENTER,NULL,634970.1306,58
2010,Defense,Navy,ORG-2937,N70272,NAV COMPUTER AND TELECOMMUNICATIONS,NULL,1342133.0918,50
2010,Defense,Navy,ORG-2937,N70294,NCTAMS EURCENT,NULL,245935.2281,17
2010,Defense,Navy,ORG-2937,V4591A,EXPEDITIONARY COMBAT READINESS CTR,NULL,25200.0000,1
2010,Defense,Navy,ORG-2939,N62385,MILITARY SEALIFT COMMAND ATLANTIC,NULL,1916214.1990,360
2010,Defense,Navy,ORG-2940,N62473,NAVFAC SOUTHWEST,1,23217840.8044,30
2010,Defense,Navy,ORG-2940,N62583,NAVAL FACILIITES ENGINEERING AND,0,595607.2891,3
2010,Defense,Navy,ORG-2941,N00178,NSWC DAHLGREN,0,15243872.0000,17
2010,Defense,Navy,ORG-2941,N62786,SUP OF SHIPBUILDING CONV AND REPAIR,0,45899709.0000,171
2010,Defense,Navy,ORG-2941,N62789,SUP OF SHIPBUILDING CONV AND REPAIR,NULL,269577543.5303,1229
2010,Defense,Navy,ORG-2941,N62793,SUP OF SHIPBUILDING CONV AND REPAIR,NULL,187400794.2690,2548
2010,Defense,Navy,ORG-2941,N66604,NUWC NEWPORT,NULL,526340601.4364,4741
2010,Defense,Navy,ORG-2941,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,NULL,174996416.9569,884
2010,Defense,Navy,ORG-2943,M00264,COMMANDER,1,9124.7100,1
2010,Defense,Navy,ORG-2943,M00681,COMMANDING GENERAL,1,3271.0000,1
2010,Defense,Navy,ORG-2943,M06050,COMMANDING OFFICER,NULL,7300.0000,1
2010,Defense,Navy,ORG-2943,M29000,COMMANDING GENERAL,1,77670.0301,12
2010,Defense,Navy,ORG-2943,M67854,COMMANDER,NULL,6543817352.3856,6873
2010,Defense,Navy,ORG-2944,N65236,SPAWAR SYSTEMS CENTER ATLANTIC,0,7373094.6973,16
2010,Defense,Navy,ORG-2944,N69250,SPAWAR SYSTEMS   CENTER ATLANTIC,NULL,14334894.3010,55
2010,Defense,Navy,ORG-2945,N00173,NAVAL RESEARCH LABORATORY,0,29961433.6250,16
2010,Defense,Other DoD,ORG-4955,S5106A,DCMA PROCUREMENT CENTER BOSTON,NULL,8573236.8613,175
2010,DHS,FEMA,NULL,NULL,NULL,NULL,487921774.0048,11540
2010,DHS,ICE,NULL,NULL,NULL,1,8036.2798,2
2010,DHS,Other DHS,NULL,NULL,NULL,1,500.0000,1
2010,Energy,Energy,NULL,NULL,NULL,0,89553426.6424,61
2010,HHS,HHS,NULL,NULL,NULL,1,10281966.4103,71
2010,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,NULL,NULL,NULL,1,10900.0000,1
2010,Other Agencies,FEDERAL LABOR RELATIONS AUTHORITY,NULL,NULL,NULL,1,41980.8203,1
2010,Other Agencies,FEDERAL TRADE COMMISSION,NULL,NULL,NULL,1,0.0000,2
2010,Other Agencies,Interior,NULL,NULL,NULL,0,179801959.2161,331
2010,Other Agencies,NATIONAL ENDOWMENT FOR THE ARTS,NULL,NULL,NULL,NULL,1843192.6606,75
2010,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,NULL,NULL,NULL,NULL,12238621.6764,287
2010,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,NULL,NULL,NULL,1,6300.0000,4
2010,State and IAP,NULL,NULL,NULL,NULL,NULL,13171061.4691,160
2011,Defense,Air Force,ORG-2825,FA2835,FA2835  AFLCMC HANSCOM PZI,NULL,76670516.5294,574
2011,Defense,Air Force,ORG-2825,FA8003,FA8003  AFICA DD,NULL,1671805.9921,11
2011,Defense,Air Force,ORG-2825,FA8102,FA8102  AFLCMC HBSK,0,36346228.9629,36
2011,Defense,Air Force,ORG-2825,FA8105,FA8105  AFLCMC WKKPA,0,34867638.9298,22
2011,Defense,Air Force,ORG-2825,FA8109,FA8109  AFSC PZAAC,NULL,34501177.1655,99
2011,Defense,Air Force,ORG-2825,FA8119,FA8119  AFSC PZABC,0,3720627.7500,11
2011,Defense,Air Force,ORG-2825,FA8126,FA8126  AFSC PZIMB,NULL,47860860.9844,525
2011,Defense,Air Force,ORG-2825,FA8201,FA8201  OL H  PZIO,0,-82120.6895,3
2011,Defense,Air Force,ORG-2825,FA8213,FA8213  AFLCMC EBHK,NULL,91385411.5893,316
2011,Defense,Air Force,ORG-2825,FA8223,FA8223  AFLCMC WLDK HN,NULL,181375407.9755,223
2011,Defense,Air Force,ORG-2825,FA8251,FA8251  AFSC PZABB,1,10159.0000,5
2011,Defense,Air Force,ORG-2825,FA8505,FA8505  AFLCMC WWKA,0,32700.0000,2
2011,Defense,Air Force,ORG-2825,FA8518,FA8518  AFLCMC WNKBAA,0,0.0000,1
2011,Defense,Air Force,ORG-2825,FA8522,FA8522 AFSC PZABB,0,175478.0000,2
2011,Defense,Air Force,ORG-2825,FA8524,FA8524  AFSC PZAAA,NULL,49565206.1557,233
2011,Defense,Air Force,ORG-2825,FA8527,FA8527  AFLCMC HBKAB,NULL,620804055.2540,1134
2011,Defense,Air Force,ORG-2825,FA8528,FA8528  AFLCMC WIKBA,0,16840464.7305,20
2011,Defense,Air Force,ORG-2825,FA8530,FA8530  AFSC PZIE,0,22457102.2578,11
2011,Defense,Air Force,ORG-2825,FA8534,FA8534  AFLCMC WNKBAC,NULL,36456841.8090,384
2011,Defense,Air Force,ORG-2825,FA8552,FA8552  AFLCMC WIUKB,0,39694343.5489,51
2011,Defense,Air Force,ORG-2825,FA8606,FA8606 AFLCMC WNUK,NULL,9808652.5189,33
2011,Defense,Air Force,ORG-2825,FA8616,FA8616 ASC WWZK,NULL,81702645.1681,175
2011,Defense,Air Force,ORG-2825,FA8625,FA8625  AFLCMC WL,NULL,2994859982.9064,414
2011,Defense,Air Force,ORG-2825,FA8629,FA8629  AFLCMC WISK,NULL,30815666.1633,441
2011,Defense,Air Force,ORG-2825,FA8651,FA8651  AFRL RWK,0,38714911.9805,172
2011,Defense,Air Force,ORG-2825,FA8655,FA8655  EOARD AFOSR RSW,0,506877.0000,9
2011,Defense,Air Force,ORG-2825,FA8672,FA8672  AFLCMC EBMK,0,286610121.9531,34
2011,Defense,Air Force,ORG-2825,FA8675,FA8675  AFLCMC EBAK,NULL,35848700.9114,141
2011,Defense,Air Force,ORG-2825,FA8706,FA8706  ESC 350 ELSG PK,NULL,282476.0000,4
2011,Defense,Air Force,ORG-2825,FA8718,FA8718  ESC PKER,NULL,0.0000,5
2011,Defense,Air Force,ORG-2825,FA8903,FA8903  772 ESS PK,0,749817.0313,13
2011,Defense,Air Force,ORG-2825,FA9100,FA9100  AFTC PZ,NULL,24758640.0391,15
2011,Defense,Air Force,ORG-2825,FA9200,FA9200  AAC PKES,0,10397804.3933,88
2011,Defense,Air Force,ORG-2825,FA9201,FA9201  AAC PKET,0,31139245.3917,132
2011,Defense,Air Force,ORG-2825,FA9300,FA9300  AFTC PZR,NULL,20619120.8046,153
2011,Defense,Air Force,ORG-2825,FA9401,FA9401  377 CONS CC,NULL,83921110.3943,1491
2011,Defense,Air Force,ORG-2825,FA9422,FA9422  AFNWC PKE,NULL,11960131.5100,76
2011,Defense,Air Force,ORG-2825,FA9451,FA9451  DET 8  AFRL PKD,0,125907808.8009,816
2011,Defense,Air Force,ORG-2834,FA2517,FA2517  21 CONS LGC,NULL,317351618.2901,3099
2011,Defense,Air Force,ORG-2834,FA2521,FA2521  45 CONS LGC,NULL,356512960.6973,2651
2011,Defense,Air Force,ORG-2834,FA8773,FA8773  AFSPC 38 CONS,0,13266084.5740,14
2011,Defense,Air Force,ORG-2834,FA8803,FA8803  HQ SMC WM PKW,0,209491512.4766,43
2011,Defense,Air Force,ORG-2834,FA8806,FA8806  HQ SMC SN PKN,NULL,125786841.4074,83
2011,Defense,Army,ORG-2877,W911NF,W6QK ACC-APG DURHAM,NULL,231766258.3120,1176
2011,Defense,Army,ORG-2877,W911QY,W6QK ACC-APG NATICK,1,37907.5508,2
2011,Defense,Army,ORG-2877,W911RQ,W0MC USA DEP RED RIVER,1,18239.4102,1
2011,Defense,Army,ORG-2877,W911RZ,W6QM MICC-FT CARSON,1,44425.0000,1
2011,Defense,Army,ORG-2877,W911S1,W6QM MICC-FT DIX (RC-E),NULL,111985872.4261,2176
2011,Defense,Army,ORG-2877,W911SA,W6QM MICC-ARCC NORTH,1,3590.6899,1
2011,Defense,Army,ORG-2877,W911SR,W6QK ACC-APG,0,296382536.3522,517
2011,Defense,Army,ORG-2877,W91249,W6QM MICC-FT GORDON,NULL,184534864.0306,1707
2011,Defense,Army,ORG-2877,W9124D,W6QM MICC CTR-FT KNOX,1,22521.8599,4
2011,Defense,Army,ORG-2877,W9124E,W6QM MICC-FT POLK,NULL,251511154.9256,1313
2011,Defense,Army,ORG-2877,W9124M,W6QM MICC-FT STEWART,NULL,142924200.7664,2048
2011,Defense,Army,ORG-2877,W9124P,W6QK ACC-RSA,1,872810.4492,5
2011,Defense,Army,ORG-2877,W9125F,W6QK ACC-APG DENVER,NULL,18502154.0500,291
2011,Defense,Army,ORG-2877,W912C6,W6QM MICCC-FT JACKSON (RC-S),NULL,28434129.6534,573
2011,Defense,Army,ORG-2877,W912CM,0409 AQ HQ,1,186184.8049,7
2011,Defense,Army,ORG-2877,W91LV2,W6QM MICC CTR-FT DIX (RC),1,0.0000,1
2011,Defense,Army,ORG-2877,W91QEK,0408 AQ HQ     HQ PARC,1,6274.8000,2
2011,Defense,Army,ORG-2877,W91QF7,W6QM MICC-JB MYER-HENDERSON,NULL,32835165.8208,756
2011,Defense,Army,ORG-2877,W91WFU,0409 AQ HQ,NULL,0.0000,1
2011,Defense,Army,ORG-2877,W91WRZ,0410 AQ HQ,1,0.0000,6
2011,Defense,Army,ORG-2877,W91ZLK,W6QK ACC-APG DIR,0,28692671.1062,374
2011,Defense,Army,ORG-2878,W9115U,W6QM MICC-FT HOOD,NULL,106369904.5823,1009
2011,Defense,Army,ORG-2880,W911W5,W00Y CONTR OFC DODAAC,1,0.0000,1
2011,Defense,Army,ORG-2882,W81XWH,W4PZ USA MED RSCH ACQUIS ACT,0,94271473.3628,316
2011,Defense,Army,ORG-4774,W5K9UR,W6GZ ELE    RCC DWYER,NULL,69864575.2757,678
2011,Defense,Army,ORG-4774,W919QC,W6GZ ELE    RCC DELARAM,NULL,32204822.4478,231
2011,Defense,Army,ORG-4774,W91GF9,W6GZ ELE    RCC KIRKUK,NULL,-144576.8113,37
2011,Defense,DLA,ORG-2773,SP7000,DLA DOCUMENT SERVICES,NULL,6651455.6844,204
2011,Defense,DLA,ORG-2781,SPM530,DLA TROOP SUPPORT,NULL,1339699.0000,42
2011,Defense,DLA,ORG-2781,SPM5AA,DLA AVIATION,NULL,6739143.0667,967
2011,Defense,DLA,ORG-2781,SPM8EH,DLA TROOP SUPPORT,NULL,17257801.5501,697
2011,Defense,DLA,ORG-2783,SPRDL1,DLA LAND WARREN,0,162592.8750,1
2011,Defense,DLA,ORG-2784,SPM760,DLA LAND AND MARITIME,NULL,11077154.1299,467
2011,Defense,DLA,ORG-2784,SPM7M2,DLA LAND AND MARITIME SUPPLIER,1,2091323.5027,59
2011,Defense,DLA,ORG-2784,SPM7M3,DLA LAND AND MARITIME SUPPLIER,NULL,75794681.8746,4458
2011,Defense,DLA,ORG-2784,SPM7M5,DLA LAND AND MARITIME SUPPLIER,1,16455.7300,3
2011,Defense,DLA,ORG-2784,SPM7MB,DLA LAND AND MARITIME,1,110773.3927,6
2011,Defense,DLA,ORG-2784,SPM7MC,DLA LAND AND MARITIME,NULL,163440764.9035,8680
2011,Defense,DLA,ORG-2784,SPMYM2,DLA MARITIME - PUGET SOUND,1,6191.3300,6
2011,Defense,DLA,ORG-2784,SPMYM4,DLA MARITIME - PEARL HARBOR,0,61662.0000,3
2011,Defense,DLA,ORG-2786,SPM3SE,DLA TROOP SUPPORT,NULL,37021479.2011,1046
2011,Defense,DLA,ORG-2786,SPM5B1,DLA TROOP SUPPORT EUROPE&AFRICA,NULL,833623.2209,31
2011,Defense,DLA,ORG-2787,SP0406,DLA AVIATION,NULL,49807.8199,15
2011,Defense,DLA,ORG-2787,SPM493,DLA AVIATION,NULL,827244.8896,77
2011,Defense,DLA,ORG-2787,SPM4A0,DLA AVIATION,1,50336.0000,4
2011,Defense,DLA,ORG-2787,SPM4AX,DLA AVIATION,NULL,23187664.3983,1567
2011,Defense,DLA,ORG-2787,SPM5A2,DLA AVIATION,1,-33045.0000,8
2011,Defense,DLA,ORG-2787,SPM5A9,DLA AVIATION,NULL,6706877.6076,820
2011,Defense,DLA,ORG-2787,SPM7A6,DLA LAND AND MARITIME,NULL,1139090.6036,10
2011,Defense,DLA,ORG-2787,SPMWA6,"DLA AVIATION AT WARNER ROBINS, GA",NULL,1868349.8891,175
2011,Defense,DLA,ORG-2787,SPRRA2,"DLA AVIATION AT HUNTSVILLE, AL",NULL,75558614.7945,408
2011,Defense,DLA,ORG-2790,SPM100,DLA TROOP SUPPORT,NULL,255540.9502,4
2011,Defense,DLA,ORG-2791,SPM710,DLA LAND AND MARITIME,NULL,353005.0204,7
2011,Defense,MilitaryHealth,NULL,NULL,NULL,NULL,11885804959.7339,1850
2011,Defense,Navy,ORG-2937,N00055,COMMANDER FLEET CYBER CMD - OPS 3,NULL,63758.2099,3
2011,Defense,Navy,ORG-2937,N00166,NAVAL AIR FACILITY  CODE 70,NULL,0.0000,0
2011,Defense,Navy,ORG-2937,N00183,NAVAL MEDICAL CENTER PORTSMOUTH VA,NULL,72529255.9862,3969
2011,Defense,Navy,ORG-2937,N00207,NAVAL AIR STATION,NULL,175204.4571,18
2011,Defense,Navy,ORG-2937,N00232,NAVAL HOSPITAL JACKSONVILLE FL,NULL,5991082.1833,814
2011,Defense,Navy,ORG-2937,N00259,NAVAL MEDICAL CENTER SAN DIEGO CA,1,104064.8574,3
2011,Defense,Navy,ORG-2937,N00281,TRAINING SUPPORT CENTER,NULL,460301.7145,31
2011,Defense,Navy,ORG-2937,N00604,NAVSUP FLT LOG CTR PEARL HARBOR,0,2752866.0000,1
2011,Defense,Navy,ORG-2937,N0534A,PACIFIC MISSILE RANGE FACILITY,NULL,282010.1662,58
2011,Defense,Navy,ORG-2937,N0610A,NAVAL DIVING AND SALVAGE,NULL,27473.0000,13
2011,Defense,Navy,ORG-2937,N0622A,NAVY MEDICINE PROFESSIONAL,1,-1850.0601,2
2011,Defense,Navy,ORG-2937,N3654A,COMB JT TASK FORCE HORN OF AFRICA,1,9002177.1097,343
2011,Defense,Navy,ORG-2937,N40582,NAVY INSTALLATIONS COMMAND,NULL,249943.7115,20
2011,Defense,Navy,ORG-2937,N49093,NAVAL SPECIAL WARFARE ADV TRNG CMD,NULL,12319.9697,1
2011,Defense,Navy,ORG-2937,N49400,NAVSUP FLC  SIGONELLA BAHRAIN OFC,1,84315.3984,1
2011,Defense,Navy,ORG-2937,N57007,CDR US NAVAL FORCES CENTRAL COMMAND,NULL,17641.0000,2
2011,Defense,Navy,ORG-2937,N57046,NECC PACIFIC,NULL,614495.4472,45
2011,Defense,Navy,ORG-2937,N61028,NAVAL SUPPORT ACTIVITY YOKOSUKA,NULL,12638078.5584,174
2011,Defense,Navy,ORG-2937,N61031,NAVAL SUPPORT ACTIVITY ATSUGI,NULL,1236050.4742,251
2011,Defense,Navy,ORG-2937,N61822,NAVOPSPTCEN WHITE RIVER JCT,NULL,3137.0000,1
2011,Defense,Navy,ORG-2937,N61861,NAVOPSPTCEN SCHENECTADY,NULL,86183.2803,14
2011,Defense,Navy,ORG-2937,N61866,NAVOPSPTCEN NEW LONDON,NULL,41869.0000,9
2011,Defense,Navy,ORG-2937,N61877,NAVOPSPTCEN HARRISBURG,NULL,8163.7500,2
2011,Defense,Navy,ORG-2937,N61903,NAVOPSPTCEN ELEANOR,NULL,32749.1802,8
2011,Defense,Navy,ORG-2937,N61910,NAVOPSPTCEN AUGUSTA,NULL,25072.5400,7
2011,Defense,Navy,ORG-2937,N61919,NAVOPSPTCEN COLUMBUS GA,NULL,3120.0000,1
2011,Defense,Navy,ORG-2937,N61934,NAVOPSPTCEN CHATTANOOGA,NULL,13375.0000,1
2011,Defense,Navy,ORG-2937,N61949,NAVOPSPTCEN PENSACOLA,NULL,36136.4496,8
2011,Defense,Navy,ORG-2937,N61965,NAVOPSPTCEN OKLAHOMA CITY,NULL,21716.0000,6
2011,Defense,Navy,ORG-2937,N62031,NAVOPSPTCEN INDIANAPOLIS,NULL,31161.9900,9
2011,Defense,Navy,ORG-2937,N62035,NAVOPSPTCEN MILWAUKEE,NULL,29043.0000,11
2011,Defense,Navy,ORG-2937,N62126,NAVOPSPTCEN SALT LAKE CITY,NULL,20998.0000,5
2011,Defense,Navy,ORG-2937,N62410,NAVY RECRUITING DISTRICT PHOENIX,NULL,0.0000,0
2011,Defense,Navy,ORG-2937,N62439,NAVY RECRUITING DISTRICT MICHIGAN,NULL,436611.6167,41
2011,Defense,Navy,ORG-2937,N63082,CENTER FOR INFORMATION DOMINANCE,NULL,2362652.8925,97
2011,Defense,Navy,ORG-2937,N68139,NROTCU FLORIDA  A&M  UNIV,NULL,1006750.0000,7
2011,Defense,Navy,ORG-2937,N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,1,7373.5999,4
2011,Defense,Navy,ORG-2937,N68710,NROTCU VIRGINIA POLYTECHNIC,NULL,3920732.0498,11
2011,Defense,Navy,ORG-2937,N68986,NAVOPSPTCEN QUINCY,NULL,0.0000,11
2011,Defense,Navy,ORG-2937,V09934,FIGHTER SQUADRON 213  VF 213,NULL,57825.0797,5
2011,Defense,Navy,ORG-2937,V55614,TWENTY SECOND NAVAL CONST REGIMENT,NULL,23405.8899,3
2011,Defense,Navy,ORG-2939,N00033,MILITARY SEALIFT COMMAND,NULL,1319808149.1427,2200
2011,Defense,Navy,ORG-2939,N40442,MILITARY SEALIFT FLT SUPP CMD NORF,1,214396.0009,7
2011,Defense,Navy,ORG-2939,N40446,MILITARY SEALIFT FLEET SUPPORT CMD,NULL,27480052.4422,467
2011,Defense,Navy,ORG-2940,N00025,NAVAL FACILITIES ENGINEERING COMD,NULL,8539084.5498,35
2011,Defense,Navy,ORG-2940,N44255,NAVFAC NORTHWEST,0,2315607.0625,5
2011,Defense,Navy,ORG-2940,N62470,NAVAL FAC ENGINEEERING CMD ATLANTIC,NULL,210306491.1466,1106
2011,Defense,Navy,ORG-2940,N69450,NAVFAC SOUTHEAST,0,222888.0000,3
2011,Defense,Navy,ORG-2941,N00024,NAVSEA HQ,1,7429.0000,1
2011,Defense,Navy,ORG-2941,N00164,NSWC CRANE,0,630212185.6611,844
2011,Defense,Navy,ORG-2941,N00167,NSWC CARDEROCK,1,79971.8438,1
2011,Defense,Navy,ORG-2941,N00253,NAVAL UNDERSEA WARFARE CENTER,NULL,151100783.5493,2460
2011,Defense,Navy,ORG-2941,N50054,NORFOLK SHIP SUPPORT ACTIVITY,0,41226389.6102,64
2011,Defense,Navy,ORG-2941,N65538,NAVAL SEA LOGISTICS CENTER,0,44784.3711,1
2011,Defense,Navy,ORG-2943,M00263,COMMANDING GENERAL,NULL,28412046.0440,1309
2011,Defense,Navy,ORG-2943,M67001,COMMANDING GENERAL,1,5977.4000,3
2011,Defense,Navy,ORG-2943,M67004,COMMANDER,0,256770.0000,3
2011,Defense,Navy,ORG-2943,M67013,FISCAL OFFICER,NULL,59878.6517,54
2011,Defense,Navy,ORG-2943,M67386,CONTRACTING OFFICER,NULL,706272.1479,90
2011,Defense,Navy,ORG-2943,M67399,COMMANDING OFFICER,NULL,20117082.4672,682
2011,Defense,Navy,ORG-2943,M84001,8TH MARINE CORPS DISTRICT,NULL,446358.0797,59
2011,Defense,Navy,ORG-2944,N65236,SPAWAR SYSTEMS CENTER ATLANTIC,1,114299553.3863,125
