"","ProductOrServiceArea","ProductOrServiceCode","ProductOrServiceCodeText","Total","OCO","MinOfTotalFiscalYear","MaxOfTotalFiscalYear","MinOfOCOfiscalYear","MaxOfOCOfiscalYear","OCOrate"
"1788","Other","6640","LABORATORY EQUIPMENT AND SUPPLIES",13.0038843933569,0.0288509169172851,2000,2016,2005,2016,0.00221863837331742
"1789","Other","6645","TIME MEASURING INSTRUMENTS",0.190019912696414,0.000177764465793748,2000,2016,2005,2015,0.000935504407255223
"1790","Other","6650","OPTICAL INSTRUMENTS",3.24068600265763,0.0045503032571801,2000,2016,2005,2016,0.00140411729289677
"1791","Other","6655","GEOPHYSICAL INSTRUMENTS",0.36714693956639,0.000589062390474973,2000,2016,2007,2016,0.00160443225039727
"1792","Other","6660","METEOROLOG INSTRUMENTS & APPARATUS",0.882075786197407,0.000824084678168725,2000,2016,2008,2015,0.000934256093482989
"1793","Other","6665","HAZARD-DETECTING INSTRU & APPARATUS",4.99730422229456,0.0183145102288555,2000,2016,2003,2016,0.00366487798504416
"1794","Other","6670","SCALES AND BALANCES",0.181324362756849,0.000902169270774259,2000,2016,2005,2016,0.00497544432009968
"1795","Other","6675","DRAFTING SURVEYING & MAPPING INSTRU",0.481209810860407,0.00095408618558264,2000,2016,2007,2016,0.00198268232286604
"1796","Other","6680","LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",1.07206489795687,0.000991846457057189,2000,2016,2006,2016,0.000925173894740362
"1797","Other","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",1.45183879622017,0.00312302100305161,2000,2016,2007,2016,0.00215107972812294
"1798","Other","6695","COMBINATION & MISC INSTRUMENTS",2.00432103620014,0.00225284075821054,2000,2016,2003,2016,0.00112399197410089
"1799","Other","6710","CAMERAS, MOTION PICTURE",0.635272773628888,0.00188355836291006,2000,2016,2007,2016,0.00296496000001787
"1800","Other","6720","CAMERAS, STILL PICTURE",0.370636220564268,0.000838978357534539,2000,2016,2006,2016,0.00226361675137215
"1801","Other","6730","PHOTOGRAPHIC PROJECTION EQUIPMENT",0.345016101094607,0.000636299749935559,2000,2016,2005,2016,0.00184426102989634
"1802","Other","6740","PHOTO DEVELOPLNG & FINISHING EQ",0.0442729886944574,0.000406941886117826,2000,2016,2005,2016,0.00919165157171265
"1803","Other","6750","PHOTOGRAPHIC SUPPLIES",0.165627209470286,0.000350068939496174,2000,2016,2003,2015,0.00211359558985371
"1804","Other","6760","PHOTOGRAPHIC EQ & ACCESSORIES",0.65189957445436,0.00306368457949308,2000,2016,2004,2016,0.00469962659824925
"1805","Other","6770","FILM, PROCESSED",0.0819727872534556,1.67134669265235e-05,2000,2016,2007,2014,0.000203890431038368
"1806","Other","6780","PHOTOGRAPHIC SETS KITS & OUTFITS",0.102315751459699,0.000113334604102124,2000,2016,2007,2014,0.00110769458744351
"1807","Other","68","CHEMICALS AND CHEMICAL PRODUCTS",5.48015565824585e-05,0,2004,2005,NA,NA,0
"1808","Other","6810","CHEMICALS",5.05667812969965,0.00647365347083356,2000,2016,2004,2016,0.00128021861482769
"1809","Other","6820","DYES",0.03657741898597,1.7134053183721e-05,2000,2016,2012,2013,0.000468432537306502
"1810","Other","6830","GASES: COMPRESSED AND LIQUEFIED",6.27160537761046,0.00212413578240105,2000,2016,2006,2016,0.00033869091795606
"1811","Other","6840","PEST CONT AGENTS & DISINFECTANTS",0.279308281820416,0.000150399585332521,2000,2016,2006,2016,0.000538471628382368
"1812","Other","6850","MISCELLANEOUS CHEMICAL SPECIALTIES",1.70593674749975,0.000782141150637524,2000,2016,2003,2015,0.000458481917212842
"1813","Other","69","TRAINING AIDS AND DEVICES",1.20484283764953e-05,0,2004,2005,NA,NA,0
"1814","Other","6910","TRAINING AIDS",13.8213083669042,0.0490202638142616,2000,2016,2004,2016,0.0035467165996848
"1815","Other","6920","ARMAMENT TRAINING DEVICES",1.84145777749947,0.0201587893987523,2000,2016,2003,2016,0.010947190668757
"1816","Other","6930","OPERATION TRAINING DEVICES",11.0575956910288,0.0217834080938606,2000,2016,2006,2016,0.00196999498828971
"1817","Other","6940","COMMUNICATION TRAINING DEVICES",1.37714226990505,0.0118566815261809,2000,2016,2007,2015,0.00860962718615728
"1818","Other","71","FURNITURE",9.70789128455413e-05,0,2004,2008,NA,NA,0
"1819","Other","7105","HOUSEHOLD FURNITURE",3.15947602733283,0.0200834669887877,2000,2016,2003,2016,0.00635658153916799
"1820","Other","7110","OFFICE FURNITURE",17.0406884112961,0.0387154426189806,2000,2016,2003,2016,0.00227194123174722
"1821","Other","7125","CABINETS LOCKERS BINS & SHELVING",1.71292850933791,0.00958989883026259,2000,2016,2004,2016,0.0055985400312879
"1822","Other","7195","MISC FURNITURE & FIXTURES",1.94155358503985,0.023214164724434,2000,2016,2004,2016,0.0119564893306601
"1823","Other","7210","HOUSEHOLD FURNISHINGS",1.7845544475105,0.00988068193946147,2000,2016,2003,2016,0.00553677807547161
"1824","Other","7220","FLOOR COVERINGS",0.700339478841429,0.00190840045648309,2000,2016,2005,2016,0.00272496484082285
"1825","Other","7230","DRAPERIES, AWNINGS, AND SHADES",0.259679025929875,0.000703379876587212,2000,2016,2004,2016,0.00270865108981562
"1826","Other","7240","HOUSEHOLD & COMM UTIL CONTAINERS",0.128941456649385,0.00143151003733696,2000,2016,2008,2016,0.0111020153993567
"1827","Other","7290","MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES",0.520687063178201,0.0107084326729166,2000,2016,2003,2016,0.0205659664512382
"1828","Other","7310","FOOD COOKING BAKING SERVING EQ",1.19424456375702,0.00543344609548658,2000,2016,2006,2016,0.00454969296941431
"1829","Other","7320","KITCHEN EQUIPMENT AND APPLIANCES",0.758688584556247,0.00569816390503082,2000,2016,2004,2016,0.00751054387929619
"1830","Other","7330","KITCHEN HAND TOOLS AND UTENSILS",0.069806014684942,0.000849783946598945,2000,2016,2006,2016,0.0121735061145419
"1831","Other","7340","CUTLERY AND FLATWARE",0.100341741142966,4.07669820450342e-05,2000,2016,2007,2015,0.000406281389785231
"1832","Other","7350","TABLEWARE",0.141651188307991,0.000386898453942605,2000,2016,2007,2016,0.00273134633435884
"1833","Other","7360","SET KIT & OUTFIT FOOD PREP & SERV",0.772018308287006,0.00102408946619968,2000,2016,2004,2016,0.00132650930063043
"1834","Other","7420","ACCOUNTING AND CALCULATING MACHINES",0.0360888244458768,0.00013926880222259,2000,2016,2007,2016,0.00385905621368894
"1835","Other","7430","TYPEWRITER & OFFICE COMPOSING MACH",0.0318566048269564,0.00100531643941172,2000,2016,2006,2014,0.0315575512479295
"1836","Other","7435","OFFICE INFORMATION SYSTEM EQUIPMENT",1.59577086330851,0.0191243369258222,2000,2016,2006,2016,0.0119843878375945
"1837","Other","7450","OFFICE SOUND RECORDING REPRO MACH",0.732094468444609,0.00019987454612624,2000,2016,2007,2016,0.000273017424309856
"1838","Other","7460","VISIBLE RECORD EQUIPMENT",0.0656098465528137,0.000241645487811188,2000,2016,2006,2014,0.00368306741300899
"1839","Other","7490","MISCELLANEOUS OFFICE MACHINES",1.31591885253852,0.00921633284777332,2000,2016,2003,2016,0.00700372430259986
"1840","Other","75","OFFICE SUPPLIES AND DEVICES",1.1582615924349e-05,0,2004,2005,NA,NA,0
"1841","Other","7510","OFFICE SUPPLIES",7.70721842906981,0.0139366501543642,2000,2016,2004,2016,0.0018082593976834
"1842","Other","7520","OFFICE DEVICES AND ACCESSORIES",1.01576206131955,0.00419790053612818,2000,2016,2005,2016,0.00413275972394048
"1843","Other","7530","STATIONERY AND RECORD FORMS",0.927998734760585,0.000217453462802137,2000,2016,2006,2015,0.000234325171637478
"1844","Other","7540","STANDARD FORMS",0.124194006642885,2.76223884061359e-07,2000,2016,2012,2013,2.22413215845133e-06
"1845","Other","76","BOOKS, MAPS, OTHER PUBLICATIONS",1.68529526559782e-06,0,2005,2008,NA,NA,0
"1846","Other","7610","BOOKS AND PAMPHLETS",1.93753370386492,0.00686571284919267,2000,2016,2004,2016,0.00354353208695012
"1847","Other","7630","NEWSPAPERS AND PERIODICALS",1.21648372699162,0.00252884005682207,2000,2016,2004,2016,0.00207881124976157
"1848","Other","7640","MAPS, ATLASES, CHARTS, AND GLOBES",1.01955175514675,0.000154376309689025,2000,2016,2007,2013,0.000151415863794776
"1849","Other","7641","AERO MAPS, CHARTS, GEODETIC PRODS",0.0178688501819729,9.48164533347107e-06,2000,2016,2008,2016,0.000530624256004827
"1850","Other","7642","HYDRO MAPS, CHARTS, GEODESIC PROJ",0.00269414443933572,0,2000,2016,NA,NA,0
"1851","Other","7643","TOPOGRAPHIC MAPS, CHARTS AND GEODETIC PRODUCTS",0.00509434686220174,0,2000,2016,NA,NA,0
"1852","Other","7644","DIGITAL MAPS, CHARTS AND GEODETIC PRODUCTS",0.127061131296512,0.000162903588171613,2000,2016,2009,2015,0.00128208828702665
"1853","Other","7650","DRAWINGS AND SPECIFICATIONS",0.191487171157662,0,2000,2016,NA,NA,0
"1854","Other","7660","SHEET AND BOOK MUSIC",0.00409515280166787,2.32560634484648e-06,2001,2016,2016,2016,0.000567892446870189
"1855","Other","7670","MICROFILM, PROCESSED",0.118552472279483,0.000174344620663178,2000,2016,2009,2010,0.00147061142893897
"1856","Other","7690","MISCELLANEOUS PRINTED MATTER",2.50797179260378,0.00185812626898341,2000,2016,2004,2016,0.000740888025321172
"1857","Other","7710","MUSICAL INSTRUMENTS",0.118248138586604,0.000443374415572408,2000,2016,2004,2015,0.00374952553902305
"1858","Other","7720","MUSICAL INSTRUMENT PARTS & ACC",0.0254632958127974,0.000147513147855242,2000,2016,2006,2015,0.00579316789702864
"1859","Other","7730","PHONOGRAPH,RADIO & TV-HOME TYPE",0.215932525312959,0.00227827097925998,2000,2016,2006,2016,0.0105508467330616
"1860","Other","7735","PARTS AND ACCESSORIES OF PHONOGRAPHS, RADIOS, AND TELEVISION SET: HOME TYPE",0.0340934457773787,0.000294568210728805,2007,2016,2009,2016,0.00864002461506117
"1861","Other","7740","PHONOGRAPH RECORDS",0.0152491523552884,0,2000,2016,NA,NA,0
"1862","Other","7810","ATHLETIC AND SPORTING EQUIPMENT",0.527280965651134,0.00319684311923745,2000,2016,2005,2016,0.00606288359999816
"1863","Other","7820","GAMES, TOYS, AND WHEELED GOODS",0.0763091273031164,1.98286942433594e-05,2000,2016,2007,2015,0.000259846953361104
"1864","Other","7830","RECREATIONAL & GYMNASTIC EQ",0.676602164484059,0.00248187941322287,2000,2016,2003,2016,0.00366815174928596
"1865","Other","7910","FLOOR POLISHERS & VACUUM CLEANERS",0.397807869363371,0.000258509266601497,2000,2016,2007,2016,0.000649834471638784
"1866","Other","7920","BROOMS, BRUSHES, MOPS, AND SPONGES",0.416197306672633,0.00109515668044807,2000,2016,2008,2015,0.00263134014298052
"1867","Other","7930","CLEANING AND POLISHING COMPOUNDS AND PREPARATIONS",1.06858046330891,0.00225111749930695,2000,2016,2007,2016,0.00210664294978429
"1868","Other","8010","PAINT,DOPE,VARNISH & RELATED PROD",1.07888323967729,0.0021185354745417,2000,2016,2007,2016,0.0019636373952527
"1869","Other","8020","PAINT AND ARTISTS' BRUSHES",0.0453003364132432,0.000395933602939892,2000,2016,2009,2016,0.00874019122789877
"1870","Other","8030","PRESERVATIVE AND SEALING COMPOUNDS",0.448835367856117,8.04905417996773e-05,2000,2016,2007,2016,0.000179331994678013
"1871","Other","8040","ADHESIVES",0.202228514069337,0.000324642721183167,2000,2016,2006,2014,0.0016053261464002
"1872","Other","8105","BAGS AND SACKS",1.58046206967616,0.000615775989900021,2000,2016,2004,2016,0.000389617695808539
"1873","Other","8110","DRUMS AND CANS",0.2312587706132,0.0056523766695654,2000,2016,2003,2015,0.0244417829195308
"1874","Other","8115","BOXES, CARTONS, AND CRATES",0.787143409527938,0.000665163733040163,2000,2016,2004,2014,0.000845035002502367
"1875","Other","8120","COMMERCIAL AND INDUSTRIAL GAS CYLINDERS",0.103521751629986,0.000559796781946751,2000,2016,2006,2016,0.00540752811010786
"1876","Other","8125","BOTTLES AND JARS",0.0798166197294856,0.00043863989229456,2000,2016,2009,2010,0.00549559595208615
"1877","Other","8130","REELS AND SPOOLS",0.0157797747062477,0,2000,2016,NA,NA,0
"1878","Other","8135","PACKAGING & PACKING BULK MATERIALS",0.811488294219642,0.00039462167933157,2000,2016,2006,2015,0.00048629374218029
"1879","Other","8145","SPECIAL SHIPPING & STORAGE CONTAIN",3.31107804220244,0.00947294610982181,2000,2016,2004,2016,0.00286098545219449
"1880","Other","8150","FREIGHT CONTAINERS",0.126027665680889,0.000437349582265384,2012,2016,2012,2016,0.00347026646810062
"1881","Other","8457","Jewelery",2.00421595068606e-05,0,2016,2016,NA,NA,0
"1882","Other","8720","FERTILIZERS",0.0549236698883113,4.32773012135913e-05,2000,2016,2009,2014,0.000787953559942313
"1883","Other","8730","SEEDS AND NURSERY STOCK",0.406064606482458,0.0010124951496078,2000,2016,2006,2015,0.00249343363948549
"1884","Other","8820","LIVE ANIMALS, NOT RAISED FOR FOOD",0.665031346225121,0.00049806371576884,2000,2016,2006,2015,0.000748932691061813
"1885","Other","9310","PAPER AND PAPERBOARD",2.66256297296286,0.0007000129897888,2000,2016,2006,2016,0.000262909458629569
"1886","Other","9320","RUBBER FABRICATED MATERIALS",0.123192228861319,0.000155070466481897,2000,2016,2006,2016,0.00125876825117324
"1887","Other","9330","PLASTICS FABRICATED MATERIALS",0.676899680042645,0.000709049326051974,2000,2016,2003,2016,0.00104749543685307
"1888","Other","9340","GLASS FABRICATED MATERIALS",0.302208849349316,0.000212567923218377,2000,2016,2009,2016,0.000703380869475053
"1889","Other","9350","REFRACTORIES & FIRE SURFACING MAT",0.0520883181397784,0,2000,2016,2014,2014,0
"1890","Other","9390","MISC FABRICATED NONMETAL MATERIALS",0.575424729891826,0.0105937615622527,2000,2016,2003,2016,0.0184103341617665
"1891","Other","9410","CRUDE GRADES OF PLANT MATERIALS",0.0257915143836643,0.000366132803795155,2000,2016,2015,2016,0.0141958629628609
"1892","Other","9420","FIBERS VEGETABLE ANIMAL & SYNTHETIC",0.0143974924833168,2.45529350585482e-05,2000,2016,2011,2011,0.00170536189457985
"1893","Other","9430","MISC CRUDE ANIMAL PRODS - INEDIBLE",0.0232976122007826,4.67241300140504e-05,2000,2016,2016,2016,0.00200553299674552
"1894","Other","9440","MISC CRUDE AGRI & FORESTRY PROD",7.91919625372624,0.00015159963,2000,2016,2012,2015,1.91433101469947e-05
"1895","Other","9450","NONMETALLIC SCRAP, EXCEPT TEXTILE",0.00217028231593318,0,2001,2016,NA,NA,0
"1896","Other","9505","WIRE, NONELECTRICAL",0.0596290575590792,5.90987999124649e-05,2000,2016,2007,2014,0.000991107395147258
"1897","Other","9510","BARS AND RODS",0.206194843387185,0.000467239227043976,2000,2016,2006,2013,0.00226600830248024
"1898","Other","9515","PLATE, SHEET, STRIP, FOIL, AND LEAF",0.954075168015094,0.000549291708673164,2000,2016,2005,2015,0.000575732109049582
"1899","Other","9520","STRUCTURAL SHAPES",0.394944819204139,0.00640629842707055,2000,2016,2007,2016,0.0162207430394454
"1900","Other","9525","WIRE NONELECT NONFERROUS BASE METAL",0.027595602162223,0,2000,2016,NA,NA,0
"1901","Other","9530","BARS & RODS NONFERROUS BASE METAL",0.135561885134954,0.000161442127707653,2000,2016,2007,2015,0.00119091090793651
"1902","Other","9535","PLATE SHEET STRIP-NONFERROUS METAL",2.11060338891729,0.000190940997326582,2000,2016,2006,2016,9.04674930066003e-05
"1903","Other","9540","STRUCTURAL SHAPES NONFERROUS METAL",0.161728258414234,0.00139415022961726,2000,2016,2006,2016,0.00862032549714615
"1904","Other","9545","PLATE, SHEET, STRIP, FOIL, AND WIRE: PRECIOUS METAL",0.346611814240558,7.13171833363494e-06,2000,2016,2007,2008,2.05755200504658e-05
"1905","Other","9610","ORES",0.247705328697192,7.487135e-05,2000,2016,2007,2015,0.000302259747070386
"1906","Other","9620","MINERALS, NATURAL AND SYNTHETIC",0.762524462747606,0.000732960027216774,2000,2016,2008,2016,0.000961228213683398
"1907","Other","9630","ADDITIVE METAL MATERIALS",0.0757880811052775,0,2000,2016,NA,NA,0
"1908","Other","9640","IRON & STEEL PRIMARY & SEMIFINISHED",0.3707136776506,0.000243759723752186,2000,2016,2007,2016,0.000657541759173857
"1909","Other","9650","NONFERROUS BASE METAL REFINERY",4.21817906328595,1.91213878260748e-05,2000,2016,2011,2016,4.53309059174441e-06
"1910","Other","9660","PRECIOUS METALS PRIMARY FORMS",26.1486327299432,0.0186275381350275,2000,2016,2010,2015,0.00071237140111333
"1911","Other","9670","IRON AND STEEL SCRAP",0.00711815576578574,2.33442869613012e-05,2000,2016,2012,2016,0.00327954146121784
"1912","Other","9680","NONFERROUS SCRAP",0.00319877583689105,0,2001,2016,NA,NA,0
"1913","Other","99","MISCELLANEOUS",0.000974713248659908,0,2002,2007,NA,NA,0
"1914","Other","9905","SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES",0.955482092199532,0.0030274183606015,2000,2016,2003,2016,0.00316847210985644
"1915","Other","9915","COLLECTORS AND/OR HISTORICAL ITEMS",0.158505966487994,0.000349705363041352,2000,2016,2006,2016,0.00220625993323627
"1916","Other","9920","SMOKERS' ARTICLES AND MATCHES",0.0236736583586151,9.50851441975333e-06,2000,2016,2012,2012,0.000401649558159356
"1917","Other","9925","ECCLESIASTICAL EQ FURNISHING & SUP",0.0369768167523697,5.93870765006194e-05,2000,2016,2006,2012,0.00160606243902305
"1918","Other","9930","MEMORIALS-CEMETERY & MORTUARY EQ",0.792724462685626,0.0031638483176978,2000,2016,2003,2016,0.0039911072089023
"1919","Other","9998","NON-FOOD ITEMS FOR RESALE",6.79728142555787,0.000187878235219435,2000,2016,2009,2012,2.76402025246462e-05
"1920","Other","9999","MISCELLANEOUS ITEMS",57.1414972438256,0.504599861159639,2000,2016,2003,2016,0.00883070772553415
"1921","PAMS","AA16","R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (MANAGEMENT/SUPPORT)",0.0002144830651902,0,2002,2016,NA,NA,0
"1922","PAMS","AA26","R&D- AGRICULTURE: MARKETING (MANAGEMENT/SUPPORT)",0.00241356639704029,0,2000,2016,NA,NA,0
"1923","PAMS","AA36","R&D- AGRICULTURE: PRODUCTION (MANAGEMENT/SUPPORT)",0.000503074289432618,0,2002,2016,NA,NA,0
"1924","PAMS","AA96","R&D- AGRICULTURE: OTHER (MANAGEMENT/SUPPORT)",0.00914812200202737,1.10769552619018e-05,2000,2016,2013,2014,0.0012108447241354
"1925","PAMS","AB16","R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (MANAGEMENT/SUPPORT)",0.000278467714498653,0,2005,2015,NA,NA,0
"1926","PAMS","AB26","R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (MANAGEMENT/SUPPORT)",0.125129379235495,0,2000,2016,NA,NA,0
"1927","PAMS","AB36","R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (MANAGEMENT/SUPPORT)",0.00353798331521146,3.27153845787369e-05,2002,2016,2012,2012,0.00924690188279804
"1928","PAMS","AB46","R&D-URBAN SVCS & DEVELOP-MGMT SUP",0.00520733875488711,0,2001,2016,NA,NA,0
"1929","PAMS","AB96","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (MANAGEMENT/SUPPORT)",0.276978843250023,-1.83776365723884e-05,2000,2016,2013,2015,-6.63503260998142e-05
"1930","PAMS","AC16","R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)",1.09152932691861,0.000715878559018435,2000,2016,2008,2009,0.000655849129623813
"1931","PAMS","AC26","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT)",5.46225468783994,0,2000,2016,NA,NA,0
"1932","PAMS","AC36","DEFENSE SHIPS (MANAGEMENT/SUPPORT)",0.40524372874585,0,2000,2016,NA,NA,0
"1933","PAMS","AC46","R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (MANAGEMENT/SUPPORT)",0.0294933696179397,0,2000,2015,NA,NA,0
"1934","PAMS","AC56","R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT)",2.36189746700563,0,2000,2016,NA,NA,0
"1935","PAMS","AC66","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT)",1.37311122049394,0.00323780315221263,2000,2016,2008,2012,0.00235800502092461
"1936","PAMS","AC96","R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT)",0.0488322508806416,0,2000,2016,NA,NA,0
"1937","PAMS","AD16","AMMUNITION (MANAGEMENT/SUPPORT)",0.0358642860734488,0,2000,2016,NA,NA,0
"1938","PAMS","AD26","R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT)",15.6537022025683,0.0107754024978251,2000,2016,2006,2016,0.00068836128082577
"1939","PAMS","AD36","R&D- DEFENSE OTHER: SUBSISTENCE (MANAGEMENT/SUPPORT)",0.00711586071829257,2.21119999953299e-05,2001,2016,2009,2009,0.00310742450853305
"1940","PAMS","AD46","R&D-TEXTILES,CLOTHING,ETC-MGMT SUP",0.000174093131404679,0,2005,2015,NA,NA,0
"1941","PAMS","AD56","R&D- DEFENSE OTHER: FUELS/LUBRICANTS (MANAGEMENT/SUPPORT)",0.00341072455308273,0,2000,2016,NA,NA,0
"1942","PAMS","AD66","CONSTRUCTION (MANAGEMENT/SUPPORT)",0.799602968924434,-4.98560197700807e-05,2000,2016,2011,2011,-6.23509688028589e-05
"1943","PAMS","AD96","OTHER DEFENSE (MANAGEMENT/SUPPORT)",2.42086614552441,0.000580553232870187,2000,2016,2007,2016,0.000239812198598211
"1944","PAMS","AE16","R&D-EMPL GROW-PRODUCTIVTY-MGMT SUP",0.0094017436056326,8.50870610649278e-06,2000,2016,2011,2011,0.000905013629747912
"1945","PAMS","AE26","R&D- ECONOMIC GROWTH: PRODUCT/SERVICE IMPROVEMENT (MANAGEMENT/SUPPORT)",0.0418290445395047,4.24519050883469e-06,2000,2016,2010,2010,0.00010148906233862
"1946","PAMS","AE36","R&D- ECONOMIC GROWTH: MANUFACTURING TECHNOLOGY (MANAGEMENT/SUPPORT)",0.04167531833575,0,2000,2016,NA,NA,0
"1947","PAMS","AE96","R&D- ECONOMIC GROWTH: OTHER (MANAGEMENT/SUPPORT)",0.166045444310199,1.02923105534434e-05,2000,2016,2013,2013,6.19849017610846e-05
"1948","PAMS","AF16","EDUCATION (MANAGEMENT/SUPPORT)",0.606506468107819,0.000111566247153751,2000,2016,2005,2012,0.000183948981618969
"1949","PAMS","AG16","COAL (MANAGEMENT/SUPPORT)",3.43642098725103e-05,0,2005,2015,NA,NA,0
"1950","PAMS","AG26","GAS (MANAGEMENT/SUPPORT)",0.00415582731879608,0,2003,2016,NA,NA,0
"1951","PAMS","AG46","R&D- ENERGY: WIND (MANAGEMENT/SUPPORT)",0.000566852288194697,0,2008,2016,NA,NA,0
"1952","PAMS","AG56","NUCLEAR (MANAGEMENT/SUPPORT)",3.123306560697,0,2001,2016,NA,NA,0
"1953","PAMS","AG66","PETROLEUM (MANAGEMENT/SUPPORT)",0.00694430377675681,0.000199406813694709,2003,2016,2008,2008,0.0287151628305981
"1954","PAMS","AG76","R&D- ENERGY: SOLAR/PHOTOVOLTAIC (MANAGEMENT/SUPPORT)",0.000205979985904011,0,2011,2014,NA,NA,0
"1955","PAMS","AG86","R&D-CONSERV OF ENERGY-MGMT SUP",0.0109494026589458,0,2000,2016,NA,NA,0
"1956","PAMS","AG96","OTHER ENERGY (MANAGEMENT/SUPPORT)",0.213877099496235,0,2000,2016,NA,NA,0
"1957","PAMS","AH16","R&D-POLLUTION CONT/ABATE-MGMT SUP",0.000144033778568744,0,2003,2016,NA,NA,0
"1958","PAMS","AH26","AIR POLLUTION (MANAGEMENT/SUPPORT)",0.06754286686751,2.78783012100969e-05,2000,2016,2006,2006,0.00041274974698338
"1959","PAMS","AH36","R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (MANAGEMENT/SUPPORT)",0.00186350790864485,0,2000,2016,NA,NA,0
"1960","PAMS","AH46","R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (MANAGEMENT/SUPPORT)",0.000109036182986464,0,2002,2012,NA,NA,0
"1961","PAMS","AH56","R&D-OTHER POLLUTION-MGMT SUP",0.000138713264683471,0,2000,2000,NA,NA,0
"1962","PAMS","AH96","R&D- ENVIRONMENTAL PROTECTION: OTHER (MANAGEMENT/SUPPORT)",0.325065348014917,0,2000,2016,NA,NA,0
"1963","PAMS","AJ16","R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (MANAGEMENT/SUPPORT)",0.677994354714962,0,2000,2016,NA,NA,0
"1964","PAMS","AJ26","R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (MANAGEMENT/SUPPORT)",0.0373340734611806,0,2000,2016,NA,NA,0
"1965","PAMS","AJ36","R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (MANAGEMENT/SUPPORT)",0.129826835896285,1.22816418073544e-05,2000,2016,2007,2007,9.46001781724534e-05
"1966","PAMS","AJ46","ENGINEERING (MANAGEMENT/SUPPORT)",1.32580191597624,0.000468609133207519,2000,2016,2006,2010,0.000353453353446443
"1967","PAMS","AJ56","LIFE SCIENCES (MANAGEMENT/SUPPORT)",0.050690314177676,0,2002,2016,NA,NA,0
"1968","PAMS","AJ66","R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (MANAGEMENT/SUPPORT)",0.0214540381792759,0,2000,2016,NA,NA,0
"1969","PAMS","AJ76","R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (MANAGEMENT/SUPPORT)",0.0451980646794902,9.89070459564799e-05,2000,2016,2013,2013,0.0021883026775118
"1970","PAMS","AJ96","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (MANAGEMENT/SUPPORT)",0.183686710063384,2.42302412119642e-05,2000,2016,2010,2010,0.000131910692959785
"1971","PAMS","AK16","HOUSING (MANAGEMENT/SUPPORT)",1.13595991135168,3.00397197657875e-05,2001,2016,2010,2010,2.64443484894138e-05
"1972","PAMS","AL16","EMPLOYMENT (MANAGEMENT/SUPPORT)",0.0633971582528314,0,2000,2016,NA,NA,0
"1973","PAMS","AL26","R&D- INCOME SECURITY: INCOME MAINTENANCE (MANAGEMENT/SUPPORT)",0.00954697192561787,0,2000,2014,NA,NA,0
"1974","PAMS","AL92","R&D-OTHER INCOME SECURITY-A RES/EXP",4.3518003298683e-05,0,2008,2011,NA,NA,0
"1975","PAMS","AL96","R&D-OTHER INCOME SECURITY-MGMT SUP",0.00142810937924553,0,2003,2016,NA,NA,0
"1976","PAMS","AM16","R&D- INTERNATIONAL AFFAIRS AND COOPERATION (MANAGEMENT/SUPPORT)",0.00821380380284255,0,2005,2016,NA,NA,0
"1977","PAMS","AN16","BIOMEDICAL (MANAGEMENT/SUPPORT)",0.864627031443076,8.85144689678181e-07,2000,2016,2008,2008,1.02373006798187e-06
"1978","PAMS","AN26","R&D- MEDICAL: DRUG DEPENDENCY (MANAGEMENT/SUPPORT)",0.0336952105804892,0,2000,2016,NA,NA,0
"1979","PAMS","AN36","R&D-ALCOHOL DEPENDENCY-MGMT SUP",0.000127021899186207,0,2000,2010,NA,NA,0
