"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","IncludeInTOA","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"309",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","U",2013,"Base",NA,NA,42845,NA,NA
"310",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Traumatic Injury Protection Coverage (T-SGLI)","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"311",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"312",2014,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"313",2014,"2010A","Military Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,2785551,NA,NA
"314",2014,"2010A","Military Personnel, Army","ARMY","","Less Reimbursables","","Less Reimbursables","N","Add","U",2013,"Base",NA,NA,-253892,NA,NA
"315",2014,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","01","Health Care Contribution - Officers","300","Military Personnel, Army","Y","Add","U",2013,"Base",NA,NA,297248,NA,NA
"316",2014,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","02","Health Care Contribution - Enlisted","300","Military Personnel, Army","Y","Add","U",2013,"Base",NA,NA,1548545,NA,NA
"317",2014,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,382021,NA,NA
"318",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2013,"Base",NA,NA,1447614,NA,NA
"319",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","U",2013,"Base",NA,NA,38868,NA,NA
"320",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2013,"Base",NA,NA,275318,NA,NA
"321",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","U",2013,"Base",NA,NA,12665,NA,NA
"322",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","U",2013,"Base",NA,NA,7473,NA,NA
"323",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2013,"Base",NA,NA,216544,NA,NA
"324",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2013,"Base",NA,NA,283620,NA,NA
"325",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2013,"Base",NA,NA,2060896,NA,NA
"326",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2013,"Base",NA,NA,41063,NA,NA
"327",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","U",2013,"Base",NA,NA,66834,NA,NA
"328",2014,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Add","U",2013,"Base",NA,NA,62858,NA,NA
"329",2014,"2070A","Reserve Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,-198095,NA,NA
"330",2014,"1005A","MEDICARE - Retiree Health Care Contribution, A RES","ARMY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Army","Y","Add","U",2013,"Base",NA,NA,428108,NA,NA
"331",2014,"1005A","MEDICARE - Retiree Health Care Contribution, A RES","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,93808,NA,NA
"332",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2013,"Base",NA,NA,2446262,NA,NA
"333",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2013,"Base",NA,NA,623345,NA,NA
"334",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Add","U",2013,"Base",NA,NA,29528,NA,NA
"335",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2013,"Base",NA,NA,500423,NA,NA
"336",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2013,"Base",NA,NA,536856,NA,NA
"337",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2013,"Base",NA,NA,3855110,NA,NA
"338",2014,"2060A","National Guard Personnel, Army","ARMY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2013,"Base",NA,NA,111683,NA,NA
"339",2014,"2060A","National Guard Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,-471138,NA,NA
"340",2014,"1006A","MEDICARE - Retiree Health Care Contribution, A GUARD","ARMY","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Army","Y","Add","U",2013,"Base",NA,NA,746538,NA,NA
"341",2014,"1006A","MEDICARE - Retiree Health Care Contribution, A GUARD","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,162935,NA,NA
"342",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","U",2013,"Base",NA,NA,3949301,NA,NA
"343",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","U",2013,"Base",NA,NA,1266753,NA,NA
"344",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","U",2013,"Base",NA,NA,1381431,NA,NA
"345",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","U",2013,"Base",NA,NA,158373,NA,NA
"346",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","U",2013,"Base",NA,NA,135303,NA,NA
"347",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","U",2013,"Base",NA,NA,423059,NA,NA
"348",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","U",2013,"Base",NA,NA,108203,NA,NA
"349",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","U",2013,"Base",NA,NA,33001,NA,NA
"350",2014,"1453N","Military Personnel, Navy","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","U",2013,"Base",NA,NA,300287,NA,NA
"351",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Add","U",2013,"Base",NA,NA,8439026,NA,NA
"352",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Add","U",2013,"Base",NA,NA,2708787,NA,NA
"353",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","Y","Add","U",2013,"Base",NA,NA,3864310,NA,NA
"354",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","Y","Add","U",2013,"Base",NA,NA,101491,NA,NA
"355",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","Y","Add","U",2013,"Base",NA,NA,699482,NA,NA
"356",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","095","Allowances","Y","Add","U",2013,"Base",NA,NA,515163,NA,NA
"357",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","100","Separation Pay","Y","Add","U",2013,"Base",NA,NA,229632,NA,NA
"358",2014,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted Personnel","105","Social Security Tax","Y","Add","U",2013,"Base",NA,NA,645586,NA,NA
"359",2014,"1453N","Military Personnel, Navy","NAVY","03","Pay And Allowances Of Cadets","110","Midshipmen","Y","Add","U",2013,"Base",NA,NA,76628,NA,NA
"360",2014,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","U",2013,"Base",NA,NA,751528,NA,NA
"361",2014,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","U",2013,"Base",NA,NA,429247,NA,NA
"362",2014,"1453N","Military Personnel, Navy","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","U",2013,"Base",NA,NA,13,NA,NA
"363",2014,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","U",2013,"Base",NA,NA,90302,NA,NA
"364",2014,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","U",2013,"Base",NA,NA,119663,NA,NA
"365",2014,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","U",2013,"Base",NA,NA,271324,NA,NA
"366",2014,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","U",2013,"Base",NA,NA,313309,NA,NA
"367",2014,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","U",2013,"Base",NA,NA,138273,NA,NA
"368",2014,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","U",2013,"Base",NA,NA,24342,NA,NA
"369",2014,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","U",2013,"Base",NA,NA,5700,NA,NA
"370",2014,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","U",2013,"Base",NA,NA,6426,NA,NA
"371",2014,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change of Station Travel","165","Other","Y","Add","U",2013,"Base",NA,NA,5622,NA,NA
"372",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","U",2013,"Base",NA,NA,262,NA,NA
"373",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","U",2013,"Base",NA,NA,2464,NA,NA
"374",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","U",2013,"Base",NA,NA,16100,NA,NA
"375",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","U",2013,"Base",NA,NA,103735,NA,NA
"376",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","U",2013,"Base",NA,NA,23758,NA,NA
"377",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","U",2013,"Base",NA,NA,275,NA,NA
"378",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","U",2013,"Base",NA,NA,6254,NA,NA
"379",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"380",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","U",2013,"Base",NA,NA,57,NA,NA
"381",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"382",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","U",2013,"Base",NA,NA,22945,NA,NA
"383",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","U",2013,"Base",NA,NA,12784,NA,NA
"384",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"385",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"386",2014,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","240","Cancelled Account Payment","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"387",2014,"1453N","Military Personnel, Navy","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,-123523,NA,NA
"388",2014,"1453N","Military Personnel, Navy","NAVY","","Less Reimbursables","","Less Reimbursables","N","Add","U",2013,"Base",NA,NA,-289306,NA,NA
"389",2014,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","01","Health Care Contribution - Officers","300","Navy","Y","Add","U",2013,"Base",NA,NA,194854,NA,NA
"390",2014,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","02","Health Care Contribution - Enlisted","300","Navy","Y","Add","U",2013,"Base",NA,NA,988689,NA,NA
"391",2014,"1000N","MEDICARE - Retiree Health Care Contribution, N","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,213640,NA,NA
"392",2014,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","U",2013,"Base",NA,NA,1331519,NA,NA
"393",2014,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","U",2013,"Base",NA,NA,427088,NA,NA
"394",2014,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","U",2013,"Base",NA,NA,446183,NA,NA
"395",2014,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","U",2013,"Base",NA,NA,57318,NA,NA
"396",2014,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","U",2013,"Base",NA,NA,52549,NA,NA
"397",2014,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","U",2013,"Base",NA,NA,21356,NA,NA
"398",2014,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","045","Allowances","Y","Add","U",2013,"Base",NA,NA,35637,NA,NA
"399",2014,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","U",2013,"Base",NA,NA,15056,NA,NA
"400",2014,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","U",2013,"Base",NA,NA,100832,NA,NA
"401",2014,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Add","U",2013,"Base",NA,NA,4617777,NA,NA
"402",2014,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Add","U",2013,"Base",NA,NA,1478142,NA,NA
"403",2014,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","Y","Add","U",2013,"Base",NA,NA,1639289,NA,NA
"404",2014,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","Y","Add","U",2013,"Base",NA,NA,9832,NA,NA
"405",2014,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","Y","Add","U",2013,"Base",NA,NA,165326,NA,NA
"406",2014,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","095","Allowances","Y","Add","U",2013,"Base",NA,NA,302682,NA,NA
"407",2014,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","100","Separation Pay","Y","Add","U",2013,"Base",NA,NA,71143,NA,NA
"408",2014,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","105","Social Security Tax","Y","Add","U",2013,"Base",NA,NA,352300,NA,NA
"409",2014,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","U",2013,"Base",NA,NA,421262,NA,NA
"410",2014,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","U",2013,"Base",NA,NA,315470,NA,NA
"411",2014,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","U",2013,"Base",NA,NA,50,NA,NA
"412",2014,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","U",2013,"Base",NA,NA,65546,NA,NA
"413",2014,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","U",2013,"Base",NA,NA,13060,NA,NA
"414",2014,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","U",2013,"Base",NA,NA,222404,NA,NA
"415",2014,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","U",2013,"Base",NA,NA,104397,NA,NA
"416",2014,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","U",2013,"Base",NA,NA,84374,NA,NA
"417",2014,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","U",2013,"Base",NA,NA,768,NA,NA
"418",2014,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","U",2013,"Base",NA,NA,6600,NA,NA
"419",2014,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","U",2013,"Base",NA,NA,14621,NA,NA
"420",2014,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","165","Other","Y","Add","U",2013,"Base",NA,NA,3387,NA,NA
"421",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","U",2013,"Base",NA,NA,968,NA,NA
"422",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","U",2013,"Base",NA,NA,19,NA,NA
"423",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","U",2013,"Base",NA,NA,10100,NA,NA
"424",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","U",2013,"Base",NA,NA,104060,NA,NA
"425",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","U",2013,"Base",NA,NA,4105,NA,NA
"426",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","U",2013,"Base",NA,NA,73,NA,NA
"427",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","U",2013,"Base",NA,NA,3048,NA,NA
"428",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","U",2013,"Base",NA,NA,159,NA,NA
"429",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"430",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","U",2013,"Base",NA,NA,5911,NA,NA
"431",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"432",2014,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","Y","Add","U",2013,"Base",NA,NA,0,NA,NA
"433",2014,"1105N","Military Personnel, Marine Corps","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,1237533,NA,NA
"434",2014,"1105N","Military Personnel, Marine Corps","NAVY","","Less Reimbursables","","Less Reimbursables","N","Add","U",2013,"Base",NA,NA,-23361,NA,NA
"435",2014,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","01","Health Care Contribution - Officers","300","Marine Corps","Y","Add","U",2013,"Base",NA,NA,72727,NA,NA
"436",2014,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","02","Health Care Contribution - Enlisted","300","Marine Corps","Y","Add","U",2013,"Base",NA,NA,600673,NA,NA
"437",2014,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,136984,NA,NA
"438",2014,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2013,"Base",NA,NA,607595,NA,NA
"439",2014,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","U",2013,"Base",NA,NA,9459,NA,NA
"440",2014,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2013,"Base",NA,NA,51028,NA,NA
"441",2014,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","U",2013,"Base",NA,NA,9037,NA,NA
"442",2014,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2013,"Base",NA,NA,53791,NA,NA
"443",2014,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2013,"Base",NA,NA,96138,NA,NA
"444",2014,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2013,"Base",NA,NA,1009599,NA,NA
"445",2014,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2013,"Base",NA,NA,1377,NA,NA
"446",2014,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","U",2013,"Base",NA,NA,60644,NA,NA
"447",2014,"1405N","Reserve Personnel, Navy","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,48722,NA,NA
"448",2014,"1002N","MEDICARE - Retiree Health Care Contribution, N RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Navy","Y","Add","U",2013,"Base",NA,NA,141647,NA,NA
"449",2014,"1002N","MEDICARE - Retiree Health Care Contribution, N RES","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,27695,NA,NA
"450",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","U",2013,"Base",NA,NA,222952,NA,NA
"451",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","U",2013,"Base",NA,NA,32908,NA,NA
"452",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","U",2013,"Base",NA,NA,124226,NA,NA
"453",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","U",2013,"Base",NA,NA,2239,NA,NA
"454",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Add","U",2013,"Base",NA,NA,11164,NA,NA
"455",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Add","U",2013,"Base",NA,NA,19927,NA,NA
"456",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","U",2013,"Base",NA,NA,233056,NA,NA
"457",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","095","Platoon Leader Class","Y","Add","U",2013,"Base",NA,NA,11759,NA,NA
"458",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","U",2013,"Base",NA,NA,6410,NA,NA
"459",2014,"1108N","Reserve Personnel, Marine Corps","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,-15973,NA,NA
"460",2014,"1003N","MEDICARE - Retiree Health Care Contribution, MC RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Marine Corps","Y","Add","U",2013,"Base",NA,NA,81457,NA,NA
"461",2014,"1003N","MEDICARE - Retiree Health Care Contribution, MC RES","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","Y","Add","U",2013,"Base",NA,NA,16971,NA,NA
"462",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","U",2013,"Base",NA,NA,4879598,NA,NA
"463",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","U",2013,"Base",NA,NA,1558889,NA,NA
"464",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","U",2013,"Base",NA,NA,1398746,NA,NA
"465",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","U",2013,"Base",NA,NA,196731,NA,NA
"466",2014,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","U",2013,"Base",NA,NA,218362,NA,NA
