"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProject","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","ActualTotal","EnactedTotal","PBtype"
"839",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","FL","FLORIDA","Other Liquid Fuel & Dispensing Facilities","Patrick AFB","17DLA200","Replace Fuel Tanks","U","2017","AuthAmount","Base",NA,NA,10100
"840",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Aircraft Fuel Dispensing Facilities","Joint Base Charleston","17DLA205","Construct Hydrant Fuel System","U","2017","AuthAmount","Base",NA,NA,17000
"841",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","TX","TEXAS","Depot & Arsenal Covered Storage","Red River Army Depot","17DLA209","Construct Warehouse & Open Storage","U","2017","AuthAmount","Base",NA,NA,44700
"842",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","DG","DIEGO GARCIA","POL Pipelines","Diego Garcia","17DLA204","Improve Wharf Refueling Capability","U","2017","AuthAmount","Base",NA,NA,30000
"843",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","JA","JAPAN","Other Liquid Fuel & Dispensing Facilities","Iwakuni","17DLA207","Construct Truck Offload & Loading Facilities","U","2017","AuthAmount","Base",NA,NA,6664
"844",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","KW","KWAJALEIN","Bulk Liquid Fuel Storage","Kwajalein Atoll","17DLA203","Replace Fuel Storage Tanks","U","2017","AuthAmount","Base",NA,NA,85500
"845",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","01","MAJOR CONSTRUCTION","UK","UNITED KINGDOM","Aircraft Fuel Dispensing Facilities","Royal Air Force Lakenheath","17DLA202","Construct Hydrant Fuel System","U","2017","AuthAmount","Base",NA,NA,13500
"846",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","DE","DELAWARE","Education Facilities","Dover AFB","15WUDE01","Welch ES/Dover MS Replacement","U","2017","AuthAmount","Base",NA,NA,44115
"847",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","GY","GERMANY","Education Facilities","Kaiserlautern AB","14SEGY01","Sembach Elementary/Middle School Replacement","U","2017","AuthAmount","Base",NA,NA,45221
"848",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","JA","JAPAN","Education Facilities","Kadena AB","15KMJA01","Kadena Elementary School Replacement","U","2017","AuthAmount","Base",NA,NA,84918
"849",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","01","MAJOR CONSTRUCTION","UK","UNITED KINGDOM","Education Facilities","Croughton RAF","17CRUK01","Croughton Elem/Middle/High School Replacement","U","2017","AuthAmount","Base",NA,NA,71424
"850",2017,"0500D","0500","D","Mil Con, Def-Wide","MDA","01","MAJOR CONSTRUCTION","AK","ALASKA","Communication Buildings","Clear AFS","D1700657","Long Range Discrim Radar Sys Complex Ph1","U","2017","AuthAmount","Base",NA,NA,155000
"851",2017,"0500D","0500","D","Mil Con, Def-Wide","MDA","01","MAJOR CONSTRUCTION","AK","ALASKA","Util/Misc","Fort Greely","D1700653","Missile Defense Complex Switchgear Facility","U","2017","AuthAmount","Base",NA,NA,9560
"852",2017,"0500D","0500","D","Mil Con, Def-Wide","MDA","01","MAJOR CONSTRUCTION","WK","WAKE ISLAND","RDT&E Range Facilities","Wake Island","D1700662","Test Support Facility","U","2017","AuthAmount","Base",NA,NA,11670
"853",2017,"0500D","0500","D","Mil Con, Def-Wide","NGA","01","MAJOR CONSTRUCTION","MO","MISSOURI","Land Purchase, Condemnation, Donation or Transfer","St Louis","117NGA99","Land Acquisition-Next NGA West (N2W) Campus","U","2017","AuthAmount","Base",NA,NA,801
"854",2017,"0500D","0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Other Operational","Fort Meade","D16G0008","NSAW Recapitalize Building #2 Incr 2","U","2017","AuthAmount","Base",NA,NA,0
"855",2017,"0500D","0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Electric Power Transmission & Dist Lines","Fort Meade","D17G0005","NSAW Campus Feeders Phase 3","U","2017","AuthAmount","Base",NA,NA,17000
"856",2017,"0500D","0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","MD","MARYLAND","Other Operational","Fort Meade","D17G0008","Access Control Facility","U","2017","AuthAmount","Base",NA,NA,21000
"857",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Operational Support Buildings","Coronado","1700P889","SOF Seal Team Ops Facility","U","2017","AuthAmount","Base",NA,NA,47290
"858",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Operational Support Buildings","Coronado","1700P890","SOF Seal Team Ops Facility","U","2017","AuthAmount","Base",NA,NA,47290
"859",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Operational Support Buildings","Coronado","1700P919","SOF Special RECON Team ONE Operations Fac","U","2017","AuthAmount","Base",NA,NA,20949
"860",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Coronado","1700P952","SOF Human Performance Training Center","U","2017","AuthAmount","Base",NA,NA,15578
"861",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Coronado","1700P966","SOF Training Detachment ONE Ops Facility","U","2017","AuthAmount","Base",NA,NA,44305
"862",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","GA","GEORGIA","Aircraft Maintenance Facilities","Fort Benning","17061065","SOF Tactical Unmanned Aerial Vehicle Hangar","U","2017","AuthAmount","Base",NA,NA,4820
"863",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Tank and Automotive Maintenance Facilities","Fort Bragg","17069552","SOF Tactical Equipment Maintenance Facility","U","2017","AuthAmount","Base",NA,NA,23598
"864",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Misc Items & Equip Maint Facilities","Fort Bragg","17074813","SOF Parachute Rigging Facility","U","2017","AuthAmount","Base",NA,NA,21420
"865",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Airfield Operational Buildings","Fort Bragg","17076514","SOF Special Tactics Facility (PH3)","U","2017","AuthAmount","Base",NA,NA,30670
"866",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","17085958","SOF Combat Medic Training Facility","U","2017","AuthAmount","Base",NA,NA,10905
"867",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","JA","JAPAN","Simulation Facilities","Kadena AB","17123484","SOF Simulator Facility (MC-130)","U","2017","AuthAmount","Base",NA,NA,12602
"868",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","JA","JAPAN","Aircraft Maintenance Facilities","Kadena AB","17C03021","SOF Maintenance Hangar","U","2017","AuthAmount","Base",NA,NA,42823
"869",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","JA","JAPAN","Aircraft Maintenance Facilities","Yokota AB","17C03007","Hangar/AMU","U","2017","AuthAmount","Base",NA,NA,39466
"870",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","JA","JAPAN","Airfield Operational Buildings","Yokota AB","17C03008","Operations and Warehouse Facilities","U","2017","AuthAmount","Base",NA,NA,26710
"871",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","JA","JAPAN","Simulation Facilities","Yokota AB","17C03010","Simulator Facility","U","2017","AuthAmount","Base",NA,NA,6261
"872",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","JA","JAPAN","Airfield Aprons","Yokota AB","17C03022","Airfield Apron","U","2017","AuthAmount","Base",NA,NA,41294
"873",2017,"0500D","0500","D","Mil Con, Def-Wide","WHS","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Operational Support Buildings","Pentagon","D011502B","Pentagon Metro Entrance Facility","U","2017","AuthAmount","Base",NA,NA,12111
"874",2017,"0500D","0500","D","Mil Con, Def-Wide","WHS","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Communications Facilities Other Than Buildings","Pentagon","D011504B","Upgrade IT Facilities Infrastructure-RRMC","U","2017","AuthAmount","Base",NA,NA,8105
"875",2017,"0500D","0500","D","Mil Con, Def-Wide","DEFW","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D03D0003","Unspecified Minor Construction","U","2017","AuthAmount","Base",NA,NA,0
"876",2017,"0500D","0500","D","Mil Con, Def-Wide","DHA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D1781434","Unspecified Minor Construction","U","2017","AuthAmount","Base",NA,NA,0
"877",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","10000003","Unspecified Minor Construction","U","2017","AuthAmount","Base",NA,NA,0
"878",2017,"0500D","0500","D","Mil Con, Def-Wide","MDA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","17999902","Worldwide Unspecified Minor Construction","U","2017","AuthAmount","Base",NA,NA,0
"879",2017,"0500D","0500","D","Mil Con, Def-Wide","NSA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D15G0010","Unspecified Minor Milcon","U","2017","AuthAmount","Base",NA,NA,0
"880",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","17999998","Unspecified Minor Construction","U","2017","AuthAmount","Base",NA,NA,0
"881",2017,"0500D","0500","D","Mil Con, Def-Wide","TJS","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D90J0001","Exercise Related Minor Construction","U","2017","AuthAmount","Base",NA,NA,0
"882",2017,"0500D","0500","D","Mil Con, Def-Wide","DEFW","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D03D0004","Planning and Design","U","2017","AuthAmount","Base",NA,NA,0
"883",2017,"0500D","0500","D","Mil Con, Def-Wide","DEFW","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D15ECIPPD","ECIP Design","U","2017","AuthAmount","Base",NA,NA,0
"884",2017,"0500D","0500","D","Mil Con, Def-Wide","DLA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","17DLA000","Planning & Design","U","2017","AuthAmount","Base",NA,NA,0
"885",2017,"0500D","0500","D","Mil Con, Def-Wide","DODEA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","10DESIGN","Planning and Design","U","2017","AuthAmount","Base",NA,NA,0
"886",2017,"0500D","0500","D","Mil Con, Def-Wide","NGA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","117NGA99","Planning and Design","U","2017","AuthAmount","Base",NA,NA,0
"887",2017,"0500D","0500","D","Mil Con, Def-Wide","NSA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D16G0006","Planning and Design","U","2017","AuthAmount","Base",NA,NA,0
"888",2017,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","17999999","Planning and Design","U","2017","AuthAmount","Base",NA,NA,0
"889",2017,"0500D","0500","D","Mil Con, Def-Wide","WHS","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D9999999","Planning and Design","U","2017","AuthAmount","Base",NA,NA,0
"890",2017,"0765D","0765","D","Fam Hsg O&M, DW","DIA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","D17000000001","Utilities","U","2017","AuthAmount","Base",NA,NA,0
"891",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","D88S0026","Utilities","U","2017","AuthAmount","Base",NA,NA,0
"892",2017,"0765D","0765","D","Fam Hsg O&M, DW","NSA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","D88G0017","Utilities","U","2017","AuthAmount","Base",NA,NA,0
"893",2017,"0765D","0765","D","Fam Hsg O&M, DW","DIA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","D88L0003","Furnishings","U","2017","AuthAmount","Base",NA,NA,0
"894",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","D88S0024","Furnishings","U","2017","AuthAmount","Base",NA,NA,0
"895",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","D88S0025","Services","U","2017","AuthAmount","Base",NA,NA,0
"896",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","D92S0029","Management","U","2017","AuthAmount","Base",NA,NA,0
"897",2017,"0765D","0765","D","Fam Hsg O&M, DW","NSA","06","Operations","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","D88G0013","Furnishings","U","2017","AuthAmount","Base",NA,NA,0
"898",2017,"0765D","0765","D","Fam Hsg O&M, DW","DIA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","D88L0004","Leasing","U","2017","AuthAmount","Base",NA,NA,0
"899",2017,"0765D","0765","D","Fam Hsg O&M, DW","NSA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","D88G0018","Leasing","U","2017","AuthAmount","Base",NA,NA,0
"900",2017,"0765D","0765","D","Fam Hsg O&M, DW","DLA","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","D88S0027","Maintenance","U","2017","AuthAmount","Base",NA,NA,0
"901",2017,"0765D","0765","D","Fam Hsg O&M, DW","NSA","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","D88G0019","Maintenance","U","2017","AuthAmount","Base",NA,NA,0
"902",2017,"0804D","0804","D","NATO Sec Inv Prgm","DEFW","01","Nato Sec Inv Pgm","ZU","WORLDWIDE UNSPECIFIED","Nato Security Investment Program","Nato Security Investment Program","D96D0005","Nato Security Investment Program","U","2017","AuthAmount","Base",NA,NA,177932
"903",2017,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","10","PROG EXPENSES","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","D99D0004","Program Expenses","U","2017","AuthAmount","Base",NA,NA,0
"904",2017,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","08859100","ERI: Planning and Design","U","2017","AuthAmount","OCO",NA,NA,0
"905",2017,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","IC","ICELAND","Aircraft Maintenance Facilities","Keflavik","62588307","ERI: P-8A Hangar Upgrade","U","2017","AuthAmount","OCO",NA,NA,14600
"906",2017,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","IC","ICELAND","Aircraft Maintenance Facilities","Keflavik","62588308","ERI: P-8A Aircraft Rinse Rack","U","2017","AuthAmount","OCO",NA,NA,5000
"907",2017,"1205N","1205","N","Mil Con, Navy","NAVY","01","MAJOR CONST","DJ","DJIBOUTI","Medical Centers & Hospitals","Camp Lemonier, Djibouti","3379A223","OCO: Medical/Dental Facility","U","2017","AuthAmount","OCO",NA,NA,37409
"908",2017,"1205N","1205","N","Mil Con, Navy","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","64482044","Planning and Design","U","2017","AuthAmount","OCO",NA,NA,0
"909",2017,"1205N","1205","N","Mil Con, Navy","NAVY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","64482227","ERI: Planning and Design","U","2017","AuthAmount","OCO",NA,NA,0
"910",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","BG","BULGARIA","Airfield Aprons","Graf Ignatievo","LBPG150008","ERI: Fighter Ramp Extension","U","2017","AuthAmount","OCO",NA,NA,7000
"911",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","BG","BULGARIA","Airfield Operational Buildings","Graf Ignatievo","LBPG150009","ERI: Construct Sq Ops/Operational Alert Fac","U","2017","AuthAmount","OCO",NA,NA,3800
"912",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","BG","BULGARIA","Install & Ready-Issue Ammunition Storage","Graf Ignatievo","LBPG150010","ERI: Upgrade Munitions Storage Area","U","2017","AuthAmount","OCO",NA,NA,2600
"913",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GY","GERMANY","Airfield Operational Buildings","Spangdahlem AB","VYHK170001","ERI: Upgrade Hardened Aircraft Shelters","U","2017","AuthAmount","OCO",NA,NA,2700
"914",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GY","GERMANY","Communication Lines","Spangdahlem AB","VYHK170002","ERI: F/A-22 Upgrade Infrastructure/Comm/Util","U","2017","AuthAmount","OCO",NA,NA,1600
"915",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GY","GERMANY","Aircraft Maintenance Facilities","Spangdahlem AB","VYHK170004","ERI: F/A-22 Low Observable/Comp Repair Fac","U","2017","AuthAmount","OCO",NA,NA,12000
"916",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GY","GERMANY","Other Airfield Pavements","Spangdahlem AB","VYHK170005","ERI: Construct High Cap Trim Pad & Hush House","U","2017","AuthAmount","OCO",NA,NA,1000
"917",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GY","GERMANY","Install & Ready-Issue Ammunition Storage","Spangdahlem AB","VYHK170006","ERI: Upgrade Munitions Storage Doors","U","2017","AuthAmount","OCO",NA,NA,1400
"918",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","RO","ROMANIA","Airfield Aprons","Campia Turzii","LRCT150007","ERI: Extend Parking Aprons","U","2017","AuthAmount","OCO",NA,NA,6000
"919",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","RO","ROMANIA","Install & Ready-Issue Ammunition Storage","Campia Turzii","LRCT150008","ERI: Construct Munitions Storage Area","U","2017","AuthAmount","OCO",NA,NA,3000
"920",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","RO","ROMANIA","Aircraft Maintenance Facilities","Campia Turzii","LRCT150009","ERI: Construct Two-Bay Hangar","U","2017","AuthAmount","OCO",NA,NA,6100
"921",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","RO","ROMANIA","Airfield Operational Buildings","Campia Turzii","LRCT150010","ERI: Construct Squadron Operations Facility","U","2017","AuthAmount","OCO",NA,NA,3400
"922",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","DJ","DJIBOUTI","Roads","Chabelley Airfield","CADJ170001","OCO: Construct Chabelley Access Road","U","2017","AuthAmount","OCO",NA,NA,3600
"923",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","DJ","DJIBOUTI","Airfield Aprons","Chabelley Airfield","CADJ170002","OCO: Construct Parking Apron and Taxiway","U","2017","AuthAmount","OCO",NA,NA,6900
"924",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","PL","POLAND","Airfield Operational Buildings","Lask AB","EPLK150006","ERI: Construct Squadron Operations Facility","U","2017","AuthAmount","OCO",NA,NA,4100
"925",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","PL","POLAND","Airfield Operational Buildings","Powidz AB","EPPW170003","ERI: Construct Squadron Operations Facility","U","2017","AuthAmount","OCO",NA,NA,4100
"926",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","LT","Lithuania","Install & Ready-Issue Ammunition Storage","Siauliai","EYSA150022","ERI: Munitions Storage","U","2017","AuthAmount","OCO",NA,NA,3000
"927",2017,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ET","Estonia","Operating Fuel Storage Facilities","Amari Air Base","EEEI150006","ERI: Construct Bulk Fuel Storage","U","2017","AuthAmount","OCO",NA,NA,6500
"928",2017,"3300F","3300","F","MilCon, Air Force","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","PAYZ180002","OCO: Planning and Design","U","2017","AuthAmount","OCO",NA,NA,0
"929",2017,"3300F","3300","F","MilCon, Air Force","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","PAYZ18003","CTP: Planning and Design","U","2017","AuthAmount","OCO",NA,NA,0
"930",2017,"0500D","0500","D","Mil Con, Def-Wide","TJS","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","215ERI999","ERI: Unspecified Minor Construction","U","2017","AuthAmount","OCO",NA,NA,0
"931",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Misc Items & Equip Maint Facilities","Concord","07608700","General Purpose Maintenance Shop","U","2015","AuthForAppnAmount","Total",5300,NA,NA
"932",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Airfield Operational Buildings","Concord","07609300","Access Control Point","U","2015","AuthForAppnAmount","Total",9900,NA,NA
"933",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Aircraft Maintenance Facilities","Fort Irwin","08137200","Unmanned Aerial Vehicle Hangar","U","2015","AuthForAppnAmount","Total",45000,NA,NA
"934",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Aircraft Maintenance Facilities","Fort Carson, Colorado","07730500","Aircraft Maintenance Hangar","U","2015","AuthForAppnAmount","Total",60000,NA,NA
"935",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Aircraft Maintenance Facilities","Fort Carson, Colorado","08135700","Unmanned Aerial Vehicle Hangar","U","2015","AuthForAppnAmount","Total",29000,NA,NA
"936",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Airfield Operational Buildings","Fort Shafter","07066800","Command and Control Facility Complex","U","2015","AuthForAppnAmount","Total",85000,NA,NA
"937",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Airfield Operational Buildings","Blue Grass Army Depot","00898400","Shipping and Receiving Building","U","2015","AuthForAppnAmount","Total",15000,NA,NA
"938",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Aircraft Maintenance Facilities","Fort Campbell, Kentucky","07354200","Unmanned Aerial Vehicle Hangar","U","2015","AuthForAppnAmount","Total",23000,NA,NA
"939",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Aircraft Maintenance Facilities","Fort Drum, New York","08134900","Unmanned Aerial Vehicle Hangar","U","2015","AuthForAppnAmount","Total",27000,NA,NA
"940",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Enlisted Personnel Unaccompanied Personnel Housing","U.S. Military Academy","08118700","Cadet Barracks, Incr 3","U","2015","AuthForAppnAmount","Total",58000,NA,NA
"941",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","Tank and Automotive Maintenance Facilities","Letterkenny Army Depot","06964900","Rebuild Shop","U","2015","AuthForAppnAmount","Total",16000,NA,NA
"942",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Jackson","05193700","Trainee Barracks Complex 3, Ph1","U","2015","AuthForAppnAmount","Total",52000,NA,NA
"943",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Simulation Facilities","Fort Hood, Texas","06882600","Simulations Center","U","2015","AuthForAppnAmount","Total",0,NA,NA
"944",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Vehicle Facilities","Joint Base Langley-Eustis","07327200","Tactical Vehicle Hardstand","U","2015","AuthForAppnAmount","Total",7700,NA,NA
"945",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GB","GUANTANAMO BAY, CUBA","Dispensaries & Clinics","Guantanamo Bay","08139300","Health Clinic","U","2015","AuthForAppnAmount","Total",11800,NA,NA
"946",2017,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GB","GUANTANAMO BAY, CUBA","Unaccom Personnel Housing Mess Fac","Guantanamo Bay","08163500","Dining Facility","U","2015","AuthForAppnAmount","Total",12000,NA,NA
