"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProject","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","ActualTotal","EnactedTotal","PBtype"
"967",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Training Buildings","Stennis","1500P170","SOF Applied Instruction Facility","U","2015","AuthAmount","Base",NA,NA,10323
"968",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Land Purchase, Condemnation, Donation or Transfer","Stennis","1500P240","SOF Land Acquisition Western Maneuver Area","U","2015","AuthAmount","Base",NA,NA,17224
"969",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NV","NEVADA","Tank and Automotive Maintenance Facilities","Fallon","1500P418","SOF Tactical Ground Mob. Vehicle Maint Fac.","U","2015","AuthAmount","Base",NA,NA,20241
"970",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Airfield Operational Buildings","Cannon AFB","15063029","SOF Squadron Operations Facility (STS)","U","2015","AuthAmount","Base",NA,NA,23333
"971",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Ship Operational Buildings","Camp Lejeune, North Carolina","15P-1396","SOF Intel/Ops Expansion","U","2015","AuthAmount","Base",NA,NA,11442
"972",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Operational Support Buildings","Fort Bragg","15069302","SOF Battalion Operations Facility","U","2015","AuthAmount","Base",NA,NA,37074
"973",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Fort Bragg","15079437","SOF Training Command Building","U","2015","AuthAmount","Base",NA,NA,48062
"974",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Misc Items & Equip Maint Facilities","Fort Bragg","15079456","SOF Tactical Equipment Maintenance Facility","U","2015","AuthAmount","Base",NA,NA,8000
"975",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Ship Operational Buildings","Joint Expeditionary Base Little Creek - Story","1500P166","SOF Mobile Comm Det Support Facility","U","2015","AuthAmount","Base",NA,NA,13500
"976",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Training Buildings","Joint Expeditionary Base Little Creek - Story","1500P183","SOF Indoor Dynamic Range","U","2015","AuthAmount","Base",NA,NA,14888
"977",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Training Buildings","Joint Expeditionary Base Little Creek - Story","1500P325","SOF Human Performance Center","U","2015","AuthAmount","Base",NA,NA,11200
"978",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","01","MAJOR CONSTRUCTION","XC","CONUS CLASSIFIED","Training Buildings","Classified Location","15069517","SOF Skills Training Facility","U","2015","AuthAmount","Base",NA,NA,53073
"979",2015,"0500D","0500","D","Mil Con, Def-Wide","WHS","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Chilled Water (AC) Transmission & Dist Lines","Pentagon","D011501B","Redundant Chilled Water  Loop","U","2015","AuthAmount","Base",NA,NA,15100
"980",2015,"0500D","0500","D","Mil Con, Def-Wide","DEFW","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D03D0003","Unspecified Minor Construction","U","2015","AuthAmount","Base",NA,NA,0
"981",2015,"0500D","0500","D","Mil Con, Def-Wide","DHA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D1572824","Unspecified Minor Construction","U","2015","AuthAmount","Base",NA,NA,0
"982",2015,"0500D","0500","D","Mil Con, Def-Wide","DLA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","15DLA100","Unspecified Minor Construction","U","2015","AuthAmount","Base",NA,NA,0
"983",2015,"0500D","0500","D","Mil Con, Def-Wide","DODEA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","10000003","Unspecified Minor Construction","U","2015","AuthAmount","Base",NA,NA,0
"984",2015,"0500D","0500","D","Mil Con, Def-Wide","MDA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","15999902","Unspecified Minor Construction","U","2015","AuthAmount","Base",NA,NA,0
"985",2015,"0500D","0500","D","Mil Con, Def-Wide","NSA","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D15G0010","Unspecified Minor Milcon","U","2015","AuthAmount","Base",NA,NA,0
"986",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","15999998","Unspecified Minor Construction","U","2015","AuthAmount","Base",NA,NA,0
"987",2015,"0500D","0500","D","Mil Con, Def-Wide","TJS","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","D90J0001","Exercise Related Minor Construction","U","2015","AuthAmount","Base",NA,NA,0
"988",2015,"0500D","0500","D","Mil Con, Def-Wide","DEFW","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D03D0004","Planning and Design","U","2015","AuthAmount","Base",NA,NA,0
"989",2015,"0500D","0500","D","Mil Con, Def-Wide","DEFW","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D15ECIPPD","ECIP Design","U","2015","AuthAmount","Base",NA,NA,0
"990",2015,"0500D","0500","D","Mil Con, Def-Wide","DISA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","315DISAP&D","Planning and Design","U","2015","AuthAmount","Base",NA,NA,0
"991",2015,"0500D","0500","D","Mil Con, Def-Wide","DODEA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","10DESIGN","Planning and Design","U","2015","AuthAmount","Base",NA,NA,0
"992",2015,"0500D","0500","D","Mil Con, Def-Wide","MDA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","15999903","Planning & Design","U","2015","AuthAmount","Base",NA,NA,0
"993",2015,"0500D","0500","D","Mil Con, Def-Wide","NSA","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D15G0007","Planning and Design","U","2015","AuthAmount","Base",NA,NA,0
"994",2015,"0500D","0500","D","Mil Con, Def-Wide","SOCOM","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","15999999","Planning and Design","U","2015","AuthAmount","Base",NA,NA,0
"995",2015,"0500D","0500","D","Mil Con, Def-Wide","WHS","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","D9999999","Planning and Design","U","2015","AuthAmount","Base",NA,NA,0
"996",2015,"0391D","0391","D","Chem Demil Const","ARMY","01","Chem/Demil Const","KY","KENTUCKY","Ammunition, Explosives, and Toxic Maintenance Facilities","Blue Grass Army Depot","07265500","Ammunition Demilitarization  Ph XV","U","2015","AuthAmount","Base",NA,NA,0
"997",2015,"0765D","0765","D","Fam Hsg O&M, DW","DLA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","D88S0026","Utilities Account","U","2015","AuthAmount","Base",NA,NA,0
"998",2015,"0765D","0765","D","Fam Hsg O&M, DW","NSA","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","D88G0017","Utilities Account","U","2015","AuthAmount","Base",NA,NA,0
"999",2015,"0765D","0765","D","Fam Hsg O&M, DW","DIA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","D88L0003","Furnishings Account","U","2015","AuthAmount","Base",NA,NA,0
"1000",2015,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","D88S0024","Furnishings Account","U","2015","AuthAmount","Base",NA,NA,0
"1001",2015,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","D88S0025","Services Account","U","2015","AuthAmount","Base",NA,NA,0
"1002",2015,"0765D","0765","D","Fam Hsg O&M, DW","DLA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","D92S0029","Management Account","U","2015","AuthAmount","Base",NA,NA,0
"1003",2015,"0765D","0765","D","Fam Hsg O&M, DW","NSA","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","D88G0013","Furnishings Account","U","2015","AuthAmount","Base",NA,NA,0
"1004",2015,"0765D","0765","D","Fam Hsg O&M, DW","DIA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","D88L0004","Leasing","U","2015","AuthAmount","Base",NA,NA,0
"1005",2015,"0765D","0765","D","Fam Hsg O&M, DW","NSA","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","D88G0018","Leasing","U","2015","AuthAmount","Base",NA,NA,0
"1006",2015,"0765D","0765","D","Fam Hsg O&M, DW","DLA","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","D88S0027","Maintenance of Real Property","U","2015","AuthAmount","Base",NA,NA,0
"1007",2015,"0765D","0765","D","Fam Hsg O&M, DW","NSA","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","D88G0019","Maintenance of Real Property","U","2015","AuthAmount","Base",NA,NA,0
"1008",2015,"0804D","0804","D","NATO Sec Inv Prgm","DEFW","01","Nato Sec Inv Pgm","ZU","WORLDWIDE UNSPECIFIED","Nato Security Investment Program","Nato Security Investment Program","D96D0005","Nato Security Investment Program","U","2015","AuthAmount","Base",NA,NA,199700
"1009",2015,"0834D","0834","D","Fam Hsg Improve Fund","DEFW","10","PROG EXPENSES","ZU","WORLDWIDE UNSPECIFIED","DoD Family Housing Improvement Fund","Unspecified Worldwide Locations","D99D0004","Family Housing Improvement Fund","U","2015","AuthAmount","Base",NA,NA,0
"1010",2015,"0500D","0500","D","Mil Con, Def-Wide","NSA","01","MAJOR CONSTRUCTION","ZC","WORLDWIDE CLASSIFIED","Other Operational","Classified Location","DO123456","Classified Project","U","2015","AuthAmount","OCO",NA,NA,0
"1011",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","Training Ranges","Fort Wainwright","13061681","Modified Record Fire Range","U","2013","AuthForAppnAmount","Total",10400,NA,NA
"1012",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","Training Ranges","Joint Base Elmendorf-Richardson","13061731","Modified Record Fire Range","U","2013","AuthForAppnAmount","Total",7900,NA,NA
"1013",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Misc Utilities-Each","Concord","13076086","Lightning Protection System","U","2013","AuthForAppnAmount","Total",5800,NA,NA
"1014",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Installation, Repair & Operation Maint Fac.","Concord","13076091","Engineering/Housing Maintenance Shop","U","2013","AuthForAppnAmount","Total",3100,NA,NA
"1015",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Training Ranges","Fort Carson, Colorado","13059626","Digital Multipurpose Training Range","U","2013","AuthForAppnAmount","Total",18000,NA,NA
"1016",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","DC","DISTRICT OF COLUMBIA","Install & Org Covered Storage","Fort Mcnair","13078054","Vehicle Storage Building, Installation","U","2013","AuthForAppnAmount","Total",7200,NA,NA
"1017",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Refregeration (AC) Source","Fort Benning","13077416","Ground Source Heat Transfer System","U","2013","AuthForAppnAmount","Total",16000,NA,NA
"1018",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Gordon","13061498","Modified Record Fire Range","U","2013","AuthForAppnAmount","Total",4000,NA,NA
"1019",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Gordon","13067017","Multipurpose Machine Gun Range","U","2013","AuthForAppnAmount","Total",7100,NA,NA
"1020",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Refregeration (AC) Source","Fort Gordon","13077419","Ground Source Heat Transfer System","U","2013","AuthForAppnAmount","Total",12200,NA,NA
"1021",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Stewart, Georgia","13057794","Digital Multipurpose Training Range","U","2013","AuthForAppnAmount","Total",22000,NA,NA
"1022",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Ranges","Fort Stewart, Georgia","13067019","Automated Combat Pistol Qual Crse","U","2013","AuthForAppnAmount","Total",3650,NA,NA
"1023",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","Airfield Operational Buildings","Fort Stewart, Georgia","13073008","Unmanned Aerial Vehicle Complex","U","2013","AuthForAppnAmount","Total",24000,NA,NA
"1024",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Training Ranges","Pohakuloa Training Area","13066023","Automated Infantry Platoon Battle Course","U","2013","AuthForAppnAmount","Total",29000,NA,NA
"1025",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Enlisted Personnel Unaccompanied Personnel Housing","Schofield Barracks","13076586","Barracks","U","2013","AuthForAppnAmount","Total",41000,NA,NA
"1026",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Enlisted Personnel Unaccompanied Personnel Housing","Schofield Barracks","13076587","Barracks","U","2013","AuthForAppnAmount","Total",55000,NA,NA
"1027",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Enlisted Personnel Unaccompanied Personnel Housing","Wheeler Army Air Field","13076903","Combat Aviation Brigade Barracks","U","2013","AuthForAppnAmount","Total",85000,NA,NA
"1028",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Aircraft Maintenance Facilities","Fort Riley, Kansas","13080114","Unmanned Aerial Vehicle Complex","U","2013","AuthForAppnAmount","Total",12200,NA,NA
"1029",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Enlisted Personnel Unaccompanied Personnel Housing","Fort Campbell, Kentucky","13061810","Battalion Headquarters Complex","U","2013","AuthForAppnAmount","Total",55000,NA,NA
"1030",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Training Ranges","Fort Campbell, Kentucky","13071712","Live Fire Exercise Shoothouse","U","2013","AuthForAppnAmount","Total",3800,NA,NA
"1031",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Tank and Automotive Maintenance Facilities","Fort Campbell, Kentucky","13076239","Unmanned Aerial Vehicle Complex","U","2013","AuthForAppnAmount","Total",23000,NA,NA
"1032",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Training Ranges","Fort Knox","13005924","Automated Infantry Squad Battle Course","U","2013","AuthForAppnAmount","Total",6000,NA,NA
"1033",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Enlisted Personnel Unaccompanied Personnel Housing","Fort Leonard Wood","13054489","Trainee Barracks Complex 3, Ph 2","U","2013","AuthForAppnAmount","Total",58000,NA,NA
"1034",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Tank and Automotive Maintenance Facilities","Fort Leonard Wood","13065679","Vehicle Maintenance Shop","U","2013","AuthForAppnAmount","Total",39000,NA,NA
"1035",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Airfield Operational Buildings","Fort Leonard Wood","13066099","Battalion Complex Facilities","U","2013","AuthForAppnAmount","Total",26000,NA,NA
"1036",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Ammunition, Explosives, & Toxics RDT&E Buildings","Picatinny Arsenal","13051519","Ballistic Evaluation Center","U","2013","AuthForAppnAmount","Total",10200,NA,NA
"1037",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Aircraft Rdt&E Buildings","Joint Base Mcguire-Dix-Lakehurst","13071675","Flight Equipment Complex","U","2013","AuthForAppnAmount","Total",47000,NA,NA
"1038",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Aircraft Maintenance Facilities","Fort Drum, New York","13080246","Aircraft Maintenance Hangar","U","2013","AuthForAppnAmount","Total",95000,NA,NA
"1039",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Enlisted Personnel Unaccompanied Personnel Housing","U.S. Military Academy","13079933","Cadet Barracks","U","2013","AuthForAppnAmount","Total",86000,NA,NA
"1040",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Facilities Other Than Buildings","Fort Bragg","13055121","Aerial Gunnery Range","U","2013","AuthForAppnAmount","Total",42000,NA,NA
"1041",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Airfield Operational Buildings","Fort Bragg","13080112","Unmanned Aerial Vehicle Complex","U","2013","AuthForAppnAmount","Total",26000,NA,NA
"1042",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Ranges","Fort Sill","13067037","Modified Record Fire Range","U","2013","AuthForAppnAmount","Total",4900,NA,NA
"1043",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Jackson","13058970","Trainee Barracks Complex 2, Ph 2","U","2013","AuthForAppnAmount","Total",24000,NA,NA
"1044",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Aircraft Maintenance Facilities","Corpus Christi","13045116","Aircraft Component Maintenance Shop","U","2013","AuthForAppnAmount","Total",13200,NA,NA
"1045",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Aircraft Maintenance Facilities","Corpus Christi","13055460","Aircraft Paint Shop","U","2013","AuthForAppnAmount","Total",24000,NA,NA
"1046",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Ranges","Fort Bliss","13066911","Multipurpose Machine Gun Range","U","2013","AuthForAppnAmount","Total",7200,NA,NA
"1047",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Ranges","Fort Hood, Texas","13067020","Modified Record Fire Range","U","2013","AuthForAppnAmount","Total",4200,NA,NA
"1048",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Airfield Operational Buildings","Fort Hood, Texas","13071120","Training Aids Center","U","2013","AuthForAppnAmount","Total",25000,NA,NA
"1049",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Fort Hood, Texas","13080113","Unmanned Aerial Vehicle Complex","U","2013","AuthForAppnAmount","Total",22000,NA,NA
"1050",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base San Antonio","13068530","Barracks","U","2013","AuthForAppnAmount","Total",21000,NA,NA
"1051",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Airfield Operational Buildings","Fort Belvoir","13058849","Secure Admin/Operations Facility","U","2013","AuthForAppnAmount","Total",94000,NA,NA
"1052",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Lee","13033771","Adv Individual Training Barracks Cplx, Ph2","U","2013","AuthForAppnAmount","Total",81000,NA,NA
"1053",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Impact, Maneuver, and Training Areas","Yakima","13067545","Convoy Live Fire Range","U","2013","AuthForAppnAmount","Total",5100,NA,NA
"1054",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","13064456","Battalion Complex","U","2013","AuthForAppnAmount","Total",73000,NA,NA
"1055",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Sewage & Industrial Waste Treatment & Disposal","Joint Base Lewis-Mcchord","13075165","Waste Water Treatment Plant","U","2013","AuthForAppnAmount","Total",91000,NA,NA
"1056",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","Enlisted Personnel Unaccompanied Personnel Housing","Camp Ederle","13071911","Barracks","U","2013","AuthForAppnAmount","Total",36000,NA,NA
"1057",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","Simulation Facilities","Vicenza","13064079","Simulations Center","U","2013","AuthForAppnAmount","Total",32000,NA,NA
"1058",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","Communication Buildings","Okinawa","13062783","Satellite Communications Facility","U","2013","AuthForAppnAmount","Total",78000,NA,NA
"1059",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","Tank and Automotive Maintenance Facilities","Sagami","13062663","Vehicle Maintenance Shop","U","2013","AuthForAppnAmount","Total",18000,NA,NA
"1060",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","Airfield Operational Buildings","Camp Humphreys","13076196","Battalion Headquarters Complex","U","2013","AuthForAppnAmount","Total",45000,NA,NA
"1061",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Other Operational","Unspecified Worldwide Locations","13888502","Foreign Currency Fluctuation Account","U","2013","AuthForAppnAmount","Total",0,NA,NA
"1062",2015,"2050A","2050","A","MILCON, Army","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","13066748","Minor Construction FY 13","U","2013","AuthForAppnAmount","Total",25000,NA,NA
"1063",2015,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Host Nation Support (P&D)","Unspecified Worldwide Locations","13066744","Host Nation Support FY 13","U","2013","AuthForAppnAmount","Total",34000,NA,NA
"1064",2015,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","13066746","Planning and Design FY13","U","2013","AuthForAppnAmount","Total",46173,NA,NA
"1065",2015,"051001A","051001","A","BRAC - Army","ARMY","02","BASE CLOSURE II","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","04900001","Base Realignment & Closure","U","2013","AuthForAppnAmount","Total",12,NA,NA
"1066",2015,"051001A","051001","A","BRAC - Army","ARMY","03","BASE CLOSURE III","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","04900002","Base Realignment & Closure","U","2013","AuthForAppnAmount","Total",120831,NA,NA
"1067",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","Training Ranges","Fort Mc Clellan","13010278","Live Fire Shoot House","U","2013","AuthForAppnAmount","Total",5400,NA,NA
"1068",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Tank and Automotive Maintenance Facilities","Searcy","13050139","Field Maintenance Shop","U","2013","AuthForAppnAmount","Total",6800,NA,NA
"1069",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Tank and Automotive Maintenance Facilities","Fort Irwin","13060413","Maneuver Area Training & Equipment Site Ph3","U","2013","AuthForAppnAmount","Total",25000,NA,NA
"1070",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CT","CONNECTICUT","Tank and Automotive Maintenance Facilities","Camp Hartell","13090043","Combined Support Maintenance Shop","U","2013","AuthForAppnAmount","Total",32000,NA,NA
"1071",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","DE","DELAWARE","Training Buildings","Bethany Beach","13100010","Regional Training Institute Ph1","U","2013","AuthForAppnAmount","Total",5500,NA,NA
"1072",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Facilities Other Than Buildings","Camp Blanding","13120192","Combined Arms Collective Training Fac","U","2013","AuthForAppnAmount","Total",9000,NA,NA
"1073",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Buildings","Miramar","13120102","Readiness Center","U","2013","AuthForAppnAmount","Total",20000,NA,NA
