"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedTotalQuantity","EnactedType","PBtotal","PBtype","QuantActualTotal","QuantEnactedType","QuantPBtotal","QuantPBtype"
"2255",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","32","Comm - Combat Communications","44 ","9885MA8000","Family of Med Comm for Combat Casualty Care","A","Weapon System Cost","44 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2256",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","36","Comm - Intelligence Comm","46 ","0250BK5284","CI Automation Architecture","A","Weapon System Cost","46 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2257",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","36","Comm - Intelligence Comm","47 ","0263BK6285","Army CA/MISO GPF Equipment","A","Weapon System Cost","47 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2258",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","64","Information Security","48 ","0120BA1201","TSEC - Army Key Mgt Sys (AKMS)","A","Weapon System Cost","48 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2259",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","64","Information Security","49 ","0121BA1300","Family of Biometrics","A","Weapon System Cost","49 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2260",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","64","Information Security","50 ","0122TA0600","Information System Security Program-ISSP","A","Weapon System Cost","50 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2261",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","64","Information Security","51 ","0125B96000","Communications Security (COMSEC)","A","Weapon System Cost","51 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2262",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","72","Comm - Long Haul Communications","52 ","9716BU4160","Base Support Communications","A","Weapon System Cost","52 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2263",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","53 ","9200BB8650","Information Systems","A","Weapon System Cost","53 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2264",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","54 ","9632BU3770","Defense Message System (DMS)","A","Weapon System Cost","54 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2265",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","55 ","9666BU8000","Emergency Management Modernization Program","A","Weapon System Cost","55 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2266",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","56 ","9700BU0500","Installation Info Infrastructure Mod Program","A","Weapon System Cost","56 ","Add","U",2014,"OCO",NA,NA,NA,5000,NA,NA,NA,0,NA,NA
"2267",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","73","Comm - Base Communications","57 ","9846BQ0100","Pentagon Information Mgt and Telecom","A","Weapon System Cost","57 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2268",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","60 ","9522V29600","JTT/CIBS-M","A","Weapon System Cost","60 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2269",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","61 ","9544BZ7326","Prophet Ground","A","Weapon System Cost","61 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2270",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","62 ","9654BU4050","Drug Interdiction Program (Dip) (TIARA)","A","Weapon System Cost","62 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2271",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","63 ","9690BZ7316","DCGS-A (MIP)","A","Weapon System Cost","63 ","Add","U",2014,"OCO",NA,NA,NA,7200,NA,NA,NA,0,NA,NA
"2272",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","64 ","9692BZ8401","Joint Tactical Ground Station (JTAGS)","A","Weapon System Cost","64 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2273",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","65 ","9704BA0326","TROJAN (MIP)","A","Weapon System Cost","65 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2274",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","66 ","9912BZ9750","Mod of In-Svc Equip (Intel Spt) (MIP)","A","Weapon System Cost","66 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2275",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","80","Elect Equip - Tact Int Rel Act (TIARA)","67 ","9925BK5275","CI HUMINT Auto Reprting and Coll(CHARCS)","A","Weapon System Cost","67 ","Add","U",2014,"OCO",NA,NA,NA,5980,NA,NA,NA,0,NA,NA
"2276",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","68 ","8387B05201","Lightweight Counter Mortar Radar","A","Weapon System Cost","68 ","Add","U",2014,"OCO",NA,NA,NA,57800,NA,NA,NA,47,NA,NA
"2277",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","69 ","8488K00002","EW Planning & Management Tools (EWPMT)","A","Weapon System Cost","69 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2278",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","70 ","8489W60001","Air Vigilance (AV)","A","Weapon System Cost","70 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2279",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","71 ","9926BL5287","Family Of Persistent Surveillance Capabilitie","A","Weapon System Cost","71 ","Add","U",2014,"OCO",NA,NA,NA,15300,NA,NA,NA,0,NA,NA
"2280",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","72 ","9996BL5283","Counterintelligence/Security Countermeasures","A","Weapon System Cost","72 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2281",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","83","Elect Equip - Electronic Warfare (EW)","73 ","9997BL5285","CI Modernization","A","Weapon System Cost","73 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2282",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","74 ","0121WK5053","Faad Gbs","A","Weapon System Cost","74 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2283",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","75 ","0125WK5057","Sentinel Mods","A","Weapon System Cost","75 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2284",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","76 ","0140KA3500","Night Vision Devices","A","Weapon System Cost","76 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2285",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","77 ","0142K38300","Long Range Advanced Scout Surveillance System","A","Weapon System Cost","77 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2286",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","78 ","0155K35110","Small Tactical Optical Rifle Mounted MLRF","A","Weapon System Cost","78 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2287",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","79 ","0170AD5311","Green Laser Interdiction System (GLIS)","A","Weapon System Cost","79 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2288",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","80 ","0173BZ0501","Indirect Fire Protection Family of Systems","A","Weapon System Cost","80 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2289",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","81 ","0177K22001","Family of Weapon Sights (FWS)","A","Weapon System Cost","81 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2290",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","82 ","0178AD3200","Artillery Accuracy Equip","A","Weapon System Cost","82 ","Add","U",2014,"OCO",NA,NA,NA,1834,NA,NA,NA,34,NA,NA
"2291",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","83 ","0200K27900","Profiler","A","Weapon System Cost","83 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2292",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","84 ","0224BZ7325","Mod of In-Svc Equip (Firefinder Radars)","A","Weapon System Cost","84 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2293",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","85 ","0245W61990","Joint Battle Command - Platform (JBC-P)","A","Weapon System Cost","85 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2294",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","86 ","0254K32101","JOINT EFFECTS TARGETING SYSTEM (JETS)","A","Weapon System Cost","86 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2295",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","87 ","0255KA3100","Mod of In-Svc Equip (LLDR)","A","Weapon System Cost","87 ","Add","U",2014,"OCO",NA,NA,NA,21000,NA,NA,NA,0,NA,NA
"2296",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","88 ","7500K99300","Mortar Fire Control System","A","Weapon System Cost","88 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2297",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","89 ","8386BA5500","Counterfire Radars","A","Weapon System Cost","89 ","Add","U",2014,"OCO",NA,NA,NA,85830,NA,NA,NA,6,NA,NA
"2298",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","86","Elect Equip - Tactical Surv. (Tac Surv)","90 ","8700BZ5050","Enhanced Sensor & Monitoring System","A","Weapon System Cost","90 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2299",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","91 ","9040BZ9865","Tactical Operations Centers","A","Weapon System Cost","91 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2300",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","92 ","9060B28501","Fire Support C2 Family","A","Weapon System Cost","92 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2301",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","93 ","9142W34600","Battle Command Sustainment Support System","A","Weapon System Cost","93 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2302",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","94 ","9262AD5050","Faad C2","A","Weapon System Cost","94 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2303",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","95 ","9266AD5070","AIR & MSL Defense Planning & Control Sys","A","Weapon System Cost","95 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2304",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","96 ","9329B78504","Knight Family","A","Weapon System Cost","96 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2305",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","97 ","9442BD3955","Life Cycle Software Support (LCSS)","A","Weapon System Cost","97 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2306",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","98 ","9502BZ8889","Automatic Identification Technology","A","Weapon System Cost","98 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2307",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","99 ","9705BA9301","Network Management Initialization and Service","A","Weapon System Cost","99 ","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2308",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","100","9742BA9320","Maneuver Control System (MCS)","A","Weapon System Cost","100","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2309",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","101","9875W30001","Global Combat Support System-Army (GCSS-A)","A","Weapon System Cost","101","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2310",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","102","9921B66701","Integrated Personnel and Pay System-Army (IPP","A","Weapon System Cost","102","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2311",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","103","9934W60002","Logistics Automation","A","Weapon System Cost","103","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2312",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","89","Elect Equip - Tactical C2 Systems","104","9966BZ9966","Reconnaissance and Surveying Instrument Set","A","Weapon System Cost","104","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2313",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","105","3001BE4169","Army Training Modernization","A","Weapon System Cost","105","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2314",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","106","3002BD3000","Automated Data Processing Equip","A","Weapon System Cost","106","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2315",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","107","3004B55500","General Fund Enterprise Business Systems Fam","A","Weapon System Cost","107","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2316",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","108","3005B66501","High Perf Computing Mod Pgm (HPCMP)","A","Weapon System Cost","108","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2317",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","109","3051BD3501","CSS Communications","A","Weapon System Cost","109","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2318",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","92","Elect Equip - Automation","110","9956BE4167","Reserve Component Automation Sys (RCAS)","A","Weapon System Cost","110","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2319",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","111","9988BK5289","Items Less Than $5.0M (A/V)","A","Weapon System Cost","111","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2320",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","95","Elect Equip - Audio Visual Sys (A/V)","112","9998BL5300","Items Less Than $5M (Surveying Equipment)","A","Weapon System Cost","112","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2321",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","98","Elect Equip - Support","113","2716BF5400","Production Base Support (C-E)","A","Weapon System Cost","113","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2322",2015,"2035A","Other Procurement, Army","ARMY","02","Communications and Electronics Equipment","98","Elect Equip - Support","114","2719B85801","Non Developmental Emerging Technologies","A","Weapon System Cost","114","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2323",2015,"2035A","Other Procurement, Army",NA,"02","Communications and Electronics Equipment","99","Classified Programs",NA,"9999999999","Classified Programs",NA,NA,NA,"Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2324",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","115","2224M11205","Family of Non-Lethal Equipment  (FNLE)","A","Weapon System Cost","115","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2325",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","116","2300M90101","Base Defense Systems (BDS)","A","Weapon System Cost","116","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2326",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","10","Chemical Defensive Equipment","117","4516M01001","CBRN Defense","A","Weapon System Cost","117","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2327",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","118","2831MX0100","Tactical Bridging","A","Weapon System Cost","118","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2328",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","119","3542MA8890","Tactical Bridge, Float-Ribbon","A","Weapon System Cost","119","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2329",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","15","Bridging Equipment","120","3974G07000","Common Bridge Transporter (CBT) Recap","A","Weapon System Cost","120","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2330",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","121","2881R68400","Grnd Standoff Mine Detectn Sysm (GSTAMIDS)","A","Weapon System Cost","121","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2331",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","122","2889R64001","HUSKY MOUNTED DETECTION SYSTEM (HMDS)","A","Weapon System Cost","122","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2332",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","123","4865M80400","Robotic Combat Support System (RCSS)","A","Weapon System Cost","123","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2333",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","124","4867W12001","EOD Robotics Systems Recapitalization","A","Weapon System Cost","124","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2334",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","125","5900MA9200","Explosive Ordnance Disposal Eqpmt (EOD EQPMT)","A","Weapon System Cost","125","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2335",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","126","5912M60001","Remote Demolition Systems","A","Weapon System Cost","126","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2336",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","20","Engineer (Non-Construction) Equipment","127","5943MA7700","< $5m, Countermine Equipment","A","Weapon System Cost","127","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2337",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","128","0100MF9000","Heaters and ECU'S","A","Weapon System Cost","128","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2338",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","129","8380M82700","Laundries, Showers And Latrines","A","Weapon System Cost","129","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2339",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","130","8796MA6800","Soldier Enhancement","A","Weapon System Cost","130","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2340",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","131","8822G01101","Personnel Recovery Support System (PRSS)","A","Weapon System Cost","131","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2341",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","132","8825R80501","Ground Soldier System","A","Weapon System Cost","132","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2342",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","133","8860M80200","Force Provider","A","Weapon System Cost","133","Add","U",2014,"OCO",NA,NA,NA,51654,NA,NA,NA,3,NA,NA
"2343",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","134","9120M65800","Field Feeding Equipment","A","Weapon System Cost","134","Add","U",2014,"OCO",NA,NA,NA,6264,NA,NA,NA,0,NA,NA
"2344",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","135","9140MA7804","Cargo Aerial Del & Personnel Parachute System","A","Weapon System Cost","135","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2345",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","136","9197R16500","Mortuary Affairs Systems","A","Weapon System Cost","136","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2346",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","137","9462R70001","Family of Engr Combat and Construction Sets","A","Weapon System Cost","137","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2347",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","25","Combat Service Support Equipment","138","9530ML5301","Items Less Than $5M (Eng Spt)","A","Weapon System Cost","138","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2348",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","30","Petroleum Equipment","139","0725MB6400","Quality Surveillance Equipment","A","Weapon System Cost","139","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2349",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","30","Petroleum Equipment","140","4700MA6000","Distribution Systems, Petroleum & Water","A","Weapon System Cost","140","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2350",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","40","Medical Equipment","141","7500MN1000","Combat Support Medical","A","Weapon System Cost","141","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2351",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","45","Maintenance Equipment","142","0639G05301","Mobile Maintenance Equipment Systems","A","Weapon System Cost","142","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2352",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","45","Maintenance Equipment","143","9562ML5345","Items Less Than $5.0M (Maint Eq)","A","Weapon System Cost","143","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
"2353",2015,"2035A","Other Procurement, Army","ARMY","03","Other Support Equipment","50","Construction Equipment","144","0375R03800","Grader, Road Mtzd, Hvy, 6x4 (CCE)","A","Weapon System Cost","144","Add","U",2014,"OCO",NA,NA,NA,0,NA,NA,NA,0,NA,NA
