"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","FiscalYear","Project.Title","BudgetMetric","OriginType","EnactedType","PBtotal","PBtype","EnactedTotal"
"7915",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","ROADS","FORT LEWIS","2010","Ft Lewis-McChord AFB Joint Access","TOAamount","Base",NA,NA,9000,NA
"7916",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","OTHER OPERATIONAL","UNSPECIFIED WORLDWIDE LOCATIONS","2010","P.L. 111-117 Rescission - SEC 129","TOAamount","Base",NA,NA,-230000,NA
"7917",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","OTHER OPERATIONAL","UNSPECIFIED WORLDWIDE LOCATIONS","2010","P.L. 111-226 Rescission","TOAamount","Base",NA,NA,-88480,NA
"7918",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","OTHER OPERATIONAL","UNSPECIFIED WORLDWIDE LOCATIONS","2010","P.L. 111-366 General Reduction (BCT)","TOAamount","Base",NA,NA,-166000,NA
"7919",2012,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","OTHER OPERATIONAL","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Foreign Currency Flucutation Account","TOAamount","Base",NA,NA,29064,NA
"7920",2012,"2050A","2050","A","Milcon, A","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Minor Construction FY 10","TOAamount","Base",NA,NA,45100,NA
"7921",2012,"2050A","2050","A","Milcon, A","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Unspecified Minor Military Construction","TOAamount","Base",NA,NA,40000,NA
"7922",2012,"2050A","2050","A","Milcon, A","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Planning & Design FY10","TOAamount","Base",NA,NA,245803,NA
"7923",2012,"2050A","2050","A","Milcon, A","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","HOST NATION SUPPORT (P&D)","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Host Nation Support FY 10","TOAamount","Base",NA,NA,25000,NA
"7924",2012,"2050A","2050","A","Milcon, A","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Planning & Design","TOAamount","Base",NA,NA,6696,NA
"7925",2012,"2050A","2050","A","Milcon, A","ARMY","04","SUPPORTING ACTIVITIES","LA","LOUISIANA","LAND PURCHASE, CONDEMNATION, DONATION, OR TRANSFER","FORT POLK, LOUISIANA","2010","Land Purchases and Condemnation","TOAamount","Base",NA,NA,17000,NA
"7926",2012,"2050A","2050","A","Milcon, A","ARMY","04","SUPPORTING ACTIVITIES","VA","VIRGINIA","ROADS","FORT LEE","2010","Defense Access Roads","TOAamount","Base",NA,NA,5000,NA
"7927",2012,"051001A","051001","A","BRAC, A","ARMY","02","Base Closure II","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT IV","BASE REALIGNMENT & CLOSURE, ARMY","2010","Base Realignment & Closure","TOAamount","Base",NA,NA,142220,NA
"7928",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","TRAINING RANGES","FORT MC CLELLAN","2010","Urban Assault Course","TOAamount","Base",NA,NA,3000,NA
"7929",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","AZ","ARIZONA","TRAINING RANGES","CAMP NAVAJO","2010","Combat Pistol Qualification Course","TOAamount","Base",NA,NA,3000,NA
"7930",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING BUILDINGS","LOS ALAMITOS","2010","Readiness Center Ph1","TOAamount","Base",NA,NA,31000,NA
"7931",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING BUILDINGS","FORT BENNING","2010","Readiness Center","TOAamount","Base",NA,NA,15500,NA
"7932",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING BUILDINGS","HUNTER ANGS","2010","Readiness Center","TOAamount","Base",NA,NA,8967,NA
"7933",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","GU","GUAM","TRAINING BUILDINGS","BARRIGADA","2010","Readiness Center","TOAamount","Base",NA,NA,30000,NA
"7934",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","IA","IOWA","ADMIN BLDGS","CAMP DODGE","2010","US Property & Fiscal Office","TOAamount","Base",NA,NA,4000,NA
"7935",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","ID","IDAHO","TRAINING FACILITIES OTHER THAN BUILDINGS","GOWEN FIELD","2010","Combined Arms Collective Training Facility","TOAamount","Base",NA,NA,16100,NA
"7936",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","TRAINING BUILDINGS","MILAN","2010","Readiness Center Add/Alt","TOAamount","Base",NA,NA,5600,NA
"7937",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","TRAINING BUILDINGS","MUSCATATUCK","2010","Combined Arms Collective Training Facility Ph","TOAamount","Base",NA,NA,10100,NA
"7938",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","AIRFIELD TAXIWAYS","SALINA","2010","Taxiway Alterations","TOAamount","Base",NA,NA,2227,NA
"7939",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TRAINING BUILDINGS","OWENSBORO","2010","Readiness Center","TOAamount","Base",NA,NA,10500,NA
"7940",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","TRAINING BUILDINGS","HANSCOM AFB","2010","Armed Forces Reserve Center(JFHQ)","TOAamount","Base",NA,NA,29000,NA
"7941",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","ME","MAINE","TRAINING BUILDINGS","BANGOR","2010","Regional Training Institute Ph2","TOAamount","Base",NA,NA,15500,NA
"7942",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MI","MICHIGAN","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT CUSTER","2010","Organizational Maintenance Shop","TOAamount","Base",NA,NA,7732,NA
"7943",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","TRAINING BUILDINGS","ARDEN HILLS","2010","Readiness Center PH2","TOAamount","Base",NA,NA,6700,NA
"7944",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","TRAINING RANGES","CAMP RIPLEY","2010","Urban Assault Course","TOAamount","Base",NA,NA,1710,NA
"7945",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TRAINING BUILDINGS","BOONVILLE","2010","Readiness Center Add/Alt","TOAamount","Base",NA,NA,1800,NA
"7946",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","TRAINING FACILITIES OTHER THAN BUILDINGS","CAMP SHELBY","2010","Combined Arms Collective Tng Fac Add/Alt","TOAamount","Base",NA,NA,16100,NA
"7947",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","TRAINING BUILDINGS","MONTICELLO","2010","Readiness Center","TOAamount","Base",NA,NA,14350,NA
"7948",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","AIRCRAFT MAINTENANCE FACILITIES","FORT BRAGG","2010","Tactical Unmanned Aircraft System Facility","TOAamount","Base",NA,NA,6038,NA
"7949",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","TRAINING BUILDINGS","EAST FLAT ROCK","2010","Readiness Center Add/Alt","TOAamount","Base",NA,NA,2516,NA
"7950",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","SEA WALLS, BULKHEADS, AND QUAY WALLS","CAMP GRAFTON","2010","Shoreline Stabilization","TOAamount","Base",NA,NA,2000,NA
"7951",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NE","NEBRASKA","TRAINING BUILDINGS","LINCOLN","2010","Armed Forces Reserve Center(JFHQ)","TOAamount","Base",NA,NA,23000,NA
"7952",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NE","NEBRASKA","POTABLE WATER DISTRIBUTION SYSTEM","MEAD","2010","Water Supply & Distribution System","TOAamount","Base",NA,NA,2000,NA
"7953",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","AIRCRAFT MAINTENANCE FACILITIES","SANTA FE","2010","Army Aviation Support Facility","TOAamount","Base",NA,NA,39000,NA
"7954",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NV","NEVADA","ELECTRIC POWER SOURCE","CARSON CITY","2010","Renewable Energy Sustainable Projects","TOAamount","Base",NA,NA,2000,NA
"7955",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","NV","NEVADA","TRAINING BUILDINGS","NORTH LAS VEGAS","2010","Readiness Center","TOAamount","Base",NA,NA,26000,NA
"7956",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","OR","OREGON","POTABLE WATER SUPPLY, TREATMENT & STORAGE","CAMP RILEA ANGS","2010","Water Supply System","TOAamount","Base",NA,NA,3369,NA
"7957",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","OR","OREGON","TRAINING BUILDINGS","DALLAS","2010","Readiness Center","TOAamount","Base",NA,NA,12100,NA
"7958",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","AIRCRAFT MAINTENANCE FACILITIES","EASTOVER","2010","Army Aviation Support Facility Add/Alt","TOAamount","Base",NA,NA,26000,NA
"7959",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","AIRCRAFT MAINTENANCE FACILITIES","GREENVILLE","2010","Army Aviation Support Facility","TOAamount","Base",NA,NA,40000,NA
"7960",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","SD","SOUTH DAKOTA","TRAINING BUILDINGS","CAMP RAPID","2010","Joint Forces HQ Readiness Center Supplement","TOAamount","Base",NA,NA,7890,NA
"7961",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","SD","SOUTH DAKOTA","DISPENSARIES & CLINICS","CAMP RAPID","2010","Troop Medical Clinic Add/Alt","TOAamount","Base",NA,NA,1950,NA
"7962",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","AUSTIN","2010","Armed Forces Reserve Center","TOAamount","Base",NA,NA,16500,NA
"7963",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","AUSTIN","2010","Field Maintenance Shop, Joint","TOAamount","Base",NA,NA,5700,NA
"7964",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","TRAINING BUILDINGS","FORT PICKETT","2010","Regional Training Institute Ph2","TOAamount","Base",NA,NA,32000,NA
"7965",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","VI","VIRGIN ISLANDS","TRAINING BUILDINGS","ST.  CROIX","2010","Regional Training Institute Ph1","TOAamount","Base",NA,NA,20000,NA
"7966",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","VT","VERMONT","OFFICERS UNACCOM PERSONNEL HOUSING","ETHAN ALLEN","2010","BOQ Additions and Improvements","TOAamount","Base",NA,NA,1996,NA
"7967",2012,"2085A","2085","A","MCon,Army NG","ARMY","01","MAJOR CONSTRUCTION","WV","WEST VIRGINIA","TRAINING BUILDINGS","ST. ALBANS","2010","Readiness Center Additions","TOAamount","Base",NA,NA,2000,NA
"7968",2012,"2085A","2085","A","MCon,Army NG","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Unspecified Minor Construction","TOAamount","Base",NA,NA,29682,NA
"7969",2012,"2085A","2085","A","MCon,Army NG","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Planning and Design","TOAamount","Base",NA,NA,47429,NA
"7970",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING BUILDINGS","CAMP PARKS","2010","TASS Training Center","TOAamount","Base",NA,NA,15044,NA
"7971",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING BUILDINGS","CAMP PENDLETON, CALIFORNIA","2010","Army Reserve Center","TOAamount","Base",NA,NA,19500,NA
"7972",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING BUILDINGS","LOS ANGELES","2010","Army Reserve Center","TOAamount","Base",NA,NA,29000,NA
"7973",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING BUILDINGS","COLORADO SPRINGS","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,13000,NA
"7974",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","CT","CONNECTICUT","TRAINING BUILDINGS","BRIDGEPORT","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,18500,NA
"7975",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING BUILDINGS","PANAMA CITY","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,7300,NA
"7976",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING BUILDINGS","WEST PALM BEACH","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,26000,NA
"7977",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING BUILDINGS","ATLANTA","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,14000,NA
"7978",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING BUILDINGS","FORT BENNING","2010","Add/Alt Army Reserve Center","TOAamount","Base",NA,NA,3550,NA
"7979",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","TRAINING BUILDINGS","CHICAGO","2010","Army Reserve Center","TOAamount","Base",NA,NA,19693,NA
"7980",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","TRAINING BUILDINGS","FORT SNELLING (MINNEAPOLIS)","2010","Army Reserve Center","TOAamount","Base",NA,NA,12000,NA
"7981",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","MT","MONTANA","TRAINING BUILDINGS","BUTTE","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,567,NA
"7982",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","TRAINING BUILDINGS","ROCHESTER","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,13600,NA
"7983",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","OH","OHIO","TRAINING BUILDINGS","CINCINNATI","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,13000,NA
"7984",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","TRAINING BUILDINGS","UNIONTOWN","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,11800,NA
"7985",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","TRAINING BUILDINGS","HARRISBURG","2010","Army Reserve Center","TOAamount","Base",NA,NA,7600,NA
"7986",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","TRAINING BUILDINGS","ERIE","2010","AR Center/OMS/UNH STRG","TOAamount","Base",NA,NA,2709,NA
"7987",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","TRAINING BUILDINGS","NEWTON SQUARE","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,20000,NA
"7988",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","PA","PENNSYLVANIA","TRAINING BUILDINGS","ASHLEY","2010","Army Reserve Center","TOAamount","Base",NA,NA,9800,NA
"7989",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","TRAINING BUILDINGS","CAGUAS","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,12400,NA
"7990",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","AUSTIN","2010","Armed Forces Reserve Center/AMSA","TOAamount","Base",NA,NA,20000,NA
"7991",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","BRYAN","2010","Army Reserve Center","TOAamount","Base",NA,NA,12440,NA
"7992",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","FORT BLISS","2010","Army Reserve Center","TOAamount","Base",NA,NA,9500,NA
"7993",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","HOUSTON","2010","Army Reserve Center/Land","TOAamount","Base",NA,NA,24000,NA
"7994",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","SAN ANTONIO","2010","Army Reserve Center","TOAamount","Base",NA,NA,19792,NA
"7995",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","ROBSTOWN","2010","Tactical Equipment Maintenance Facility","TOAamount","Base",NA,NA,10200,NA
"7996",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT MCCOY","2010","Combined Arms Collective Training Facility","TOAamount","Base",NA,NA,24355,NA
"7997",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","TRAINING RANGES","FORT MCCOY","2010","Range Utility Upgrade","TOAamount","Base",NA,NA,3850,NA
"7998",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","COMMUNICATION BUILDINGS","FORT MCCOY","2010","DOIM Information Systems Facility","TOAamount","Base",NA,NA,8000,NA
"7999",2012,"2086A","2086","A","MCon,A Res","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","MADISON","2010","Area Maintenance Support Activity 139","TOAamount","Base",NA,NA,4050,NA
"8000",2012,"2086A","2086","A","MCon,A Res","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","MILCON UNSPECIFIED MINOR CONSTRUCTION","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Unspecified Minor Construction","TOAamount","Base",NA,NA,3600,NA
"8001",2012,"2086A","2086","A","MCon,A Res","ARMY","03","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","MILCON PLANNING & DESIGN","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Planning and Design","TOAamount","Base",NA,NA,22716,NA
"8002",2012,"0720A","0720","A","Fam Hsg Const,A","ARMY","01","NEW CONSTRUCTION","GY","GERMANY","FAM HSG DEWELLINGS","BAUMHOLDER","2010","Family Housing Replacement Construc(38 units)","TOAamount","Base",NA,NA,24611,NA
"8003",2012,"0720A","0720","A","Fam Hsg Const,A","ARMY","01","NEW CONSTRUCTION","GY","GERMANY","FAM HSG DEWELLINGS","WEISBADEN","2010","Family Housing Replacement Const Inc 2","TOAamount","Base",NA,NA,32000,NA
"8004",2012,"0720A","0720","A","Fam Hsg Const,A","ARMY","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH POST ACQUISITION CONSTRUCTION IMPROVEMENTS","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Construction Improvements        (2083 units)","TOAamount","Base",NA,NA,106305,NA
"8005",2012,"0720A","0720","A","Fam Hsg Const,A","ARMY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","FAMILY HOUSING P&D","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Family Housing P&D","TOAamount","Base",NA,NA,3936,NA
"8006",2012,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH UTILITIES ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Utilities Account","TOAamount","Base",NA,NA,92283,NA
"8007",2012,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","06","OPERATING EXPENSES","ZU","WORLDWIDE UNSPECIFIED","FH MANAGEMENT ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Operations","TOAamount","Base",NA,NA,91567,NA
"8008",2012,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","06","OPERATING EXPENSES","ZU","WORLDWIDE UNSPECIFIED","FH MISCELLANEOUS ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2010","MISCELLANEOUS ACCOUNT","TOAamount","Base",NA,NA,563,NA
"8009",2012,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH LEASING ACCOUNT","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Leasing","TOAamount","Base",NA,NA,187142,NA
"8010",2012,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","08","MAINTENANCE OF REAL PROPE","ZU","WORLDWIDE UNSPECIFIED","FH MAINTENANCE OF REAL PROPERTY","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Maintenance of Real Property","TOAamount","Base",NA,NA,143944,NA
"8011",2012,"0725A","0725","A","Fam Hsg Op&Dt,A","ARMY","12","HOUSING PVT  SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH PRIVATIZATION SUPPORT","UNSPECIFIED WORLDWIDE LOCATIONS","2010","Privatization Support Costs","TOAamount","Base",NA,NA,29882,NA
"8012",2012,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2010","USA-121: FORT GILLEM, GA","TOAamount","Base",NA,NA,89263,NA
"8013",2012,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2010","USA-222: FORT MCPHERSON, GA","TOAamount","Base",NA,NA,409985,NA
"8014",2012,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2010","PROGRAM MANAGEMENT VARIOUS LOCATIONS","TOAamount","Base",NA,NA,113854,NA
"8015",2012,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2010","USA-223: FORT MONMOUTH, NJ","TOAamount","Base",NA,NA,666788,NA
"8016",2012,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2010","USA-224: FORT HOOD, TX","TOAamount","Base",NA,NA,13791,NA
"8017",2012,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2010","USA-36: RED RIVER ARMY DEPOT","TOAamount","Base",NA,NA,17418,NA
"8018",2012,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2010","USA-113: FORT MONROE, VA","TOAamount","Base",NA,NA,127548,NA
"8019",2012,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2010","USA-243: MANEUVER TRAINING","TOAamount","Base",NA,NA,303555,NA
"8020",2012,"051201A","051201","A","BRAC - Army","ARMY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","BASE REALIGNMENT & CLOSURE ACCOUNT V","UNSPECIFIED WORLDWIDE LOCATIONS","2010","USA-233: RC TRANSFORMATION IN AL","TOAamount","Base",NA,NA,64126,NA
