"","SourceFiscalYear","FiscalYear","OriginType","AccountDSI","EnactedTotal","EnactedType"
"565",2017,2016,"OCO","1453N",0,251011
"566",2017,2016,"OCO","2010A",0,1846356
"567",2017,2016,"OCO","2060A",0,166015
"568",2017,2016,"OCO","2070A",0,24462
"569",2017,2016,"OCO","3500F",0,726126
"570",2017,2016,"OCO","3700F",0,18710
"571",2017,2016,"OCO","3850F",0,2828
"572",2017,2016,"Total","1000N",1281468,0
"573",2017,2016,"Total","1001N",726196,0
"574",2017,2016,"Total","1002N",115519,0
"575",2017,2016,"Total","1003N",67797,0
"576",2017,2016,"Total","1004A",1889889,0
"577",2017,2016,"Total","1005A",357528,0
"578",2017,2016,"Total","1006A",629824,0
"579",2017,2016,"Total","1007F",1239093,0
"580",2017,2016,"Total","1008F",117541,0
"581",2017,2016,"Total","1009F",203847,0
"582",2017,2016,"Total","1105N",12988600,0
"583",2017,2016,"Total","1108N",705874,0
"584",2017,2016,"Total","1405N",1879584,0
"585",2017,2016,"Total","1453N",27955051,0
"586",2017,2016,"Total","2010A",42769839,0
"587",2017,2016,"Total","2060A",8058342,0
"588",2017,2016,"Total","2070A",4487626,0
"589",2017,2016,"Total","3500F",28172898,0
"590",2017,2016,"Total","3700F",1701652,0
"591",2017,2016,"Total","3850F",3204718,0
"592",2017,2017,"Base","1000N",0,0
"593",2017,2017,"Base","1001N",0,0
"594",2017,2017,"Base","1002N",0,0
"595",2017,2017,"Base","1003N",0,0
"596",2017,2017,"Base","1004A",0,0
"597",2017,2017,"Base","1005A",0,0
"598",2017,2017,"Base","1006A",0,0
"599",2017,2017,"Base","1007F",0,0
"600",2017,2017,"Base","1008F",0,0
"601",2017,2017,"Base","1009F",0,0
"602",2017,2017,"Base","1105N",0,0
"603",2017,2017,"Base","1108N",0,0
"604",2017,2017,"Base","1405N",0,0
"605",2017,2017,"Base","1453N",0,0
"606",2017,2017,"Base","2010A",0,0
"607",2017,2017,"Base","2060A",0,0
"608",2017,2017,"Base","2070A",0,0
"609",2017,2017,"Base","3500F",0,0
"610",2017,2017,"Base","3700F",0,0
"611",2017,2017,"Base","3850F",0,0
"612",2017,2017,"OCO","1000N",0,0
"613",2017,2017,"OCO","1001N",0,0
"614",2017,2017,"OCO","1002N",0,0
"615",2017,2017,"OCO","1003N",0,0
"616",2017,2017,"OCO","1004A",0,0
"617",2017,2017,"OCO","1005A",0,0
"618",2017,2017,"OCO","1006A",0,0
"619",2017,2017,"OCO","1007F",0,0
"620",2017,2017,"OCO","1008F",0,0
"621",2017,2017,"OCO","1009F",0,0
"622",2017,2017,"OCO","1105N",0,0
"623",2017,2017,"OCO","1108N",0,0
"624",2017,2017,"OCO","1405N",0,0
"625",2017,2017,"OCO","1453N",0,0
"626",2017,2017,"OCO","2010A",0,0
"627",2017,2017,"OCO","2060A",0,0
"628",2017,2017,"OCO","2070A",0,0
"629",2017,2017,"OCO","3500F",0,0
"630",2017,2017,"OCO","3700F",0,0
"631",2017,2017,"OCO","3850F",0,0
"632",2017,2017,"Total","1000N",0,0
"633",2017,2017,"Total","1001N",0,0
"634",2017,2017,"Total","1002N",0,0
"635",2017,2017,"Total","1003N",0,0
"636",2017,2017,"Total","1004A",0,0
"637",2017,2017,"Total","1005A",0,0
"638",2017,2017,"Total","1006A",0,0
"639",2017,2017,"Total","1007F",0,0
"640",2017,2017,"Total","1008F",0,0
"641",2017,2017,"Total","1009F",0,0
"642",2017,2017,"Total","1105N",0,0
"643",2017,2017,"Total","1108N",0,0
"644",2017,2017,"Total","1405N",0,0
"645",2017,2017,"Total","1453N",0,0
"646",2017,2017,"Total","2010A",0,0
"647",2017,2017,"Total","2060A",0,0
"648",2017,2017,"Total","2070A",0,0
"649",2017,2017,"Total","3500F",0,0
"650",2017,2017,"Total","3700F",0,0
"651",2017,2017,"Total","3850F",0,0
