"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType"
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","120","Health Profession Scholarship","U",2011,"Base",,,51331,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","130","Other Programs (Admin & Support)","U",2011,"Base",,,4255,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"Base",,,-97385,,,,
2012,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","01","Unit & Individual Training","300","Reserve Personnel, Air Force","U",2011,"Base",,,240074,,,,
2012,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"Base",,,-30,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Base",,,939636,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Base",,,99839,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"Base",,,298,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","70","School Training","U",2011,"Base",,,209944,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","80","Special Training","U",2011,"Base",,,131226,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","90","Administration And Support","U",2011,"Base",,,1692112,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","100","Education Benefits","U",2011,"Base",,,30543,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"Base",,,-165369,,,,
2012,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","01","Unit & Individual Training","300","National Guard Personnel, Air Force","U",2011,"Base",,,387696,,,,
2012,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"Base",,,-614,,,,
2012,,,,,,,,,2011,"Base",,,,,,,
2012,"* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,2011,"Base",,,,,,,
2012,"by appropriation.",,,,,,,,2011,"Base",,,,,,,
2012,"** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",,,,,,,,2011,"Base",,,,,,,
2012,"level for each appropriation.",,,,,,,,2011,"Base",,,,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","5","Basic Pay","U",2011,"OCO",,,1237779,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual","U",2011,"OCO",,,313278,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2011,"OCO",,,349839,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence","U",2011,"OCO",,,44752,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"OCO",,,2835,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"OCO",,,159261,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"OCO",,,56632,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"OCO",,,1303,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"OCO",,,94650,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"OCO",,,2708271,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"OCO",,,693325,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"OCO",,,1113877,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"OCO",,,6714,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"OCO",,,574120,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"OCO",,,241921,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"OCO",,,26276,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"OCO",,,207174,,,,
2012,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"OCO",,,329046,,,,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"OCO",,,1871805,,,,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"OCO",,,45512,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"OCO",,,107025,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"OCO",,,45514,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"OCO",,,16102,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"OCO",,,66220,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"OCO",,,192223,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","U",2011,"OCO",,,1895,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"OCO",,,171060,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Tramatic Injury Protection Coverage (T-SGLI)","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2011,"OCO",,,0,,,,
2012,"2010A","Military Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,587193,,,,
2012,"2010A","Military Personnel, Army","","","Less Reimbursables","","Less Reimbursables","U",2011,"OCO",,,0,,,,
2012,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","01","Pay And Allowances Of Officers","300","Military Personnel, Army","U",2011,"OCO",,,7715,,,,
2012,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","02","Pay And Allowances Of Enlisted","300","Military Personnel, Army","U",2011,"OCO",,,103067,,,,
2012,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,-110782,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"OCO",,,104230,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2011,"OCO",,,0,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2011,"OCO",,,0,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"OCO",,,0,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","60","Mobilization Training","U",2011,"OCO",,,0,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","70","School Training","U",2011,"OCO",,,9886,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","80","Special Training","U",2011,"OCO",,,153915,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","90","Administration And Support","U",2011,"OCO",,,0,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","100","Education Benefits","U",2011,"OCO",,,0,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","120","Health Profession Scholarship","U",2011,"OCO",,,0,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training And Support","130","Other Programs","U",2011,"OCO",,,0,,,,
2012,"2070A","Reserve Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,30336,,,,
2012,"1005A","MEDICARE - Retiree Health Care Contribution , A RES","ARMY","01","Unit & Individual Training","300","Reserve Personnel, Army","U",2011,"OCO",,,0,,,,
2012,"1005A","MEDICARE - Retiree Health Care Contribution , A RES","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,0,,,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"OCO",,,231547,,,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"OCO",,,0,,,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"OCO",,,0,,,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","70","School Training","U",2011,"OCO",,,0,,,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","80","Special Training","U",2011,"OCO",,,550090,,,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","90","Administration And Support","U",2011,"OCO",,,46485,,,,
2012,"2060A","National Guard Personnel, Army","ARMY","01","Unit And Individual Training","100","Education Benefits","U",2011,"OCO",,,0,,,,
2012,"2060A","National Guard Personnel, Army","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,27172,,,,
2012,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","01","Unit & Individual Training","300","National Guard Personnel, Army","U",2011,"OCO",,,0,,,,
2012,"1006A","MEDICARE - Retiree Health Care Contribution , A GUARD","ARMY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"OCO",,,213340,,,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"OCO",,,59067,,,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2011,"OCO",,,67023,,,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2011,"OCO",,,7315,,,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"OCO",,,1543,,,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"OCO",,,16667,,,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"OCO",,,16754,,,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"OCO",,,14,,,,
2012,"1453N","Military Personnel, Navy","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"OCO",,,16320,,,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"OCO",,,262656,,,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"OCO",,,74338,,,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"OCO",,,121913,,,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"OCO",,,325,,,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"OCO",,,80007,,,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"OCO",,,27692,,,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"OCO",,,3535,,,,
2012,"1453N","Military Personnel, Navy","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"OCO",,,20093,,,,
2012,"1453N","Military Personnel, Navy","NAVY","03","Pay And Allowances Of Cadets/Midshipmen","110","Midshipmen ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"OCO",,,28639,,,,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"OCO",,,14546,,,,
2012,"1453N","Military Personnel, Navy","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"OCO",,,5214,,,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"OCO",,,23903,,,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"OCO",,,30110,,,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"OCO",,,3132,,,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"OCO",,,3800,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"OCO",,,29662,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"OCO",,,51111,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","227","Stop-Loss Retroactive Payments","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2011,"OCO",,,0,,,,
2012,"1453N","Military Personnel, Navy","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,246877,,,,
2012,"1453N","Military Personnel, Navy","","","Less Reimbursables","","Less Reimbursables","U",2011,"OCO",,,0,,,,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","01","Pay And Allowances Of Officers","300","Navy","U",2011,"OCO",,,6541,,,,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","02","Pay And Allowances Of Enlisted","300","Navy","U",2011,"OCO",,,18420,,,,
2012,"1000N","MEDICARE - Retiree Health Care Contribution , N","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,-24961,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"OCO",,,40079,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"OCO",,,13308,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2011,"OCO",,,18565,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2011,"OCO",,,1760,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"OCO",,,10747,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"OCO",,,4805,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"OCO",,,4176,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"OCO",,,190013,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"OCO",,,43090,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"OCO",,,45977,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"OCO",,,95395,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"OCO",,,40431,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"OCO",,,3017,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"OCO",,,13435,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"OCO",,,21420,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"OCO",,,3270,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"OCO",,,27000,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"OCO",,,19942,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"OCO",,,48345,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","227","Stop-Loss Retroactive Payments","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2011,"OCO",,,0,,,,
2012,"1105N","Military Personnel, Marine Corps","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2011,"OCO",,,266925,,,,
2012,"1105N","Military Personnel, Marine Corps","","","Less Reimbursables","","Less Reimbursables","U",2011,"OCO",,,0,,,,
2012,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","01","Pay And Allowances Of Officers","300","Marine Corps","U",2011,"OCO",,,0,,,,
2012,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","02","Pay And Allowances Of Enlisted","300","Marine Corps","U",2011,"OCO",,,0,,,,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"OCO",,,0,,,,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Active Duty)","U",2011,"OCO",,,0,,,,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2011,"OCO",,,0,,,,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","60","Mobilization Training","U",2011,"OCO",,,0,,,,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","70","School Training","U",2011,"OCO",,,7019,,,,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","80","Special Training","U",2011,"OCO",,,38683,,,,
